"","sample_id","latitude","longitude","lat_range","long_range","label","site_name","site_number","reporting_area","geo_group","p450","sod","shell","ci1","ci2","ci3","Analyte.x","Units.x","DryValue.x","Comments.x","p16","Analyte.y","Units.y","DryValue.y","Comments.y","p42","Analyte.x.x","Units.x.x","DryValue.x.x","Comments.x.x","phmw.x","Analyte.y.y","Units.y.y","DryValue.y.y","Comments.y.y","phmw.y","Analyte.x.x.x","Units.x.x.x","DryValue","Comments.x.x.x","pcb","Analyte.y.y.y","Units.y.y.y","plmw","Comments.y.y.y","DryValue_Group"
"91",24,47.8111,-122.388,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Edmonds Marina",68,9,6,1614645,3.484,0.735,27.173,0.6407,0.0449,"SumPAHs16","ng/g",374.8520776,NA,3,"SumPAHs42_DMNcorrected","ng/g",702.8476454,NA,3,"SumPAHsHMW","ng/g",374.8520776,NA,2,"SumPAHsHMW","ng/g",374.8520776,NA,2,"Sum40CBs","ng/g",40.999446,NA,3,"SumPAHsLMW","ng/g",304.567313,NA,"2"
"92",186,47.074603,-123.003527,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Eld Inlet",72,13,1,2166819,15.212,0.81,41.041,0.7247,0.0649,"SumPAHs16","ng/g",64.34929577,NA,1,"SumPAHs42_DMNcorrected","ng/g",171.5981221,NA,1,"SumPAHsHMW","ng/g",75.0741784,NA,1,"SumPAHsHMW","ng/g",75.0741784,NA,1,"Sum40CBs","ng/g",31.1021596,NA,2,"SumPAHsLMW","ng/g",96.52394366,NA,"1"
"93",187,47.074603,-123.003527,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Eld Inlet",72,13,1,7732418,17.148,0.845,33.993,0.6901,0.0749,"SumPAHs16","ng/g",64.34929577,NA,1,"SumPAHs42_DMNcorrected","ng/g",171.5981221,NA,1,"SumPAHsHMW","ng/g",75.0741784,NA,1,"SumPAHsHMW","ng/g",75.0741784,NA,1,"Sum40CBs","ng/g",31.1021596,NA,2,"SumPAHsLMW","ng/g",96.52394366,NA,"1"
"94",188,47.074603,-123.003527,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Eld Inlet",72,13,1,1617973,10.002,0.605,34.656,0.7061,0.0526,"SumPAHs16","ng/g",64.34929577,NA,1,"SumPAHs42_DMNcorrected","ng/g",171.5981221,NA,1,"SumPAHsHMW","ng/g",75.0741784,NA,1,"SumPAHsHMW","ng/g",75.0741784,NA,1,"Sum40CBs","ng/g",31.1021596,NA,2,"SumPAHsLMW","ng/g",96.52394366,NA,"1"
"95",189,47.074603,-123.003527,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Eld Inlet",72,13,1,4318486,36.283,0.7,33.231,0.6824,0.0579,"SumPAHs16","ng/g",64.34929577,NA,1,"SumPAHs42_DMNcorrected","ng/g",171.5981221,NA,1,"SumPAHsHMW","ng/g",75.0741784,NA,1,"SumPAHsHMW","ng/g",75.0741784,NA,1,"Sum40CBs","ng/g",31.1021596,NA,2,"SumPAHsLMW","ng/g",96.52394366,NA,"1"
"96",69,47.61862,-122.36108,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Elliot Bay Myrtle Edwards",19,10,3,1269238,0.0025,0.555,36.953,0.7229,0.0525,"SumPAHs16","ng/g",8052.281134,NA,7,"SumPAHs42_DMNcorrected","ng/g",12078.4217,NA,7,"SumPAHsHMW","ng/g",9394.32799,NA,8,"SumPAHsHMW","ng/g",9394.32799,NA,8,"Sum40CBs","ng/g",120.784217,NA,7,"SumPAHsLMW","ng/g",3220.912454,NA,"7"
"97",70,47.61862,-122.36108,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Elliot Bay Myrtle Edwards",19,10,3,2212557,15.989,0.625,33.051,0.6393,0.0502,"SumPAHs16","ng/g",8052.281134,NA,7,"SumPAHs42_DMNcorrected","ng/g",12078.4217,NA,7,"SumPAHsHMW","ng/g",9394.32799,NA,8,"SumPAHsHMW","ng/g",9394.32799,NA,8,"Sum40CBs","ng/g",120.784217,NA,7,"SumPAHsLMW","ng/g",3220.912454,NA,"7"
"98",71,47.61862,-122.36108,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Elliot Bay Myrtle Edwards",19,10,3,1783953,23.205,0.75,34.215,0.6722,0.0526,"SumPAHs16","ng/g",8052.281134,NA,7,"SumPAHs42_DMNcorrected","ng/g",12078.4217,NA,7,"SumPAHsHMW","ng/g",9394.32799,NA,8,"SumPAHsHMW","ng/g",9394.32799,NA,8,"Sum40CBs","ng/g",120.784217,NA,7,"SumPAHsLMW","ng/g",3220.912454,NA,"7"
"99",72,47.61862,-122.36108,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Elliot Bay Myrtle Edwards",19,10,3,2162299,0.144,0.755,34.283,0.7376,0.0557,"SumPAHs16","ng/g",8052.281134,NA,7,"SumPAHs42_DMNcorrected","ng/g",12078.4217,NA,7,"SumPAHsHMW","ng/g",9394.32799,NA,8,"SumPAHsHMW","ng/g",9394.32799,NA,8,"Sum40CBs","ng/g",120.784217,NA,7,"SumPAHsLMW","ng/g",3220.912454,NA,"7"
"100",73,47.61862,-122.36108,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Elliot Bay Myrtle Edwards",19,10,3,2951937,3.757,0.825,36.556,0.6925,0.0541,"SumPAHs16","ng/g",8052.281134,NA,7,"SumPAHs42_DMNcorrected","ng/g",12078.4217,NA,7,"SumPAHsHMW","ng/g",9394.32799,NA,8,"SumPAHsHMW","ng/g",9394.32799,NA,8,"Sum40CBs","ng/g",120.784217,NA,7,"SumPAHsLMW","ng/g",3220.912454,NA,"7"
"101",29,47.58766,-122.35065,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Elliott Bay, Harbor Island, Pier 17",14,10,3,1783000,2.837,0.75,28.647,0.6029,0.0452,"SumPAHs16","ng/g",1882.866557,NA,5,"SumPAHs42_DMNcorrected","ng/g",3195.16749,NA,5,"SumPAHsHMW","ng/g",2054.036244,"dNPH Surrogate recovery below minimum QA value (60%)",5,"SumPAHsHMW","ng/g",2054.036244,"dNPH Surrogate recovery below minimum QA value (60%)",5,"Sum40CBs","ng/g",108.407468,NA,7,"SumPAHsLMW","ng/g",1141.131247,"dNPH Surrogate recovery below minimum QA value (60%)","5"
"102",30,47.58766,-122.35065,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Elliott Bay, Harbor Island, Pier 17",14,10,3,2742180,0.0025,0.995,33.471,0.654,0.0523,"SumPAHs16","ng/g",1882.866557,NA,5,"SumPAHs42_DMNcorrected","ng/g",3195.16749,NA,5,"SumPAHsHMW","ng/g",2054.036244,"dNPH Surrogate recovery below minimum QA value (60%)",5,"SumPAHsHMW","ng/g",2054.036244,"dNPH Surrogate recovery below minimum QA value (60%)",5,"Sum40CBs","ng/g",108.407468,NA,7,"SumPAHsLMW","ng/g",1141.131247,"dNPH Surrogate recovery below minimum QA value (60%)","5"
"103",31,47.58766,-122.35065,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Elliott Bay, Harbor Island, Pier 17",14,10,3,3089178,2.177,1.045,29.726,0.5909,0.0566,"SumPAHs16","ng/g",1882.866557,NA,5,"SumPAHs42_DMNcorrected","ng/g",3195.16749,NA,5,"SumPAHsHMW","ng/g",2054.036244,"dNPH Surrogate recovery below minimum QA value (60%)",5,"SumPAHsHMW","ng/g",2054.036244,"dNPH Surrogate recovery below minimum QA value (60%)",5,"Sum40CBs","ng/g",108.407468,NA,7,"SumPAHsLMW","ng/g",1141.131247,"dNPH Surrogate recovery below minimum QA value (60%)","5"
"104",32,47.58766,-122.35065,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Elliott Bay, Harbor Island, Pier 17",14,10,3,NA,0.0025,0.725,31.835,0.6719,0.0483,"SumPAHs16","ng/g",1882.866557,NA,5,"SumPAHs42_DMNcorrected","ng/g",3195.16749,NA,5,"SumPAHsHMW","ng/g",2054.036244,"dNPH Surrogate recovery below minimum QA value (60%)",5,"SumPAHsHMW","ng/g",2054.036244,"dNPH Surrogate recovery below minimum QA value (60%)",5,"Sum40CBs","ng/g",108.407468,NA,7,"SumPAHsLMW","ng/g",1141.131247,"dNPH Surrogate recovery below minimum QA value (60%)","5"
"105",206,47.9726,-122.22977,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Everett Harbor",66,8.2,6,NA,9.83,0.69,34.177,0.6927,0.0576,"SumPAHs16","ng/g",173.0928652,NA,2,"SumPAHs42_DMNcorrected","ng/g",372.815402,NA,2,"SumPAHsHMW","ng/g",166.4354473,NA,1,"SumPAHsHMW","ng/g",166.4354473,NA,1,"Sum40CBs","ng/g",34.618573,NA,2,"SumPAHsLMW","ng/g",206.3799547,NA,"2"
"106",207,47.9726,-122.22977,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Everett Harbor",66,8.2,6,291641,0.0025,0.755,34.533,0.7053,0.0595,"SumPAHs16","ng/g",173.0928652,NA,2,"SumPAHs42_DMNcorrected","ng/g",372.815402,NA,2,"SumPAHsHMW","ng/g",166.4354473,NA,1,"SumPAHsHMW","ng/g",166.4354473,NA,1,"Sum40CBs","ng/g",34.618573,NA,2,"SumPAHsLMW","ng/g",206.3799547,NA,"2"
"107",208,47.9726,-122.22977,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Everett Harbor",66,8.2,6,1693665,0.0025,0.575,33.699,0.7143,0.0529,"SumPAHs16","ng/g",173.0928652,NA,2,"SumPAHs42_DMNcorrected","ng/g",372.815402,NA,2,"SumPAHsHMW","ng/g",166.4354473,NA,1,"SumPAHsHMW","ng/g",166.4354473,NA,1,"Sum40CBs","ng/g",34.618573,NA,2,"SumPAHsLMW","ng/g",206.3799547,NA,"2"
"108",209,47.9726,-122.22977,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Everett Harbor",66,8.2,6,NA,0.0025,0.63,35.312,0.6669,0.0547,"SumPAHs16","ng/g",173.0928652,NA,2,"SumPAHs42_DMNcorrected","ng/g",372.815402,NA,2,"SumPAHsHMW","ng/g",166.4354473,NA,1,"SumPAHsHMW","ng/g",166.4354473,NA,1,"Sum40CBs","ng/g",34.618573,NA,2,"SumPAHsLMW","ng/g",206.3799547,NA,"2"
"109",61,48.482448,-122.583879,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","Fidalgo Bay Aq Reserve, Weaverling Spit",63,7,4,380110,0.0025,0.685,36.29,0.6879,0.0548,"SumPAHs16","ng/g",165.3510179,NA,2,"SumPAHs42_DMNcorrected","ng/g",699.5619988,NA,3,"SumPAHsHMW","ng/g",254.3861814,NA,2,"SumPAHsHMW","ng/g",254.3861814,NA,2,"Sum40CBs","ng/g",22.8947563,NA,1,"SumPAHsLMW","ng/g",438.8161629,NA,"3"
"110",62,48.482448,-122.583879,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","Fidalgo Bay Aq Reserve, Weaverling Spit",63,7,4,2209441,4.647,0.79,35.526,0.718,0.0496,"SumPAHs16","ng/g",165.3510179,NA,2,"SumPAHs42_DMNcorrected","ng/g",699.5619988,NA,3,"SumPAHsHMW","ng/g",254.3861814,NA,2,"SumPAHsHMW","ng/g",254.3861814,NA,2,"Sum40CBs","ng/g",22.8947563,NA,1,"SumPAHsLMW","ng/g",438.8161629,NA,"3"
"111",63,48.482448,-122.583879,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","Fidalgo Bay Aq Reserve, Weaverling Spit",63,7,4,1743980,24.677,0.79,37.144,0.7242,0.0569,"SumPAHs16","ng/g",165.3510179,NA,2,"SumPAHs42_DMNcorrected","ng/g",699.5619988,NA,3,"SumPAHsHMW","ng/g",254.3861814,NA,2,"SumPAHsHMW","ng/g",254.3861814,NA,2,"Sum40CBs","ng/g",22.8947563,NA,1,"SumPAHsLMW","ng/g",438.8161629,NA,"3"
"112",64,48.482448,-122.583879,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","Fidalgo Bay Aq Reserve, Weaverling Spit",63,7,4,2845932,3.17,0.87,38.291,0.7001,0.0533,"SumPAHs16","ng/g",165.3510179,NA,2,"SumPAHs42_DMNcorrected","ng/g",699.5619988,NA,3,"SumPAHsHMW","ng/g",254.3861814,NA,2,"SumPAHsHMW","ng/g",254.3861814,NA,2,"Sum40CBs","ng/g",22.8947563,NA,1,"SumPAHsLMW","ng/g",438.8161629,NA,"3"
"113",174,47.19483,-122.748665,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Filucy Bay",59,13,1,1928074,11.043,0.905,36.324,0.7152,0.0588,"SumPAHs16","ng/g",65.24017003,NA,1,"SumPAHs42_DMNcorrected","ng/g",148.2731137,NA,1,"SumPAHsHMW","ng/g",59.30924548,NA,1,"SumPAHsHMW","ng/g",59.30924548,NA,1,"Sum40CBs","ng/g",41.5164718,NA,3,"SumPAHsLMW","ng/g",88.96386823,NA,"1"
"114",175,47.19483,-122.748665,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Filucy Bay",59,13,1,NA,118.683,0.635,36.525,0.7483,0.0488,"SumPAHs16","ng/g",65.24017003,NA,1,"SumPAHs42_DMNcorrected","ng/g",148.2731137,NA,1,"SumPAHsHMW","ng/g",59.30924548,NA,1,"SumPAHsHMW","ng/g",59.30924548,NA,1,"Sum40CBs","ng/g",41.5164718,NA,3,"SumPAHsLMW","ng/g",88.96386823,NA,"1"
"115",176,47.19483,-122.748665,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Filucy Bay",59,13,1,4982158,22.927,0.93,34.936,0.7034,0.0538,"SumPAHs16","ng/g",65.24017003,NA,1,"SumPAHs42_DMNcorrected","ng/g",148.2731137,NA,1,"SumPAHsHMW","ng/g",59.30924548,NA,1,"SumPAHsHMW","ng/g",59.30924548,NA,1,"Sum40CBs","ng/g",41.5164718,NA,3,"SumPAHsLMW","ng/g",88.96386823,NA,"1"
"116",177,47.19483,-122.748665,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Filucy Bay",59,13,1,4040973,14.762,0.87,30.614,0.6719,0.0496,"SumPAHs16","ng/g",65.24017003,NA,1,"SumPAHs42_DMNcorrected","ng/g",148.2731137,NA,1,"SumPAHsHMW","ng/g",59.30924548,NA,1,"SumPAHsHMW","ng/g",59.30924548,NA,1,"Sum40CBs","ng/g",41.5164718,NA,3,"SumPAHsLMW","ng/g",88.96386823,NA,"1"
"117",222,48.5069444,-123.0194444,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","Friday Harbor",61,7,4,2353073,8.819,0.895,35.901,0.7105,0.0562,"SumPAHs16","ng/g",338.4171633,NA,3,"SumPAHs42_DMNcorrected","ng/g",532.693683,NA,2,"SumPAHsHMW","ng/g",319.6162098,NA,2,"SumPAHsHMW","ng/g",319.6162098,NA,2,"Sum40CBs","ng/g",16.2941597,NA,1,"SumPAHsLMW","ng/g",206.8104887,NA,"2"
"118",223,48.5069444,-123.0194444,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","Friday Harbor",61,7,4,1010594,17.182,0.87,33.305,0.69,0.0468,"SumPAHs16","ng/g",338.4171633,NA,3,"SumPAHs42_DMNcorrected","ng/g",532.693683,NA,2,"SumPAHsHMW","ng/g",319.6162098,NA,2,"SumPAHsHMW","ng/g",319.6162098,NA,2,"Sum40CBs","ng/g",16.2941597,NA,1,"SumPAHsLMW","ng/g",206.8104887,NA,"2"
"119",224,48.5069444,-123.0194444,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","Friday Harbor",61,7,4,1453659,13.402,0.89,36.253,0.6964,0.054,"SumPAHs16","ng/g",338.4171633,NA,3,"SumPAHs42_DMNcorrected","ng/g",532.693683,NA,2,"SumPAHsHMW","ng/g",319.6162098,NA,2,"SumPAHsHMW","ng/g",319.6162098,NA,2,"Sum40CBs","ng/g",16.2941597,NA,1,"SumPAHsLMW","ng/g",206.8104887,NA,"2"
"120",225,48.5069444,-123.0194444,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","Friday Harbor",61,7,4,2434731,13.817,0.925,35.847,0.6802,0.051,"SumPAHs16","ng/g",338.4171633,NA,3,"SumPAHs42_DMNcorrected","ng/g",532.693683,NA,2,"SumPAHsHMW","ng/g",319.6162098,NA,2,"SumPAHsHMW","ng/g",319.6162098,NA,2,"Sum40CBs","ng/g",16.2941597,NA,1,"SumPAHsLMW","ng/g",206.8104887,NA,"2"
"121",226,48.5069444,-123.0194444,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","Friday Harbor",61,7,4,NA,48.798,0.95,34.23,0.686,0.0599,"SumPAHs16","ng/g",338.4171633,NA,3,"SumPAHs42_DMNcorrected","ng/g",532.693683,NA,2,"SumPAHsHMW","ng/g",319.6162098,NA,2,"SumPAHsHMW","ng/g",319.6162098,NA,2,"Sum40CBs","ng/g",16.2941597,NA,1,"SumPAHsLMW","ng/g",206.8104887,NA,"2"
"122",131,47.33785,-122.58277,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Gig Harbor Boat Launch",58,11,5,8793166,0.255,0.85,6.999,0.3226,0.0119,"SumPAHs16","ng/g",233.949692,NA,2,"SumPAHs42_DMNcorrected","ng/g",418.6468172,NA,2,"SumPAHsHMW","ng/g",246.2628337,NA,2,"SumPAHsHMW","ng/g",246.2628337,NA,2,"Sum40CBs","ng/g",55.4091376,NA,4,"SumPAHsLMW","ng/g",172.3839836,NA,"2"
"123",132,47.33785,-122.58277,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Gig Harbor Boat Launch",58,11,5,916811,0.0025,0.935,32.111,0.6841,0.0651,"SumPAHs16","ng/g",233.949692,NA,2,"SumPAHs42_DMNcorrected","ng/g",418.6468172,NA,2,"SumPAHsHMW","ng/g",246.2628337,NA,2,"SumPAHsHMW","ng/g",246.2628337,NA,2,"Sum40CBs","ng/g",55.4091376,NA,4,"SumPAHsLMW","ng/g",172.3839836,NA,"2"
"124",133,47.33785,-122.58277,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Gig Harbor Boat Launch",58,11,5,2352491,12.933,0.685,34.418,0.6767,0.0546,"SumPAHs16","ng/g",233.949692,NA,2,"SumPAHs42_DMNcorrected","ng/g",418.6468172,NA,2,"SumPAHsHMW","ng/g",246.2628337,NA,2,"SumPAHsHMW","ng/g",246.2628337,NA,2,"Sum40CBs","ng/g",55.4091376,NA,4,"SumPAHsLMW","ng/g",172.3839836,NA,"2"
"125",134,47.33785,-122.58277,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Gig Harbor Boat Launch",58,11,5,2963755,8.918,0.8,34.151,0.6866,0.0541,"SumPAHs16","ng/g",233.949692,NA,2,"SumPAHs42_DMNcorrected","ng/g",418.6468172,NA,2,"SumPAHsHMW","ng/g",246.2628337,NA,2,"SumPAHsHMW","ng/g",246.2628337,NA,2,"Sum40CBs","ng/g",55.4091376,NA,4,"SumPAHsLMW","ng/g",172.3839836,NA,"2"
"126",104,47.5706,-122.9717,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Hood Canal Holly",29,12,1,1383018,51.47,1.035,33.345,0.6885,0.0423,"SumPAHs16","ng/g",24.58617512,NA,1,"SumPAHs42_DMNcorrected","ng/g",88.78341014,NA,1,"SumPAHsHMW","ng/g",11.61013825,NA,1,"SumPAHsHMW","ng/g",11.61013825,NA,1,"Sum40CBs","ng/g",18.4396313,NA,1,"SumPAHsLMW","ng/g",109.2718894,NA,"1"
"127",105,47.5706,-122.9717,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Hood Canal Holly",29,12,1,4935346,15.598,0.885,34.097,0.6475,0.0515,"SumPAHs16","ng/g",24.58617512,NA,1,"SumPAHs42_DMNcorrected","ng/g",88.78341014,NA,1,"SumPAHsHMW","ng/g",11.61013825,NA,1,"SumPAHsHMW","ng/g",11.61013825,NA,1,"Sum40CBs","ng/g",18.4396313,NA,1,"SumPAHsLMW","ng/g",109.2718894,NA,"1"
"128",106,47.5706,-122.9717,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Hood Canal Holly",29,12,1,3856796,14.492,1,26.772,0.5995,0.0409,"SumPAHs16","ng/g",24.58617512,NA,1,"SumPAHs42_DMNcorrected","ng/g",88.78341014,NA,1,"SumPAHsHMW","ng/g",11.61013825,NA,1,"SumPAHsHMW","ng/g",11.61013825,NA,1,"Sum40CBs","ng/g",18.4396313,NA,1,"SumPAHsLMW","ng/g",109.2718894,NA,"1"
"129",107,47.5706,-122.9717,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Hood Canal Holly",29,12,1,4797197,8.659,1.08,32.632,0.6341,0.0419,"SumPAHs16","ng/g",24.58617512,NA,1,"SumPAHs42_DMNcorrected","ng/g",88.78341014,NA,1,"SumPAHsHMW","ng/g",11.61013825,NA,1,"SumPAHsHMW","ng/g",11.61013825,NA,1,"Sum40CBs","ng/g",18.4396313,NA,1,"SumPAHsLMW","ng/g",109.2718894,NA,"1"
"130",108,47.5706,-122.9717,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Hood Canal Holly",29,12,1,4420012,0.0025,1.26,31.069,0.6524,0.0529,"SumPAHs16","ng/g",24.58617512,NA,1,"SumPAHs42_DMNcorrected","ng/g",88.78341014,NA,1,"SumPAHsHMW","ng/g",11.61013825,NA,1,"SumPAHsHMW","ng/g",11.61013825,NA,1,"Sum40CBs","ng/g",18.4396313,NA,1,"SumPAHsLMW","ng/g",109.2718894,NA,"1"
"131",109,47.5706,-122.9717,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Hood Canal Holly",29,12,1,5823222,5.435,0.89,30.701,0.6521,0.0562,"SumPAHs16","ng/g",24.58617512,NA,1,"SumPAHs42_DMNcorrected","ng/g",88.78341014,NA,1,"SumPAHsHMW","ng/g",11.61013825,NA,1,"SumPAHsHMW","ng/g",11.61013825,NA,1,"Sum40CBs","ng/g",18.4396313,NA,1,"SumPAHsLMW","ng/g",109.2718894,NA,"1"
"132",82,48.024789,-122.998135,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Jamestown",2,6,2,2932222,9.944,0.845,29.816,0.6485,0.049,"SumPAHs16","ng/g",31.15554399,NA,1,"SumPAHs42_DMNcorrected","ng/g",119.3191046,NA,1,"SumPAHsHMW","ng/g",15.24633004,NA,1,"SumPAHsHMW","ng/g",15.24633004,NA,1,"Sum40CBs","ng/g",32.4813118,NA,2,"SumPAHsLMW","ng/g",106.0614263,NA,"1"
"133",83,48.024789,-122.998135,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Jamestown",2,6,2,5726357,14.656,1.025,29.399,0.5801,0.0476,"SumPAHs16","ng/g",31.15554399,NA,1,"SumPAHs42_DMNcorrected","ng/g",119.3191046,NA,1,"SumPAHsHMW","ng/g",15.24633004,NA,1,"SumPAHsHMW","ng/g",15.24633004,NA,1,"Sum40CBs","ng/g",32.4813118,NA,2,"SumPAHsLMW","ng/g",106.0614263,NA,"1"
"134",84,48.024789,-122.998135,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Jamestown",2,6,2,1906238,0.0025,1.1,31.179,0.6257,0.0557,"SumPAHs16","ng/g",31.15554399,NA,1,"SumPAHs42_DMNcorrected","ng/g",119.3191046,NA,1,"SumPAHsHMW","ng/g",15.24633004,NA,1,"SumPAHsHMW","ng/g",15.24633004,NA,1,"Sum40CBs","ng/g",32.4813118,NA,2,"SumPAHsLMW","ng/g",106.0614263,NA,"1"
"135",85,48.024789,-122.998135,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Jamestown",2,6,2,5545198,20.048,0.875,36.227,0.7231,0.0531,"SumPAHs16","ng/g",31.15554399,NA,1,"SumPAHs42_DMNcorrected","ng/g",119.3191046,NA,1,"SumPAHsHMW","ng/g",15.24633004,NA,1,"SumPAHsHMW","ng/g",15.24633004,NA,1,"Sum40CBs","ng/g",32.4813118,NA,2,"SumPAHsLMW","ng/g",106.0614263,NA,"1"
"136",86,48.024789,-122.998135,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Jamestown",2,6,2,3670556,0.135,0.945,33.447,0.7025,0.0511,"SumPAHs16","ng/g",31.15554399,NA,1,"SumPAHs42_DMNcorrected","ng/g",119.3191046,NA,1,"SumPAHsHMW","ng/g",15.24633004,NA,1,"SumPAHsHMW","ng/g",15.24633004,NA,1,"Sum40CBs","ng/g",32.4813118,NA,2,"SumPAHsLMW","ng/g",106.0614263,NA,"1"
"137",87,48.024789,-122.998135,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Jamestown",2,6,2,7831524,9.075,0.855,35.911,0.727,0.0565,"SumPAHs16","ng/g",31.15554399,NA,1,"SumPAHs42_DMNcorrected","ng/g",119.3191046,NA,1,"SumPAHsHMW","ng/g",15.24633004,NA,1,"SumPAHsHMW","ng/g",15.24633004,NA,1,"Sum40CBs","ng/g",32.4813118,NA,2,"SumPAHsLMW","ng/g",106.0614263,NA,"1"
"138",166,47.794695,-122.499858,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Kingston Marina",36,10,3,5606185,0.787,0.835,34.977,0.7169,0.0625,"SumPAHs16","ng/g",123.5049608,NA,1,"SumPAHs42_DMNcorrected","ng/g",273.0109661,NA,1,"SumPAHsHMW","ng/g",123.5049608,NA,1,"SumPAHsHMW","ng/g",123.5049608,NA,1,"Sum40CBs","ng/g",36.4014621,NA,2,"SumPAHsLMW","ng/g",149.5060052,NA,"1"
