"site_name","avg_value","alpha_chlordane","alpha_hexachlorocyclohexane","aldrin","beta_chlordane","BDE100","BDE153","BDE154","BDE155","BDE183","BDE028","BDE047","BDE049","BDE066","BDE085","BDE099","beta_hexachlorocyclohexane","Br5DE04","Br5DE05","Br6DE01","Br7DE01","PCB101","PCB105","PCB011","PCB110","PCB118","PCB128","PCB138","PCB149","PCB151","PCB153","PCB156","PCB158","PCB017","PCB170","PCB171","PCB177","PCB018","PCB180","PCB183","PCB187","PCB191","PCB194","PCB195","PCB198","PCB199","PCB205","PCB206","PCB208","PCB209","PCB028","PCB031","PCB033","PCB044","PCB049","PCB052","PCB066","PCB070","PCB074","PCB082","PCB087","PCB095","PCB099","cis_nonachlor","dieldrin","Endosulfan_1","hexachlorobenzene","heptachlor","heptachlor_epoxide","gamma_hexachlorocyclohexane","mirex","nonachlor3","opDDD","opDDE","opDDT","Oxychlordane","ppDDD","ppDDE","ppDDT","lipids","acenaphthene","acenaphthylene","anthracene","benz[a]anthracene","benzo[a]pyrene","benzo[b]fluoranthene","benzo[e]pyrene","benzo[k]fluoranthene","benzo[ghi]perylene","C1-benzanthracenes/chrysenes","C1-dibenzothiophenes","C1-fluoranthenes/pyrenes","C1-fluorenes","C1-naphthalenes","C1-phenanthrenes/anthracenes","C2-benzanthracenes/chrysenes","C2-dibenzothiophenes","C2-fluoranthenes/pyrenes","C2-fluorenes","C2-naphthalenes","C2-phenanthrenes/anthracenes","C3-benzanthracenes/chrysenes","C3-dibenzothiophenes","C3-fluoranthenes/pyrenes","C3-fluorenes","C3-naphthalenes","C3-phenanthrenes/anthracenes","C4-benzanthracenes/chrysenes","C4-dibenzothiophenes","C4-fluoranthenes/pyrenes","C4-naphthalenes","C4-phenanthrenes/anthracenes","chrysene","dibenz[a,h]anthracene","dibenzothiophene","2,6-dimethylnaphthalene","1,7-dimethylphenanthrene","fluoranthene","fluorene","indeno[1,2,3-cd]pyrene","1-methylnaphthalene","2-methylnaphthalene","1-methylphenanthrene","3-methylphenanthrene","9-methylphenanthrene","naphthalene","perylene","phenanthrene","pyrene","Retene","2,3,5-trimethylnaphthalene"
"Cherry Point Aquatic Reserve, Conoco Phillips",3.8639082875,-0.905502293,-0.845135473,-0.905502293,-1.026235932,-1.026235932,-0.905502293,-1.026235932,-1.026235932,-0.845135473,-1.026235932,-1.026235932,-1.026235932,-1.026235932,-1.026235932,-0.965869112,0.845135473,-1.026235932,-1.026235932,-1.026235932,-0.845135473,1.931738224,1.388436849,-0.965869112,2.293939141,2.4750396,-1.026235932,2.897607336,1.328070029,-1.026235932,2.656140058,-1.026235932,-1.026235932,-0.965869112,-0.965869112,-1.026235932,-1.026235932,2.052471863,-1.026235932,-0.965869112,-1.026235932,-0.965869112,-1.026235932,-0.965869112,-0.965869112,-1.026235932,-0.965869112,-0.965869112,-1.026235932,-0.965869112,2.233572322,2.293939141,1.448803668,1.20733639,-1.026235932,1.690270946,1.20733639,1.750637766,-1.026235932,-1.026235932,-0.965869112,1.146969571,-0.965869112,-1.026235932,-0.784768654,-0.905502293,-1.026235932,-0.905502293,-0.905502293,-0.845135473,-1.026235932,-1.026235932,-1.026235932,-1.026235932,-1.026235932,-1.026235932,-1.026235932,1.992105044,-0.905502293,NA,-3.68237599,-3.62200917,-3.62200917,9.055022926,-3.501275531,5.312280117,4.768978741,5.795214673,-3.440908712,5.855581492,-3.62200917,10.26235932,-3.62200917,-3.501275531,19.92105044,7.847686536,-3.62200917,8.451354731,-3.62200917,9.055022926,25.35406419,6.640350146,-3.62200917,14.48803668,-3.62200917,14.48803668,19.92105044,-2.233572322,-3.62200917,4.286044185,7.244018341,19.31738224,13.88436849,-3.501275531,-3.561642351,-3.62200917,-3.62200917,35.61642351,-3.561642351,-3.501275531,-3.501275531,-3.501275531,-3.62200917,5.795214673,-3.62200917,21.12838683,-3.501275531,33.20175073,21.73205502,15.09170488,-3.62200917
"Chimacum Creek delta",1.80051685,-1.372631579,-1.310239234,-1.372631579,-1.559808612,-1.559808612,-1.372631579,-1.559808612,-1.559808612,-1.24784689,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-0.873492823,-1.559808612,-1.559808612,-1.559808612,-1.24784689,1.996555024,-1.559808612,-1.559808612,2.308516746,2.558086124,-1.559808612,3.306794258,1.622200957,-1.559808612,3.05722488,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,1.996555024,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.497416268,-1.559808612,-1.559808612,1.871770335,1.996555024,1.622200957,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.24784689,-1.372631579,-1.559808612,-1.372631579,-1.435023923,-1.310239234,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.559808612,-1.310239234,-1.372631579,NA,-3.868325359,-3.868325359,-3.868325359,3.493971292,-3.119617225,3.182009569,-3.05722488,3.993110048,-3.05722488,-2.49569378,-3.868325359,5.864880383,-3.868325359,-4.554641148,13.10239234,-2.49569378,-3.868325359,-3.868325359,-3.868325359,8.111004785,22.46124402,-2.49569378,-3.868325359,-3.868325359,-3.868325359,11.23062201,12.4784689,-2.49569378,-3.868325359,-3.868325359,6.863157895,12.4784689,8.111004785,-3.119617225,-3.805933014,-3.868325359,-3.868325359,17.46985646,-3.805933014,-3.119617225,-4.554641148,-4.554641148,-3.868325359,4.117894737,-3.868325359,6.863157895,3.182009569,18.71770335,11.85454545,21.21339713,-3.805933014
"Chuckanut, Clark's Point",11.21104190475,-1.147630923,-1.090249377,-1.147630923,-1.319775561,-1.319775561,-1.147630923,-1.319775561,-1.319775561,-1.090249377,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-0.7459601,-1.319775561,-1.319775561,-1.319775561,-1.090249377,1.721446384,1.4919202,-1.319775561,2.008354115,2.467406484,-1.319775561,3.27074813,1.377157107,-1.319775561,3.155985037,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,1.836209476,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,1.721446384,1.893591022,1.434538653,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.03286783,-1.147630923,-1.319775561,-1.147630923,-1.205012469,-1.090249377,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,-1.319775561,3.098603491,1.319775561,NA,-3.155985037,-3.098603491,-3.155985037,6.311970075,-2.467406484,4.533142145,-2.467406484,5.393865337,-2.410024938,3.55765586,-3.098603491,6.885785536,-3.098603491,-3.844563591,14.34538653,-2.008354115,-3.098603491,4.188852868,-3.098603491,8.60723192,20.65735661,-2.008354115,-3.098603491,-3.098603491,3.155985037,10.90249377,13.19775561,-2.008354115,-3.098603491,-3.098603491,6.885785536,24.10024938,12.05012469,-2.467406484,-3.098603491,-3.098603491,3.55765586,17.7882793,-3.098603491,-2.467406484,-3.844563591,-3.844563591,-3.098603491,4.074089776,-3.098603491,7.459600998,2.467406484,22.37880299,10.3286783,51.64339152,-3.098603491
"Comm Bay Skookum",9.0743053095,1.978430326,-1.384901228,-1.450848905,1.846534971,-1.648691938,-1.450848905,-1.648691938,-1.582744261,-1.31895355,-1.648691938,6.594767752,-1.648691938,-1.648691938,-1.648691938,5.407709557,-0.923267485,-1.648691938,-1.648691938,-1.648691938,-1.31895355,5.473657234,2.703854778,-1.582744261,5.341761879,5.209866524,-1.648691938,7.913721303,4.220651361,-1.582744261,7.254244527,-1.648691938,-1.648691938,-1.582744261,-1.582744261,-1.648691938,-1.582744261,2.374116391,1.714639616,-1.582744261,2.242221036,-1.582744261,-1.582744261,-1.582744261,-1.582744261,-1.582744261,-1.582744261,-1.582744261,-1.582744261,-1.582744261,2.769802456,2.967645489,1.648691938,2.440064068,1.648691938,3.495226909,2.506011746,3.627122264,-1.648691938,-1.582744261,1.912482648,3.363331554,2.769802456,-1.648691938,1.648691938,-1.450848905,-1.582744261,-1.450848905,-1.516796583,-1.384901228,-1.648691938,-1.648691938,2.110325681,-1.648691938,2.703854778,-1.648691938,4.550389749,9.892151628,8.573198078,NA,7.913721303,-5.671500267,7.913721303,31.65488521,-5.671500267,17.14639616,17.80587293,19.12482648,-5.605552589,21.76273358,-5.605552589,32.31436199,6.001238655,-5.539604912,47.48232782,14.50848905,7.913721303,17.14639616,9.232674853,18.46534971,65.94767752,7.254244527,9.892151628,13.84901228,12.53005873,32.31436199,65.94767752,-3.627122264,6.001238655,-5.605552589,23.74116391,46.82285104,44.84442072,-5.671500267,-5.539604912,-5.605552589,12.53005873,85.73198078,7.254244527,-5.671500267,-5.539604912,-5.539604912,8.573198078,10.5516284,7.913721303,23.74116391,-5.671500267,57.37447944,48.80128137,49.46075814,-5.605552589
"Comm Bay, Dick Gilmur Launch",14.00873682775,1.497441038,-0.976591981,-1.041698113,1.692759434,1.171910377,-1.041698113,-1.171910377,-1.171910377,-0.976591981,-1.171910377,5.599127358,-1.171910377,-1.171910377,-1.171910377,4.362110849,-0.651061321,-1.171910377,-1.171910377,-1.171910377,-0.976591981,5.33870283,2.278714623,-1.171910377,4.622535377,4.752747642,-1.171910377,6.510613208,3.645943396,-1.171910377,6.054870283,-1.171910377,-1.171910377,1.432334906,-1.171910377,-1.171910377,-1.171910377,3.906367925,1.237016509,-1.171910377,1.953183962,-1.171910377,-1.171910377,-1.171910377,-1.171910377,-1.171910377,-1.171910377,-1.171910377,-1.171910377,-1.171910377,3.059988208,3.450625,2.343820755,2.148502358,1.367228774,3.12509434,2.539139151,4.882959906,1.432334906,-1.171910377,1.822971698,2.864669811,2.474033019,-1.171910377,1.237016509,-1.041698113,-1.171910377,-1.041698113,-1.106804245,-0.976591981,-1.171910377,-1.171910377,2.083396226,-1.171910377,2.408926887,-1.171910377,5.989764151,7.812735849,6.380400943,NA,8.46379717,-4.752747642,9.765919811,20.18290094,-4.622535377,11.06804245,18.22971698,13.02122642,-4.557429245,16.27653302,-4.752747642,29.29775943,5.403808962,6.510613208,42.97004717,12.37016509,7.812735849,16.27653302,9.765919811,20.83396226,53.3870283,6.445507075,11.06804245,12.37016509,16.27653302,29.29775943,52.73596698,-3.190200472,7.812735849,5.33870283,19.53183962,39.06367925,33.85518868,-4.622535377,-4.687641509,-4.752747642,9.765919811,91.14858491,8.46379717,-4.622535377,-5.859551887,6.510613208,8.46379717,11.06804245,8.46379717,35.15731132,-4.622535377,59.89764151,57.29339623,33.20412736,-4.752747642
"Comm Bay, Milwaukee Waterway",8.040569912,2.221051213,-1.076873315,-1.076873315,2.490269542,-1.278787062,-1.144177898,-1.278787062,-1.278787062,-1.009568733,-1.278787062,5.990107817,-1.278787062,-1.278787062,-1.278787062,4.105579515,-0.673045822,-1.278787062,-1.278787062,-1.278787062,-1.009568733,3.163315364,1.951832884,-1.278787062,3.230619946,3.567142857,-1.278787062,4.442102426,2.355660377,-1.278787062,4.038274933,-1.278787062,-1.278787062,-1.278787062,-1.278787062,-1.278787062,-1.278787062,2.557574124,-1.278787062,-1.278787062,-1.278787062,-1.278787062,-1.278787062,-1.278787062,-1.278787062,-1.278787062,-1.278787062,-1.21148248,-1.278787062,-1.278787062,2.894097035,3.432533693,2.086442049,1.548005391,-1.278787062,2.355660377,1.548005391,4.374797844,-1.278787062,-1.278787062,-1.278787062,1.884528302,1.749919137,-1.278787062,-1.009568733,-1.144177898,-1.278787062,-1.144177898,-1.144177898,-1.076873315,-1.278787062,-1.278787062,-1.278787062,-1.278787062,-1.278787062,-1.278787062,3.028706199,3.163315364,1.81722372,NA,6.124716981,-4.307493261,4.913234501,12.78787062,-4.509407008,7.403504043,8.749595687,7.403504043,-4.442102426,14.80700809,-4.307493261,19.51832884,4.644016173,5.451671159,34.32533693,13.46091644,6.730458221,11.44177898,8.076549865,20.86442049,46.44016173,6.730458221,8.749595687,10.76873315,16.15309973,28.94097035,49.80539084,-3.096010782,8.749595687,-4.307493261,21.53746631,41.72884097,23.55660377,-4.442102426,-4.240188679,-4.307493261,10.09568733,46.44016173,5.990107817,-4.509407008,-4.374797844,5.451671159,8.749595687,8.749595687,5.518975741,29.61401617,-4.509407008,39.03665768,30.28706199,49.13234501,-4.307493261
"Des Moines Marina",8.79265639525,-1.102551819,-1.102551819,-1.102551819,-1.286310456,-1.286310456,-1.102551819,-1.286310456,-1.286310456,-1.041298941,-1.286310456,3.123896822,-1.286310456,-1.286310456,-1.286310456,1.960092123,-0.673781667,-1.286310456,-1.286310456,-1.286310456,-1.041298941,3.307655458,1.898839245,-1.286310456,3.675172731,3.858931368,-1.286310456,5.941529249,2.69512667,-1.286310456,4.777724551,-1.286310456,-1.286310456,-1.286310456,-1.286310456,-1.286310456,-1.286310456,2.082597881,-1.286310456,-1.286310456,-1.286310456,-1.286310456,-1.286310456,-1.286310456,-1.286310456,-1.286310456,-1.286310456,-1.225057577,-1.286310456,-1.286310456,1.960092123,2.266356518,1.531321971,-1.286310456,-1.286310456,1.776333487,1.347563335,1.776333487,-1.286310456,-1.286310456,1.286310456,1.837586366,1.837586366,-1.286310456,1.102551819,-1.102551819,-1.286310456,-1.102551819,-1.163804698,-1.041298941,-1.286310456,-1.286310456,2.633873791,-1.286310456,2.756379549,-1.286310456,10.41298941,4.28770152,-1.163804698,NA,257.2620912,5.083988945,287.8885306,673.7816674,165.3827729,483.897743,349.1414095,343.0161216,34.91414095,202.1345002,85.7540304,673.7816674,104.1298941,61.25287886,918.7931829,73.50345463,91.87931829,202.1345002,98.00460617,179.4709351,673.7816674,28.78885306,67.37816674,104.1298941,110.2551819,336.8908337,361.3919853,7.350345463,34.30161216,50.22736066,196.0092123,140.8816214,735.0345463,18.37586366,140.8816214,59.41529249,67.37816674,2817.632427,367.5172731,39.20184247,26.33873791,34.91414095,140.8816214,263.3873791,208.2597881,27.56379549,60.64035007,1776.333487,1653.827729,39.81437126,24.50115154
"Discovery Bay",9.3325387035,-0.800202962,-0.7531322,-0.800202962,-0.894344487,-0.894344487,-0.800202962,-0.894344487,-0.894344487,-0.706061437,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.470707625,-0.894344487,-0.894344487,-0.894344487,-0.706061437,1.1296983,-0.894344487,-0.894344487,1.270910587,1.506264399,-0.894344487,1.882830499,0.894344487,-0.894344487,1.788688974,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,1.082627537,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,1.082627537,1.176769062,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.706061437,-0.800202962,-0.894344487,-0.800202962,-0.800202962,-0.7531322,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,-0.894344487,1.035556775,-0.800202962,NA,-1.976972024,-1.929901262,2.541821174,9.414152496,-1.553335162,7.060614372,2.588891936,7.060614372,-1.506264399,3.200811849,-1.929901262,8.472737246,-1.929901262,-2.118184312,17.41618212,-1.223839824,-1.929901262,3.906873286,2.024042787,5.648491498,24.00608886,-1.223839824,-1.929901262,2.071113549,2.400608886,7.531321997,16.47476687,-1.223839824,-1.929901262,-1.929901262,4.377580911,13.17981349,11.296983,-1.506264399,-1.929901262,-1.929901262,6.119199122,28.24245749,2.212325837,-1.553335162,-2.118184312,-2.118184312,2.918387274,5.177783873,2.306467361,2.730104224,2.071113549,33.89094899,14.59193637,24.47679649,-1.929901262
"Donkey Creek Delta",2.40783727875,-0.925695444,-0.859574341,-0.925695444,-1.05793765,-1.05793765,-0.925695444,-1.05793765,-1.05793765,-0.859574341,-1.05793765,1.520785372,-1.05793765,-1.05793765,-1.05793765,-1.05793765,-0.575253597,-1.05793765,-1.05793765,-1.05793765,-0.859574341,6.612110312,2.446480815,-1.05793765,4.892961631,5.686414868,1.586906475,9.918165468,5.818657074,1.586906475,10.5793765,-1.05793765,-1.05793765,-1.05793765,-1.05793765,-1.05793765,1.05793765,1.653027578,1.91751199,1.388543165,3.306055156,-1.05793765,-1.05793765,-1.05793765,-1.05793765,-1.05793765,-1.05793765,-1.05793765,-1.05793765,-1.05793765,2.181996403,2.248117506,1.454664269,1.256300959,1.124058753,2.777086331,1.91751199,2.248117506,-1.05793765,-1.05793765,1.586906475,3.17381295,3.636660671,-1.05793765,-0.793453237,-0.925695444,-1.05793765,-0.925695444,-0.991816547,-0.859574341,-1.05793765,-1.05793765,-1.05793765,-1.05793765,-1.05793765,-1.05793765,-1.05793765,2.578723022,-0.925695444,NA,4.297871703,-3.438297362,4.562356115,16.53027578,4.694598321,19.83633094,12.56300959,25.78723022,5.355809353,13.22422062,-3.438297362,19.1751199,-3.438297362,4.099508393,23.80359712,8.595743405,-3.438297362,9.918165468,4.892961631,11.24058753,31.07691847,4.892961631,4.760719424,7.934532374,9.256954436,14.54664269,27.77086331,-2.1158753,4.297871703,4.297871703,7.273321343,21.81996403,33.06055156,-3.17381295,-3.438297362,-3.438297362,5.620293765,52.89688249,4.099508393,4.562356115,-3.438297362,4.099508393,4.430113909,6.612110312,3.768902878,24.46480815,4.959082734,35.70539568,35.04418465,19.1751199,-3.438297362
"Drayton Harbor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.93132287,-8.93132287,-8.93132287,-8.801883408,-8.93132287,-8.801883408,-8.801883408,-8.93132287,-8.801883408,-6.342533632,-8.93132287,-8.93132287,-8.93132287,-9.578520179,11.52011211,-6.342533632,-8.93132287,-8.93132287,-8.93132287,11.26123318,12.68506726,-6.342533632,-8.93132287,-8.93132287,-8.93132287,16.82713004,-8.93132287,-6.342533632,-8.93132287,-8.93132287,-8.801883408,-8.93132287,-8.801883408,-8.801883408,-8.801883408,-8.93132287,-8.93132287,10.8729148,-8.801883408,-8.93132287,-9.578520179,-9.449080717,-8.93132287,-8.93132287,-8.93132287,31.06547085,-8.93132287,15.53273543,9.707959641,-8.93132287,-8.801883408
"Eagle Harbor Dr",12.609851604,-1.306177724,-1.237431528,-1.306177724,-1.443670116,-1.512416312,-1.306177724,-1.512416312,-1.443670116,-1.168685332,-1.443670116,2.131132075,-1.512416312,-1.512416312,-1.512416312,-1.443670116,-0.824954352,-1.512416312,-1.512416312,-1.512416312,-1.168685332,6.393396226,2.818594035,-1.443670116,5.499695679,6.393396226,1.924893488,9.624467438,4.743487523,-1.443670116,8.937005478,-1.443670116,-1.443670116,-1.443670116,-1.443670116,-1.443670116,-1.443670116,1.856147292,1.649908704,-1.443670116,2.749847839,-1.443670116,-1.443670116,-1.443670116,-1.443670116,-1.443670116,-1.443670116,-1.443670116,-1.443670116,-1.443670116,2.543609251,2.612355447,1.649908704,-1.443670116,-1.443670116,2.956086427,1.993639684,2.406116859,-1.443670116,-1.443670116,1.787401096,2.956086427,3.574802191,-1.512416312,-1.168685332,-1.306177724,-1.443670116,-1.306177724,-1.37492392,-1.237431528,-1.443670116,-1.443670116,-1.512416312,-1.443670116,-1.443670116,-1.512416312,1.581162508,3.024832623,-1.306177724,NA,6.393396226,-4.331010347,6.874619598,33.68563603,15.12416312,61.87157638,43.31010347,75.62081558,11.68685332,28.18594035,-4.331010347,39.18533171,-4.331010347,4.468502739,40.56025563,17.186549,8.249543518,21.99878271,8.249543518,11.68685332,48.12233719,8.249543518,10.99939136,18.56147292,14.43670116,17.186549,48.12233719,-2.681101643,6.874619598,8.937005478,8.937005478,27.49847839,59.12172855,-3.987279367,-4.262264151,-4.331010347,8.937005478,109.9939136,6.805873402,13.06177724,-4.331010347,4.468502739,6.874619598,12.37431528,6.874619598,28.87340231,8.249543518,57.74680463,75.62081558,18.56147292,-4.262264151
"Eastsound, Fishing Bay",7.53495220725,-1.157248764,-1.157248764,-1.157248764,-1.322570016,-1.3776771,-1.157248764,-1.3776771,-1.322570016,-1.10214168,-1.322570016,1.3776771,-1.3776771,-1.3776771,-1.3776771,1.598105437,-0.716392092,-1.3776771,-1.3776771,-1.3776771,-1.10214168,1.708319605,-1.322570016,-1.322570016,1.873640857,2.204283361,-1.322570016,2.755354201,-1.322570016,-1.322570016,2.590032949,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.322570016,1.598105437,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.322570016,1.542998353,1.653212521,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.322570016,-1.3776771,-1.047034596,-1.157248764,-1.322570016,-1.157248764,-1.212355848,-1.10214168,-1.322570016,-1.322570016,-1.3776771,-1.322570016,-1.322570016,-1.3776771,-1.322570016,1.3776771,-1.212355848,NA,-3.747281713,-3.747281713,4.573887974,20.38962109,-2.755354201,16.53212521,11.0214168,21.49176277,-2.700247117,9.919275124,-3.692174629,19.28747941,-3.692174629,-7.714991763,29.75782537,5.180065898,-3.692174629,9.368204283,-3.692174629,9.368204283,38.02388797,-2.204283361,4.022817133,6.612850082,5.124958814,12.12355848,30.30889621,-2.204283361,4.684102142,-3.692174629,7.714991763,21.49176277,35.26853377,-2.755354201,-3.692174629,-3.692174629,7.163920923,77.14991763,3.802388797,-2.755354201,-7.714991763,-7.163920923,4.463673806,9.368204283,4.133031301,12.12355848,-2.755354201,60.61779242,39.67710049,22.59390445,-3.692174629
"Edmonds Ferry",-2.54812648525,-1.052327103,-0.993864486,-1.052327103,-1.227714953,-1.227714953,-1.052327103,-1.227714953,-1.169252336,-0.993864486,-1.227714953,2.981593458,-1.227714953,-1.227714953,-1.227714953,2.280042056,-0.643088785,-1.227714953,-1.227714953,-1.227714953,-0.993864486,2.806205607,1.695415888,-1.169252336,2.981593458,3.215443925,-1.227714953,4.560084112,2.338504673,-1.169252336,4.384696262,-1.169252336,-1.227714953,-1.169252336,-1.169252336,-1.169252336,-1.169252336,1.987728972,-1.169252336,-1.169252336,-1.169252336,-1.169252336,-1.169252336,-1.169252336,-1.169252336,-1.169252336,-1.169252336,-1.169252336,-1.169252336,-1.169252336,2.104654206,2.221579439,1.461565421,-1.169252336,-1.169252336,1.636953271,-1.169252336,1.636953271,-1.227714953,-1.169252336,-1.169252336,1.695415888,1.28617757,-1.227714953,-0.935401869,-1.052327103,-1.169252336,-1.052327103,-1.11078972,-0.993864486,-1.227714953,-1.169252336,-1.227714953,-1.227714953,-1.227714953,-1.227714953,-1.169252336,2.280042056,-1.052327103,NA,-4.267771028,-4.267771028,6.43088785,23.38504673,4.326233645,16.36953271,11.1078972,14.61565421,-4.150845794,9.354018692,-4.209308411,22.80042056,-4.209308411,-4.033920561,30.40056075,5.203172897,-4.209308411,8.769392523,4.793934579,11.1078972,39.16995327,-2.689280374,-4.209308411,6.43088785,5.437023364,19.87728972,26.30817757,-2.689280374,-4.209308411,-4.209308411,12.27714953,32.15443925,28.64668224,-4.150845794,-4.209308411,-4.209308411,8.184766355,70.15514019,5.14471028,-4.209308411,-4.033920561,-4.033920561,5.612411215,7.600140187,4.501621495,22.21579439,4.443158879,43.26233645,44.43158879,55.53948598,-4.209308411
"Edmonds Marina",13.85400356075,-0.81998892,-0.81998892,-0.81998892,-0.937130194,0.995700831,-0.81998892,-0.937130194,-0.937130194,-0.761418283,-0.937130194,4.27565651,-0.937130194,-0.995700831,-0.937130194,3.689950139,0.585706371,-0.937130194,-0.937130194,-0.937130194,-0.761418283,2.752819945,1.698548476,-0.937130194,2.987102493,3.221385042,-0.937130194,4.627080332,2.518537396,-0.937130194,4.68565097,-0.937130194,-0.937130194,-0.937130194,-0.937130194,-0.937130194,-0.937130194,1.815689751,-0.937130194,-0.937130194,1.112842105,-0.937130194,-0.937130194,-0.937130194,-0.937130194,-0.937130194,-0.937130194,-0.937130194,-0.937130194,-0.937130194,1.991401662,2.108542936,1.347124654,1.054271468,-0.937130194,1.581407202,1.171412742,1.698548476,-0.937130194,-0.937130194,1.171412742,1.757119114,1.405695291,-0.937130194,-0.761418283,-0.81998892,-0.937130194,-0.81998892,-0.878559557,-0.81998892,-0.937130194,-0.937130194,-0.995700831,-0.937130194,-0.937130194,-0.937130194,1.112842105,2.459966759,-0.878559557,NA,4.27565651,-3.397096953,9.95700831,33.38526316,8.199889197,22.25684211,14.64265928,23.42825485,3.338526316,14.05695291,-3.397096953,31.04243767,4.158515235,-3.279955679,38.07091413,7.028476454,3.689950139,12.2998338,5.857063712,11.12842105,42.17085873,-2.049972299,3.86566205,8.785595568,5.857063712,17.57119114,35.14238227,-2.049972299,-3.397096953,3.807091413,9.95700831,24.59966759,42.17085873,-3.221385042,-3.338526316,-3.397096953,8.199889197,93.71301939,6.442770083,-3.221385042,-3.279955679,-3.279955679,6.442770083,10.54271468,5.857063712,21.67113573,5.212786704,64.42770083,49.19933518,28.69961219,-3.338526316
"Eld Inlet",9.8612630465,-1.072488263,-1.01886385,-1.072488263,-1.233361502,-1.233361502,-1.072488263,-1.233361502,-1.179737089,-0.965239437,-1.233361502,-1.233361502,-1.233361502,-1.233361502,-1.233361502,-1.179737089,-0.643492958,-1.233361502,-1.233361502,-1.233361502,-0.965239437,2.73484507,1.447859155,-1.179737089,2.359474178,2.949342723,-1.233361502,4.450826291,2.091352113,-1.179737089,4.236328638,-1.179737089,-1.233361502,-1.179737089,-1.179737089,-1.179737089,-1.179737089,1.394234742,-1.179737089,-1.179737089,-1.179737089,-1.179737089,-1.179737089,-1.179737089,-1.179737089,-1.179737089,-1.179737089,-1.179737089,-1.179737089,-1.179737089,1.501483568,1.501483568,1.179737089,-1.179737089,-1.179737089,1.340610329,-1.179737089,1.286985915,-1.233361502,-1.179737089,-1.179737089,1.286985915,1.501483568,-1.233361502,-0.965239437,-1.072488263,-1.179737089,-1.072488263,-1.126112676,-1.01886385,-1.233361502,-1.179737089,-1.233361502,-1.233361502,-1.233361502,-1.233361502,-1.179737089,1.447859155,-1.072488263,NA,-2.252225352,-2.252225352,-2.252225352,2.466723005,-1.769605634,4.289953052,2.89571831,5.147943662,-1.769605634,2.949342723,-2.252225352,5.308816901,-2.252225352,-2.573971831,12.33361502,2.359474178,-2.252225352,3.700084507,2.466723005,6.971173709,18.23230047,1.823230047,-2.252225352,2.788469484,2.788469484,9.652394366,10.72488263,-1.447859155,-2.252225352,-2.252225352,5.898685446,10.72488263,7.50741784,-1.769605634,-2.198600939,-2.252225352,4.343577465,17.15981221,-2.198600939,-1.769605634,-2.573971831,-2.573971831,2.842093897,3.91458216,-2.252225352,3.700084507,5.201568075,12.86985915,9.652394366,18.7685446,-2.252225352
