"site_name","avg_value","alpha_chlordane","alpha_hexachlorocyclohexane","aldrin","beta_chlordane","BDE100","BDE153","BDE154","BDE155","BDE183","BDE028","BDE047","BDE049","BDE066","BDE085","BDE099","beta_hexachlorocyclohexane","Br5DE04","Br5DE05","Br6DE01","Br7DE01","PCB101","PCB105","PCB011","PCB110","PCB118","PCB128","PCB138","PCB149","PCB151","PCB153","PCB156","PCB158","PCB017","PCB170","PCB171","PCB177","PCB018","PCB180","PCB183","PCB187","PCB191","PCB194","PCB195","PCB198","PCB199","PCB205","PCB206","PCB208","PCB209","PCB028","PCB031","PCB033","PCB044","PCB049","PCB052","PCB066","PCB070","PCB074","PCB082","PCB087","PCB095","PCB099","cis_nonachlor","dieldrin","Endosulfan_1","hexachlorobenzene","heptachlor","heptachlor_epoxide","gamma_hexachlorocyclohexane","mirex","nonachlor3","opDDD","opDDE","opDDT","Oxychlordane","ppDDD","ppDDE","ppDDT","lipids","acenaphthene","acenaphthylene","anthracene","benz[a]anthracene","benzo[a]pyrene","benzo[b]fluoranthene","benzo[e]pyrene","benzo[k]fluoranthene","benzo[ghi]perylene","C1-benzanthracenes/chrysenes","C1-dibenzothiophenes","C1-fluoranthenes/pyrenes","C1-fluorenes","C1-naphthalenes","C1-phenanthrenes/anthracenes","C2-benzanthracenes/chrysenes","C2-dibenzothiophenes","C2-fluoranthenes/pyrenes","C2-fluorenes","C2-naphthalenes","C2-phenanthrenes/anthracenes","C3-benzanthracenes/chrysenes","C3-dibenzothiophenes","C3-fluoranthenes/pyrenes","C3-fluorenes","C3-naphthalenes","C3-phenanthrenes/anthracenes","C4-benzanthracenes/chrysenes","C4-dibenzothiophenes","C4-fluoranthenes/pyrenes","C4-naphthalenes","C4-phenanthrenes/anthracenes","chrysene","dibenz[a,h]anthracene","dibenzothiophene","2,6-dimethylnaphthalene","1,7-dimethylphenanthrene","fluoranthene","fluorene","indeno[1,2,3-cd]pyrene","1-methylnaphthalene","2-methylnaphthalene","1-methylphenanthrene","3-methylphenanthrene","9-methylphenanthrene","naphthalene","perylene","phenanthrene","pyrene","Retene","2,3,5-trimethylnaphthalene"
"Madrona Pont",4.52004366675,-1.084770642,-1.024505607,-1.084770642,-1.205300714,-1.265565749,-1.084770642,-1.265565749,-1.205300714,-1.024505607,-1.205300714,1.627155963,-1.265565749,-1.265565749,-1.265565749,-1.205300714,-0.662915392,-1.265565749,-1.265565749,-1.265565749,-1.024505607,4.760937819,1.928481142,-1.205300714,3.555637105,4.580142712,1.446360856,7.231804281,3.856962283,-1.205300714,7.834454638,-1.205300714,-1.205300714,-1.205300714,-1.205300714,-1.205300714,-1.205300714,1.265565749,-1.205300714,-1.205300714,2.470866463,-1.205300714,-1.205300714,-1.205300714,-1.205300714,-1.205300714,-1.205300714,-1.205300714,-1.205300714,-1.205300714,1.627155963,1.627155963,-1.205300714,-1.205300714,-1.205300714,2.109276249,1.325830785,2.22980632,-1.205300714,-1.205300714,-1.205300714,2.350336391,2.772191641,-1.265565749,-0.964240571,-1.084770642,-1.205300714,-1.084770642,-1.145035678,-1.024505607,-1.205300714,-1.205300714,-1.265565749,-1.205300714,-1.205300714,-1.265565749,-1.205300714,2.591396534,-1.084770642,NA,-3.615902141,-3.555637105,-3.555637105,4.760937819,-3.676167176,9.642405708,7.834454638,10.24505607,-3.615902141,6.629153925,-3.555637105,8.437104995,-3.555637105,-3.555637105,16.87420999,5.905973496,-3.555637105,5.544383282,-3.555637105,7.834454638,24.10601427,-2.591396534,-3.555637105,5.122528033,-3.555637105,11.45035678,21.69541284,-2.591396534,-3.555637105,-3.555637105,4.88146789,15.06625892,15.06625892,-3.615902141,-3.495372069,-3.555637105,5.001997961,24.70866463,-3.555637105,-3.676167176,-3.555637105,-3.495372069,-3.555637105,4.941732926,-3.555637105,16.27155963,-3.676167176,19.28481142,15.66890928,15.66890928,-3.555637105
"Manchester, Stormwater Outfall",2.79278370125,-1.231404524,-1.162993161,-1.231404524,-1.368227249,-1.368227249,-1.231404524,-1.368227249,-1.368227249,-1.094581799,-1.368227249,1.983929511,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-0.752524987,-1.368227249,-1.368227249,-1.368227249,-1.094581799,2.941688585,1.915518148,-1.368227249,3.146922672,3.35215676,-1.368227249,5.267674908,2.873277223,-1.368227249,5.062440821,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.368227249,1.915518148,-1.368227249,-1.368227249,1.505049974,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.368227249,2.325986323,2.394397685,1.641872699,-1.368227249,-1.368227249,1.710284061,-1.368227249,1.641872699,-1.368227249,-1.368227249,-1.368227249,1.641872699,1.641872699,-1.368227249,-1.094581799,-1.231404524,-1.368227249,-1.231404524,-1.299815886,-1.162993161,-1.368227249,-1.368227249,-1.436638611,-1.368227249,-1.368227249,-1.368227249,-1.368227249,2.394397685,-1.231404524,NA,-3.967859022,-3.967859022,4.788795371,12.99815886,-3.625802209,10.26170437,7.525249868,11.62993161,-3.557390847,8.209363493,-3.899447659,14.36638611,-3.899447659,4.104681746,23.25986323,4.788795371,-3.899447659,6.841136244,4.241504471,10.26170437,29.41688585,-2.462809048,-3.899447659,4.720384008,5.130852183,13.68227249,22.57574961,-2.462809048,-3.899447659,-3.899447659,6.635902157,15.05049974,22.57574961,-3.625802209,-3.899447659,-3.899447659,5.541320358,43.09915834,-3.899447659,-3.625802209,-4.036270384,4.104681746,4.446738559,6.772724882,-3.899447659,26.68043135,-3.625802209,32.15334035,25.3122041,19.83929511,-3.899447659
"Maple Hollow Park",2.57694200825,-0.981481481,-0.981481481,-0.981481481,-1.177777778,-1.177777778,-0.981481481,-1.177777778,-1.112345679,-0.916049383,-1.177777778,1.57037037,-1.177777778,-1.177777778,-1.177777778,-1.112345679,-0.628148148,-1.177777778,-1.177777778,-1.177777778,-0.916049383,2.748148148,1.635802469,-1.112345679,2.682716049,3.075308642,-1.177777778,4.383950617,2.159259259,-1.112345679,4.318518519,-1.112345679,-1.177777778,-1.112345679,-1.112345679,-1.112345679,-1.112345679,2.028395062,-1.112345679,-1.112345679,1.177777778,-1.112345679,-1.112345679,-1.112345679,-1.112345679,-1.112345679,-1.112345679,-1.112345679,-1.112345679,-1.112345679,2.09382716,2.420987654,1.57037037,-1.112345679,-1.112345679,1.57037037,-1.112345679,1.374074074,-1.177777778,-1.112345679,-1.112345679,1.439506173,1.504938272,-1.177777778,-0.916049383,-0.981481481,-1.112345679,-0.981481481,-1.04691358,-0.981481481,-1.177777778,-1.112345679,-1.177777778,-1.177777778,-1.177777778,-1.177777778,-1.112345679,1.504938272,-1.04691358,NA,-3.337037037,-3.271604938,-3.271604938,4.318518519,-3.20617284,4.907407407,-3.140740741,6.085185185,-3.140740741,3.795061728,-3.271604938,5.954320988,-3.271604938,3.598765432,13.08641975,-2.355555556,-3.271604938,-3.271604938,-3.271604938,7.197530864,17.66666667,-2.355555556,-3.271604938,-3.271604938,-3.271604938,8.50617284,9.814814815,-2.355555556,-3.271604938,-3.271604938,3.402469136,12.43209877,12.43209877,-3.140740741,-3.271604938,-3.271604938,3.991358025,17.66666667,-3.271604938,-3.20617284,-3.271604938,3.598765432,-3.271604938,3.664197531,-3.271604938,17.01234568,-3.20617284,17.01234568,9.814814815,21.59259259,-3.271604938
"Maristone Island",5.72206526166667,-1.269994391,-1.199439148,-1.269994391,-1.411104879,-1.411104879,-1.269994391,-1.411104879,-1.411104879,-1.128883904,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-0.776107684,-1.411104879,-1.411104879,-1.411104879,-1.128883904,2.046102075,1.411104879,-1.411104879,2.539988783,2.681099271,-1.411104879,3.245541223,1.552215367,-1.411104879,2.963320247,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,2.187212563,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,2.328323051,2.822209759,2.046102075,-1.411104879,-1.411104879,1.622770611,-1.411104879,3.809983174,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.128883904,-1.269994391,-1.411104879,-1.269994391,-1.269994391,-1.199439148,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,1.340549635,-1.269994391,NA,-4.79775659,-4.79775659,-4.79775659,-5.15053281,-5.221088054,-5.221088054,-5.15053281,-5.221088054,-5.15053281,-3.598317443,-4.727201346,-4.727201346,-4.727201346,-4.727201346,10.5832866,-3.598317443,-4.727201346,-4.727201346,-4.727201346,9.877734156,13.40549635,-3.598317443,-4.727201346,-4.727201346,-4.727201346,10.5832866,7.761076837,-3.598317443,-4.727201346,-4.727201346,7.055524397,5.926640494,6.843858665,-5.15053281,-4.727201346,-4.727201346,-4.727201346,11.28883904,-4.727201346,-5.221088054,-4.727201346,-4.727201346,-4.727201346,-4.727201346,-4.727201346,28.92765003,-5.221088054,17.63881099,5.573864274,9.877734156,-4.727201346
"Meyer's Point - Henderson Inlet",15.21190078125,-1.115205224,-1.115205224,-1.115205224,-1.338246269,-1.338246269,-1.189552239,-1.338246269,-1.338246269,-1.040858209,-1.338246269,-1.338246269,-1.338246269,-1.338246269,-1.338246269,-1.338246269,-0.721166045,-1.338246269,-1.338246269,-1.338246269,-1.040858209,3.048227612,1.709981343,-1.338246269,3.048227612,3.568656716,-1.338246269,4.68386194,2.230410448,-1.338246269,4.237779851,-1.338246269,-1.338246269,1.412593284,-1.263899254,-1.338246269,-1.338246269,3.196921642,-1.338246269,-1.263899254,-1.338246269,-1.338246269,-1.338246269,-1.263899254,-1.263899254,-1.338246269,-1.263899254,-1.263899254,-1.338246269,-1.338246269,2.602145522,3.345615672,2.081716418,1.561287313,-1.338246269,2.007369403,1.486940299,4.386473881,-1.338246269,-1.338246269,1.338246269,1.635634328,1.784328358,-1.338246269,-1.040858209,-1.115205224,-1.338246269,-1.115205224,-1.189552239,-1.115205224,-1.338246269,-1.338246269,-1.338246269,-1.338246269,-1.338246269,-1.338246269,-1.338246269,1.412593284,-1.189552239,NA,-5.724720149,-5.724720149,-5.724720149,-5.724720149,-5.724720149,-5.724720149,-5.724720149,-5.799067164,-5.650373134,-3.940391791,-5.650373134,6.616884328,-5.650373134,-6.170802239,15.61287313,-3.940391791,-5.650373134,-5.650373134,-5.650373134,11.89552239,19.33022388,-3.940391791,-5.650373134,-5.650373134,-5.650373134,12.63899254,10.40858209,-3.940391791,-5.650373134,-5.650373134,7.434701493,8.921641791,10.40858209,-5.724720149,-5.576026119,-5.650373134,-5.650373134,21.56063433,-5.650373134,-5.724720149,-6.170802239,-6.170802239,-5.650373134,-5.650373134,-5.650373134,40.89085821,-5.724720149,19.33022388,14.86940299,15.61287313,-5.650373134
"Miller Creek",3.63134358075,1.270942746,-1.016754197,-1.016754197,-1.207395609,-1.207395609,-1.016754197,-1.207395609,-1.207395609,-0.95320706,-1.207395609,2.668979768,-1.207395609,-1.207395609,-1.207395609,1.715772708,-0.635471373,-1.207395609,-1.207395609,-1.207395609,-0.95320706,3.177356866,1.842866982,-1.207395609,3.367998278,3.431545415,-1.207395609,4.829582437,2.541885493,-1.207395609,4.638941025,-1.207395609,-1.207395609,-1.143848472,-1.143848472,-1.207395609,-1.207395609,2.923168317,-1.207395609,-1.143848472,-1.207395609,-1.207395609,-1.207395609,-1.143848472,-1.143848472,-1.207395609,-1.143848472,-1.143848472,-1.207395609,-1.207395609,2.541885493,2.923168317,1.969961257,-1.207395609,-1.207395609,1.842866982,1.334489884,1.842866982,-1.207395609,-1.207395609,1.270942746,1.588678433,1.588678433,-1.207395609,1.080301334,-1.016754197,-1.207395609,-1.016754197,-1.080301334,-1.016754197,-1.207395609,-1.207395609,-1.207395609,-1.207395609,-1.207395609,-1.207395609,1.334489884,2.414791218,-1.080301334,NA,-3.622186827,-3.622186827,-3.622186827,9.532070598,-3.431545415,7.625656479,4.194111063,8.261127852,-3.367998278,6.990185105,-3.55863969,9.532070598,-3.55863969,3.685733965,19.0641412,4.575393887,-3.55863969,5.46505381,3.812828239,8.896599225,27.32526905,-2.541885493,-3.55863969,4.130563926,4.829582437,11.43848472,20.33508394,-2.541885493,-3.55863969,-3.55863969,3.939922514,19.0641412,18.42866982,-3.367998278,-3.55863969,-3.55863969,6.354713732,27.32526905,-3.55863969,-3.431545415,-3.55863969,3.685733965,3.939922514,5.337959535,-3.55863969,17.15772708,-3.431545415,27.96074042,13.34489884,27.96074042,-3.55863969
"Minter Bay",5.0097462725,-1.052653061,-1.052653061,-1.052653061,-1.25002551,-1.25002551,-1.052653061,-1.25002551,-1.25002551,-0.986862245,-1.25002551,1.644770408,-1.25002551,-1.25002551,-1.25002551,1.25002551,-0.657908163,-1.25002551,-1.25002551,-1.25002551,-0.986862245,2.631632653,1.381607143,-1.25002551,2.236887755,2.763214286,-1.25002551,4.276403061,2.236887755,-1.25002551,4.342193878,-1.25002551,-1.25002551,-1.184234694,-1.184234694,-1.25002551,-1.25002551,1.25002551,-1.25002551,-1.184234694,-1.25002551,-1.25002551,-1.25002551,-1.184234694,-1.184234694,-1.25002551,-1.184234694,-1.184234694,-1.25002551,-1.184234694,1.578979592,1.842142857,1.315816327,-1.25002551,-1.25002551,1.381607143,-1.25002551,1.315816327,-1.25002551,-1.25002551,-1.184234694,1.381607143,1.644770408,-1.25002551,-0.986862245,-1.052653061,-1.25002551,-1.052653061,-1.118443878,-1.052653061,-1.25002551,-1.25002551,-1.25002551,-1.25002551,-1.25002551,-1.25002551,-1.25002551,1.710561224,-1.118443878,NA,-3.750076531,-3.684285714,-3.684285714,4.079030612,-3.618494898,4.079030612,-3.618494898,6.579081633,-3.552704082,3.618494898,-3.684285714,5.921173469,-3.684285714,-3.618494898,12.5002551,-2.697423469,-3.684285714,-3.684285714,-3.684285714,6.4475,15.78979592,-2.697423469,-3.684285714,-3.684285714,-3.684285714,7.894897959,8.552806122,-2.697423469,-3.684285714,-3.684285714,-3.684285714,9.868622449,13.81607143,-3.618494898,-3.618494898,-3.684285714,-3.684285714,19.7372449,-3.684285714,-3.618494898,-3.618494898,-3.618494898,-3.684285714,3.881658163,-3.684285714,16.44770408,-3.618494898,18.42142857,9.868622449,16.44770408,-3.684285714
"Mukilteo",7.60643570175,-1.100494081,-1.035759135,-1.100494081,-1.229963973,-1.229963973,-1.100494081,-1.229963973,-1.229963973,-1.035759135,-1.229963973,1.747843541,-1.229963973,-1.294698919,-1.229963973,1.294698919,-0.712084406,-1.229963973,-1.229963973,-1.229963973,-1.035759135,2.265723109,1.488903757,-1.229963973,2.589397838,2.71886773,-1.229963973,3.754626866,1.877313433,-1.229963973,3.495687082,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,2.136253217,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,2.200988163,2.265723109,1.553638703,-1.229963973,-1.229963973,1.488903757,-1.229963973,1.553638703,-1.229963973,-1.229963973,-1.229963973,1.424168811,-1.229963973,-1.229963973,-0.971024189,-1.100494081,-1.229963973,-1.100494081,-1.165229027,-1.035759135,-1.229963973,-1.229963973,-1.294698919,-1.229963973,-1.229963973,-1.229963973,-1.229963973,1.942048379,-1.100494081,NA,-4.401976325,-4.337241379,7.768193515,14.88903757,-4.401976325,9.062892434,6.473494596,12.29963973,-4.337241379,8.415542975,-4.337241379,18.12578487,4.401976325,-4.143036541,30.4254246,4.855120947,-4.337241379,7.120844056,4.725651055,11.00494081,33.6621719,-2.783602676,-4.337241379,-4.337241379,4.596181163,18.12578487,26.54132784,-2.783602676,-4.337241379,-4.337241379,10.35759135,21.36253217,22.65723109,-4.337241379,-4.272506433,-4.337241379,6.214554812,49.19855893,4.919855893,-4.401976325,-4.143036541,-4.143036541,4.984590839,7.768193515,-4.337241379,23.95193001,5.890880082,42.72506433,35.60422028,34.30952136,-4.272506433
"N Avenue Park",0.69214912725,-1.085359801,-1.085359801,-1.085359801,-1.248163772,-1.248163772,-1.139627792,-1.302431762,-1.248163772,-1.031091811,-1.248163772,1.845111663,-1.248163772,-1.302431762,-1.248163772,1.465235732,1.031091811,-1.248163772,-1.248163772,-1.302431762,-1.031091811,2.170719603,1.465235732,-1.248163772,2.387791563,2.767667494,-1.248163772,3.690223325,1.628039702,-1.248163772,3.201811414,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,1.573771712,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,1.736575682,1.899379653,1.248163772,-1.248163772,-1.248163772,1.302431762,-1.248163772,1.302431762,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-0.976823821,-1.085359801,-1.248163772,-1.085359801,-1.139627792,-1.031091811,-1.248163772,-1.248163772,2.550595533,-1.248163772,-1.248163772,-1.248163772,4.178635236,3.473151365,-1.139627792,NA,8.682878412,-3.310347395,17.90843672,70.5483871,17.36575682,81.40198511,59.69478908,75.9751861,12.48163772,40.70099256,7.05483871,86.82878412,14.65235732,-5.318263027,130.2431762,32.01811414,14.10967742,46.67047146,46.12779156,16.28039702,227.9255583,20.07915633,22.79255583,36.90223325,81.40198511,86.82878412,195.3647643,7.59751861,23.33523573,16.28039702,97.68238213,97.68238213,70.5483871,4.992655087,5.969478908,5.969478908,30.93275434,249.6327543,11.93895782,14.65235732,-5.318263027,-5.318263027,21.16451613,42.87171216,29.30471464,5.426799007,10.85359801,113.9627792,151.9503722,27.13399504,5.969478908
"North Camano",-0.76100335975,-1.333065693,-1.269586375,-1.333065693,-1.52350365,-1.52350365,-1.333065693,-1.52350365,-1.52350365,-1.269586375,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-0.825231144,-1.52350365,-1.52350365,-1.52350365,-1.269586375,1.967858881,-1.52350365,-1.52350365,2.221776156,2.285255474,-1.52350365,2.920048662,1.586982968,-1.52350365,2.920048662,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,1.586982968,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,1.650462287,1.586982968,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.206107056,-1.333065693,-1.52350365,-1.333065693,-1.396545012,-1.269586375,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,2.920048662,1.396545012,NA,-3.554841849,-3.49136253,-3.49136253,-3.047007299,-3.047007299,-3.047007299,-3.047007299,3.935717762,-3.047007299,-2.475693431,-3.49136253,4.760948905,-3.49136253,-3.618321168,14.60024331,-2.475693431,-3.49136253,-3.49136253,-3.49136253,7.617518248,20.94817518,-2.475693431,-3.49136253,-3.49136253,-3.49136253,9.52189781,11.42627737,-2.475693431,-3.49136253,-3.49136253,5.840097324,16.50462287,8.887104623,-3.047007299,-3.427883212,-3.49136253,4.380072993,20.94817518,-3.427883212,-3.047007299,-3.618321168,-3.618321168,-3.49136253,4.443552311,-3.49136253,3.618321168,3.237445255,19.04379562,12.69586375,36.18321168,-3.49136253
"Oak Bay County Park",11.83915658125,-1.154208925,-1.090086207,-1.154208925,-1.346577079,-1.346577079,-1.154208925,-1.346577079,-1.282454361,-1.090086207,-1.346577079,-1.346577079,-1.346577079,-1.346577079,-1.346577079,-1.282454361,-0.705349899,-1.346577079,-1.346577079,-1.346577079,-1.090086207,2.051926978,1.346577079,-1.282454361,2.30841785,2.564908722,-1.346577079,3.077890467,1.603067951,-1.282454361,3.013767748,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,2.180172414,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,2.372540568,2.62903144,1.923681542,-1.282454361,-1.282454361,1.603067951,-1.282454361,3.206135903,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.346577079,-1.025963489,-1.154208925,-1.282454361,-1.154208925,-1.218331643,-1.090086207,-1.282454361,-1.282454361,-1.346577079,-1.282454361,-1.282454361,-1.346577079,-1.282454361,1.154208925,-1.154208925,NA,-4.232099391,-4.167976673,-4.232099391,-4.488590264,-4.488590264,-4.488590264,-4.488590264,-4.488590264,-4.424467546,-3.077890467,-4.167976673,4.93744929,-4.167976673,-4.167976673,10.90086207,-3.077890467,-4.167976673,-4.167976673,-4.167976673,8.335953347,14.10699797,-3.077890467,-4.167976673,-4.167976673,-4.167976673,8.977180527,9.618407708,-3.077890467,-4.167976673,-4.167976673,5.322185598,6.412271805,8.977180527,-4.488590264,-4.103853955,-4.167976673,-4.167976673,13.46577079,-4.103853955,-4.488590264,-4.167976673,-4.167976673,-4.167976673,-4.167976673,-4.167976673,23.72540568,-4.488590264,17.95436105,7.053498986,10.25963489,-4.167976673
"Penn Cove Baseline 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.447703451,-2.39775032,-2.447703451,-2.197937793,-2.197937793,-2.197937793,-2.197937793,-2.197937793,-2.197937793,-1.49859395,-2.39775032,-2.39775032,-2.39775032,3.496719216,7.492969749,-1.49859395,-2.39775032,-2.39775032,-2.39775032,5.994375799,8.492032382,-1.49859395,-2.39775032,-2.39775032,-2.39775032,6.993438432,4.096156796,-1.49859395,-2.39775032,-2.39775032,-2.39775032,4.995313166,2.997187899,-2.197937793,-2.39775032,-2.39775032,-2.39775032,7.492969749,-2.39775032,-2.197937793,-2.69746911,3.496719216,-2.39775032,-2.39775032,-2.39775032,21.47984661,-2.197937793,12.48828291,4.795500639,9.491095015,-2.39775032
"Penn Cove Baseline 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.634693878,-3.634693878,-3.634693878,-3.243265306,-3.299183673,-3.299183673,-3.243265306,-3.299183673,-3.243265306,-2.236734694,-3.634693878,-3.634693878,-3.634693878,4.305714286,7.828571429,-2.236734694,-3.634693878,-3.634693878,-3.634693878,6.151020408,8.387755102,-2.236734694,-3.634693878,-3.634693878,-3.634693878,7.828571429,3.970204082,-2.236734694,-3.634693878,-3.634693878,-3.57877551,4.41755102,-3.243265306,-3.243265306,-3.57877551,-3.634693878,-3.634693878,7.828571429,-3.57877551,-3.299183673,-4.193877551,4.305714286,-3.634693878,-3.634693878,-3.634693878,29.07755102,-3.299183673,13.42040816,4.976734694,8.946938776,-3.57877551
"Penn Cove Baseline 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.13162681,-2.13162681,-2.13162681,-1.865173459,-1.865173459,-1.865173459,-1.865173459,-1.865173459,-1.865173459,-1.278976086,-2.13162681,2.877696194,-2.13162681,6.927787134,6.927787134,-1.278976086,-2.13162681,-2.13162681,-2.13162681,7.460693836,7.993600539,-1.278976086,-2.13162681,-2.13162681,-2.13162681,7.460693836,3.730346918,-1.278976086,-2.13162681,-2.13162681,3.250730886,4.20996295,2.557952172,-1.865173459,-2.07833614,-2.13162681,-2.13162681,6.927787134,-2.13162681,-1.865173459,2.824405524,4.263253621,-2.13162681,2.344789491,-2.13162681,25.57952172,-1.865173459,11.19104075,4.956032334,7.460693836,-2.13162681
"Penn Cove Reference",12.59276788625,-1.170406714,-1.097256294,-1.170406714,-1.316707553,-1.389857973,-1.170406714,-1.389857973,-1.316707553,-1.097256294,-1.316707553,-1.389857973,-1.389857973,-1.389857973,-1.389857973,-1.316707553,-0.731504196,-1.389857973,-1.389857973,-1.389857973,-1.097256294,1.97506133,1.463008393,-1.316707553,2.267663008,2.487114267,-1.316707553,3.364919303,1.536158812,-1.316707553,3.072317624,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,1.536158812,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,1.90191091,1.97506133,-1.316707553,-1.316707553,-1.316707553,1.389857973,-1.316707553,1.97506133,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.389857973,-1.024105875,-1.170406714,-1.316707553,-1.170406714,-1.243557134,-1.097256294,-1.316707553,-1.316707553,-1.389857973,-1.316707553,-1.316707553,-1.316707553,-1.316707553,2.852866365,1.463008393,NA,-3.291768883,-3.291768883,-3.291768883,-3.291768883,-3.291768883,-3.291768883,-3.291768883,4.023273079,-3.218618464,-2.340813428,-3.218618464,5.92518399,-3.218618464,-3.291768883,13.89857973,-2.340813428,-3.218618464,-3.218618464,-3.218618464,8.778050355,10.97256294,-2.340813428,-3.218618464,-3.218618464,-3.218618464,10.24105875,8.778050355,-2.340813428,-3.218618464,-3.218618464,-3.218618464,13.16707553,9.509554551,-3.291768883,-3.218618464,-3.218618464,4.096423499,16.82459651,-3.218618464,-3.291768883,-3.291768883,-3.291768883,-3.218618464,4.462175597,-3.218618464,21.21362169,-3.291768883,24.13963848,10.24105875,24.13963848,-3.218618464
"Pennrose Point State Park",4.42306058475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
