"Metric","Analyte","N_Pairs","Spearman_r","Spearman_p","Kendall_tau","Kendall_p","Spearman_sig","Kendall_sig"
"ibr_combined","z_ppDDT",74,-0.246298829208356,0.0343978124020922,-0.195177722135045,0.0335749108856089,"*","*"
"shell","z_C2.dibenzothiophenes",74,0.246188310700111,0.0344813192480209,0.186753605484961,0.0368847328157114,"*","*"
"shell","z_PCB033",74,0.245694821569466,0.0348562670101885,0.166144902061351,0.0444295546312489,"*","*"
"sod","z_PCB101",74,0.244855647245255,0.0355016865224669,0.176365350346408,0.027213573387304,"*","*"
"shell","z_acenaphthene",74,0.244844011326154,0.035510705539349,0.187642206811092,0.0358741292861084,"*","*"
"height","z_copper",74,-0.244415157596225,0.0358444481066883,-0.167165674458418,0.0360616057435203,"*","*"
"height","z_copper.1",74,-0.244415157596225,0.0358444481066883,-0.167165674458418,0.0360616057435203,"*","*"
"ibr_bio","z_PCB187",74,-0.244379856142182,0.0358720366646168,-0.181916119646704,0.0369996708549917,"*","*"
"ci2","z_PCB128",74,0.244292794055073,0.0359401526254634,0.184538118457883,0.0449166619478533,"*","*"
"ibr_bio","z_C2.dibenzothiophenes",74,-0.242342182624775,0.0374948176375082,-0.185733093979579,0.0379279016966788,"*","*"
"ibr_combined","z_naphthalene",74,0.240589314461172,0.0389392883683463,0.185999999622241,0.0463301415590582,"*","*"
"ibr_bio","z_ppDDT",74,-0.240057009564034,0.0393869923218814,-0.191506667800216,0.0370539652987932,"*","*"
"sod","z_PCB052",74,0.239788282344256,0.0396146298392954,0.164972804399619,0.0429691644832059,"*","*"
"ibr_bio","z_C3.dibenzothiophenes",74,-0.238602466688796,0.0406322224823862,-0.178591290865304,0.0431482688429201,"*","*"
"ci1","z_PCB105",74,0.236974061499477,0.0420648772197786,0.182375590191972,0.0269281462061543,"*","*"
"shell","z_C1.fluorenes",74,0.235759090213555,0.0431608426767549,0.185705888710142,0.0406376629731938,"*","*"
"ibr_morph","z_C1.fluoranthenes_pyrenes",74,0.235430992613701,0.0434608208869975,0.157094375117154,0.0492958740083438,"*","*"
"ibr_bio","z_C3.benzanthracenes_chrysenes",74,-0.234491397829103,0.0443294405553579,-0.172738800631998,0.0503315371275333,"*",""
"shell","z_PCB052",74,0.233904912474948,0.0448788580206384,0.151958708460902,0.0622735596256289,"*",""
"sod","z_BDE100",74,0.233807501717954,0.0449706542120877,0.186594371498697,0.0501171665157182,"*",""
"shell","z_PCB070",74,0.233133315870207,0.0456102386801338,0.165355092236283,0.0525473721969423,"*",""
"sod","z_C2.benzanthracenes_chrysenes",74,0.232118081055808,0.0465875103239729,0.172903415505376,0.0368914588829273,"*","*"
"ibr_bio","z_PCB044",74,-0.231211232319796,0.0474749759726831,-0.181907074932128,0.0423416219784303,"*","*"
"shell","z_fluorene",74,0.230434166596404,0.0482464599255676,0.171599801785,0.0493021111697827,"*","*"
"ibr_combined","z_ppDDD",74,-0.229371777764693,0.0493178720226559,-0.178704587094555,0.0435931950857525,"*","*"
"p450","z_PCB074",74,-0.228379355362031,0.0503363031286712,-0.186126180332472,0.0502379089332989,"",""
"ibr_bio","z_C4.fluoranthenes_pyrenes",74,-0.227109659272006,0.0516643678296643,-0.169135785023668,0.0606575038267642,"",""
"sod","z_opDDT",74,0.225947155773662,0.0529053534910659,0.182043289267021,0.0559810642081335,"",""
"length","z_3.methylphenanthrene",74,-0.225508641055448,0.0533797616207191,-0.147705527444494,0.06615999255692,"",""
"ibr_combined","z_C3.fluorenes",74,-0.225180054031911,0.053737519152833,-0.166834531648375,0.0451844163968386,"","*"
"height","z_fluorene",74,-0.223677583749037,0.0553984224174762,-0.164317051576618,0.0597636406698646,"",""
"ibr_bio","z_C4.dibenzothiophenes",74,-0.223447205273582,0.0556567580743477,-0.172336777723968,0.0515749370719188,"",""
"ci2","z_cadmium",74,-0.223400717950237,0.0557090057324647,-0.146716277346851,0.0658570779345091,"",""
"ci2","z_cadmium.1",74,-0.223400717950237,0.0557090057324647,-0.146716277346851,0.0658570779345091,"",""
"weight_change","z_PCB151",74,0.223175092378142,0.0559631574966037,0.17886910386783,0.057233646860473,"",""
"ibr_bio","z_C3.fluorenes",74,-0.223078556266549,0.0560721871964147,-0.167634697267791,0.0441630453120357,"","*"
"height","z_C2.phenanthrenes_anthracenes",74,-0.221688480684341,0.0576614522284708,-0.142040817793209,0.0771078035783018,"",""
"ci1","z_PCB033",74,0.220724375996488,0.0587850893350853,0.156004602874508,0.0591148190060856,"",""
"shell","z_1.methylnaphthalene",74,0.22050537781223,0.0590427902934638,0.177492207035346,0.0624055247419431,"",""
"height","z_C2.fluoranthenes_pyrenes",74,-0.220459569032941,0.0590968106214865,-0.145175271533308,0.0750008841351546,"",""
"ibr_bio","z_PCB033",74,-0.219991271243297,0.0596513612107039,-0.158344671917625,0.0554098493534017,"",""
"shell","z_PCB105",74,0.219673620747254,0.0600299175758675,0.149641509901106,0.0694575391362253,"",""
"ibr_combined","z_BDE100",74,-0.219485044444461,0.060255572209923,-0.177492207035346,0.0624055247419431,"",""
"shell","z_PCB099",74,0.219043174151424,0.0607870211358964,0.146893912857975,0.0786683997124825,"",""
"shell","z_C1.naphthalenes",74,0.21839872249728,0.0615689298051133,0.16616962064681,0.0648343281882435,"",""
"ci1","z_C3.benzanthracenes_chrysenes",74,0.217526144383353,0.0626405920725092,0.166996790638691,0.0584805377756627,"",""
"ibr_combined","z_PCB187",74,-0.217388056430385,0.0628115613267811,-0.171910733066136,0.0487181028316392,"","*"
"ci1","z_C1.naphthalenes",74,0.217244355848104,0.062989880511355,0.162994404965661,0.0701227041638832,"",""
"sod","z_C3.fluoranthenes_pyrenes",74,0.21691268191393,0.0634030215152846,0.163590132522038,0.0507504558628071,"",""
"sod","z_BDE099",74,0.216795543559002,0.0635494545485746,0.167482220604983,0.0585137481621305,"",""
"height","z_phenanthrene",74,-0.216702734454791,0.063665668026495,-0.141662269220225,0.0760145631279303,"",""
"ibr_combined","z_C3.dibenzothiophenes",74,-0.216227582622909,0.064263337490857,-0.158481815754465,0.0727233511866864,"",""
"ibr_combined","z_C2.dibenzothiophenes",74,-0.215942937337731,0.0646235448360474,-0.16838439838808,0.0598692552014276,"",""
"ci1","z_C2.phenanthrenes_anthracenes",74,0.215397762185468,0.065317995456789,0.142792356511692,0.0755563051725514,"",""
"height","z_C2.benzanthracenes_chrysenes",74,-0.215249430635287,0.065507980888784,-0.148372496143057,0.0733137844021839,"",""
"ibr_bio","z_PCB099",74,-0.215230425419662,0.0655323552754499,-0.157300566084971,0.0596945352909979,"",""
"shell","z_PCB095",74,0.214819581358308,0.0660610588865632,0.147844735078067,0.0727436100855292,"",""
"length","z_C4.naphthalenes",74,-0.214798203304471,0.066088663602193,-0.154183089415499,0.0552604403092649,"",""
"sod","z_C3.phenanthrenes_anthracenes",74,0.214457122757748,0.0665303485263162,0.150615110767234,0.0586771363860875,"",""
"ibr_morph","z_fluorene",74,0.213650087933995,0.0675849059722899,0.150661894935902,0.0843312037247755,"",""
"ci1","z_ppDDD",74,0.21325479360738,0.0681063294632831,0.162193837199949,0.0670203564007479,"",""
"sod","z_PCB044",74,0.212990978226491,0.0684561204103485,0.169643676622097,0.0583202514457162,"",""
"sod","z_beta_hexachlorocyclohexane",74,0.21298895974924,0.0684588022570712,0.169277218334951,0.0665078738181116,"",""
"weight_initial","z_PCB151",74,0.212954590794408,0.0685044794934093,0.167434549282672,0.0750819002945548,"",""
"p450","z_PCB180",74,-0.212034742656239,0.0697361199190585,-0.171136463162307,0.059707833532292,"",""
"weight_final","z_zinc",74,0.211817528002657,0.0700295437041721,0.14608098964573,0.0672173852842264,"",""
"weight_final","z_zinc.1",74,0.211817528002657,0.0700295437041721,0.14608098964573,0.0672173852842264,"",""
"weight_change","z_PCB074",74,0.211803983370777,0.0700478732347679,0.171808781845359,0.0707120094237713,"",""
"ibr_combined","z_C3.benzanthracenes_chrysenes",74,-0.211138417377464,0.070953321608117,-0.156469772317627,0.076260698377661,"",""
"ibr_morph","z_benz_a_anthracene",74,0.211081499429187,0.0710311878747556,0.145868621806037,0.0690112559285255,"",""
"ibr_morph","z_C1.benzanthracenes_chrysenes",74,0.21107631628408,0.0710382820519435,0.140726654605759,0.0808732048151185,"",""
"ibr_bio","z_PCB052",74,-0.211011901110073,0.071126494638352,-0.14736549812959,0.0706080554638706,"",""
"ci1","z_C4.benzanthracenes_chrysenes",74,0.210896023978798,0.0712854024763461,0.170641311966204,0.0684968433683156,"",""
"ibr_morph","z_chrysene",74,0.210541209934079,0.0717737481463617,0.143693858551711,0.072835952924804,"",""
"sod","z_naphthalene",74,-0.21008575936479,0.0724045326610714,-0.163944663698655,0.079067360016458,"",""
"length","z_PCB177",74,0.209889967263734,0.0726770605029305,0.171205855430568,0.0703797848682498,"",""
"length","z_PCB183",74,0.209889967263734,0.0726770605029305,0.171205855430568,0.0703797848682498,"",""
"shell","z_C1.fluoranthenes_pyrenes",74,0.209456385649649,0.0732834990835784,0.146646293161618,0.0664661719823418,"",""
"ibr_morph","z_C3.fluoranthenes_pyrenes",74,0.209324570426482,0.0734686664726438,0.143343828992083,0.0869328605535236,"",""
"ibr_combined","z_PCB033",74,-0.208321440478215,0.0748901153268008,-0.148204372730782,0.0729774780743997,"",""
"shell","z_PCB101",74,0.207508050034142,0.0760587712745917,0.133858690854885,0.093704165950989,"",""
"shell","z_C1.benzanthracenes_chrysenes",74,0.207290393751025,0.0763739509749326,0.144499487168916,0.0730622076446017,"",""
"height","z_C1.fluoranthenes_pyrenes",74,-0.206611477185817,0.0773637672541677,-0.137690794342588,0.084854277961063,"",""
"ci1","z_alpha_hexachlorocyclohexane",74,0.206542426604088,0.0774650090988973,0.167781087824437,0.0801602542721434,"",""
"ci1","z_PCB158",74,0.206542426604088,0.0774650090988973,0.167781087824437,0.0801602542721434,"",""
"length","z_arsenic",74,0.206154135909305,0.0780362894133686,0.130222559312488,0.104090065814188,"",""
"length","z_arsenic.1",74,0.206154135909305,0.0780362894133686,0.130222559312488,0.104090065814188,"",""
"ibr_bio","z_benzo_ghi_perylene",74,-0.205928135562897,0.0783703397631418,-0.154061549122544,0.0882251361180868,"",""
"length","z_C2.benzanthracenes_chrysenes",74,-0.205815706028478,0.078536945348733,-0.156285695937354,0.0592430218470757,"",""
"ibr_combined","z_PCB044",74,-0.205749826698825,0.0786347007669239,-0.159424178030404,0.0752021012933889,"",""
"ci1","z_dibenz_ah_anthracene",74,0.205161387981184,0.0795121644380393,0.164454242827397,0.0814690233414164,"",""
"sod","z_C4.phenanthrenes_anthracenes",74,0.20511112517909,0.0795874747590288,0.139026609968321,0.0815867784994088,"",""
"sod","z_PCB149",74,0.20502833750283,0.0797116418550731,0.148755540322307,0.0636099465651878,"",""
"weight_final","z_C2.naphthalenes",74,-0.204867970600469,0.0799526027582771,-0.142543773962708,0.0858338378421321,"",""
"ibr_morph","z_C2.benzanthracenes_chrysenes",74,0.204725452141335,0.0801672313087554,0.138876656389902,0.0936879607879278,"",""
"ibr_combined","z_benzo_ghi_perylene",74,-0.204375104466038,0.0806967926572106,-0.155142682800597,0.0860158837617676,"",""
"sod","z_ppDDT",74,0.204166546609187,0.0810133524037756,0.163361917899865,0.0752852826302445,"",""
"shell","z_C3.naphthalenes",74,0.204140440891525,0.0810530463955168,0.153749249942918,0.0860755796269352,"",""
"ci2","z_PCB118",74,0.203568623077557,0.0819263842589566,0.160328892683231,0.0839946656580155,"",""
"ibr_combined","z_C4.fluoranthenes_pyrenes",74,-0.203238659584647,0.0824337275208257,-0.156410835680194,0.0827684479446926,"",""
"shell","z_C4.fluoranthenes_pyrenes",74,0.202996597965353,0.0828074982745611,0.158531660570773,0.0786850392685095,"",""
"ibr_bio","z_BDE100",74,-0.202177167317126,0.0840827814063673,-0.163838960340319,0.0854206769459705,"",""
"shell","z_chrysene",74,0.202003952846994,0.0843543379551817,0.147435886118162,0.0656842594253216,"",""
"ci2","z_PCB138",74,0.201880510810878,0.0845482875403432,0.159553818165567,0.0853184665990272,"",""
"ibr_morph","z_C2.fluoranthenes_pyrenes",74,0.201695781087873,0.0848391906556671,0.132117178326608,0.105165307906032,"",""
"ci1","z_PCB031",74,0.201661446185169,0.0848933467793133,0.144081449881257,0.079196373715667,"",""
"sod","z_arsenic",74,-0.201338142941326,0.0854046333321734,-0.144442264065001,0.0714164874744174,"",""
"sod","z_arsenic.1",74,-0.201338142941326,0.0854046333321734,-0.144442264065001,0.0714164874744174,"",""
"width","z_C2.naphthalenes",74,-0.200981870967723,0.0859708772741706,-0.148826695129109,0.0728911751872846,"",""
"length","z_PCB151",74,0.200755927613823,0.0863315183161246,0.165801041484792,0.0779682794899891,"",""
"ibr_morph","z_fluoranthene",74,0.200700658505157,0.0864199183230548,0.135841069749078,0.0883922653085104,"",""
"height","z_pyrene",74,-0.20041627778662,0.0868759022189824,-0.135841069749078,0.0883737632785798,"",""
"sod","z_opDDD",74,0.200373853751779,0.0869440887680686,0.156710898602215,0.0881050211026607,"",""
"ci3","z_PCB156",74,0.2,0.0875467997941167,0.164398987305357,0.0874878639421921,"",""
"ci3","z_PCB170",74,0.2,0.0875467997941167,0.164398987305357,0.0874878639421921,"",""
"ci3","z_mirex",74,0.2,0.0875467997941167,0.164398987305357,0.0874878639421921,"",""
"length","z_C3.phenanthrenes_anthracenes",74,-0.199570438935982,0.0882433884775864,-0.143921105844246,0.0708281341520377,"",""
"weight_final","z_C4.naphthalenes",74,-0.199521159429067,0.0883235804752563,-0.136884498895712,0.088799489768546,"",""
"ci3","z_1_7.dimethylphenanthrene",74,0.199250035603418,0.0887658064300723,0.134298267364911,0.0990079667578037,"",""
"ibr_combined","z_C4.dibenzothiophenes",74,-0.199080935337406,0.089042506539161,-0.150005814976637,0.0901853326457642,"",""
"shell","z_ppDDD",74,0.199013492951133,0.0891530526207831,0.153452851961629,0.0831255542891138,"",""
"width","z_copper",74,-0.197543858812392,0.0915889388898219,-0.138870370986614,0.081611156350501,"",""
"width","z_copper.1",74,-0.197543858812392,0.0915889388898219,-0.138870370986614,0.081611156350501,"",""
"ibr_combined","z_PCB099",74,-0.197214807906237,0.0921414424729267,-0.157300566084971,0.0596945352909979,"",""
"height","z_C3.fluoranthenes_pyrenes",74,-0.197060955901313,0.0924006702436963,-0.140914272568488,0.0924157473784768,"",""
"ci1","z_C4.fluoranthenes_pyrenes",74,0.196702995863693,0.0930060218758229,0.152169185899036,0.0914501381607978,"",""
"ibr_combined","z_PCB052",74,-0.196698183529303,0.093014181263157,-0.146599963074371,0.0720823171070265,"",""
"ci2","z_PCB033",74,0.195574394565586,0.0949350344351925,0.134163958472077,0.104565665666171,"",""
"ci3","z_naphthalene",74,0.195481933150345,0.0950944504344873,0.15512252932922,0.0965883130567682,"",""
"width","z_PCB151",74,0.193502668425367,0.0985575715391367,0.155999994697514,0.0972357055597427,"",""
"ci1","z_PCB151",74,0.193447719492121,0.0986551035275675,0.159267010293273,0.0904295432843629,"",""
"p450","z_PCB118",74,-0.192261819029948,0.100778463410913,-0.154916946938649,0.0949913691637503,"",""
"ci1","z_C2.fluorenes",74,0.192175320875038,0.100934722900046,0.145222972459783,0.0870171416033455,"",""
"p450","z_PCB138",74,-0.1921429893156,0.100993178571023,-0.155497365161358,0.0935654432319625,"",""
"ci1","z_C3.dibenzothiophenes",74,0.191534502587033,0.102098258411703,0.142202716855215,0.107348258511893,"",""
"height","z_C1.phenanthrenes_anthracenes",74,-0.19144760906269,0.102256832547402,-0.120345185974537,0.131540043644559,"",""
"ibr_combined","z_PCB017",74,-0.19137566819181,0.102388264342799,-0.155485383967641,0.100704646186021,"",""
"shell","z_perylene",74,0.191330151680473,0.102471488306023,0.136629135613902,0.11109588343479,"",""
"sod","z_PCB128",74,0.191254432776714,0.102610052085121,0.157562446656731,0.086844910930136,"",""
"sod","z_C3.naphthalenes",74,0.190488943915498,0.10401908571534,0.142511763236127,0.111605946570149,"",""
"ibr_morph","z_C3.phenanthrenes_anthracenes",74,0.190460677194304,0.104071402860801,0.129045539348717,0.105264199974666,"",""
"shell","z_C3.benzanthracenes_chrysenes",74,0.190120734970989,0.104702185271839,0.142114747334359,0.107362030532909,"",""
"height","z_benz_a_anthracene",74,-0.189933307327309,0.105051236750704,-0.118119835138565,0.140902201438062,"",""
"ci1","z_PCB052",74,0.189816874973303,0.105268526706235,0.135116937246092,0.0973749006690874,"",""
"ibr_bio","z_opDDD",74,-0.189745731010157,0.105401469709083,-0.151813683020896,0.0984971847921657,"",""
"ibr_morph","z_pyrene",74,0.189661438724377,0.105559151051209,0.122443046431361,0.124545840309249,"",""
"ibr_morph","z_C2.dibenzothiophenes",74,0.189507578172045,0.10584744260549,0.144912633764287,0.105350483304334,"",""
"shell","z_PCB044",74,0.189407576991748,0.106035144344551,0.133875431551173,0.135150324158309,"",""
"p450","z_C2.phenanthrenes_anthracenes",74,0.189315018975518,0.106209105477974,0.127010043423558,0.113955967964171,"",""
"shell","z_benzo_a_pyrene",74,0.189241655197131,0.106347148704238,0.142884705651715,0.11236149665627,"",""
"shell","z_PCB018",74,0.189047450120523,0.106713242335995,0.128362494053206,0.121787690210207,"",""
"ibr_bio","z_PCB049",74,-0.188711644581954,0.107348571451693,-0.152982046611315,0.0993922806596532,"",""
"p450","z_mercury",74,0.188636212422881,0.10749168833415,0.123077026677069,0.121267693450422,"",""
"p450","z_mercury.1",74,0.188636212422881,0.10749168833415,0.123077026677069,0.121267693450422,"",""
"ibr_combined","z_PCB049",74,-0.188527040380846,0.107699081575584,-0.151628223189975,0.102421758645071,"",""
"ibr_morph","z_phenanthrene",74,0.188509304245762,0.107732804036405,0.125259269626304,0.116683065340028,"",""
"shell","z_benz_a_anthracene",74,0.188212977535011,0.108297434032693,0.142118785769892,0.0764606553565391,"",""
"height","z_fluoranthene",74,-0.188168902870397,0.108381610747751,-0.119465707916313,0.133994647856838,"",""
"ibr_morph","z_C2.phenanthrenes_anthracenes",74,0.18737142434497,0.109913459535401,0.125506965986592,0.118299006214904,"",""
"ibr_morph","z_PCB066",74,0.187285078732743,0.110080317682273,0.12996704844855,0.13628813272674,"",""
"ibr_morph","z_3.methylphenanthrene",74,0.18709326481672,0.110451688551364,0.125906747312737,0.117306759021716,"",""
"ibr_bio","z_PCB017",74,-0.186995646359727,0.110641059210151,-0.151738748209384,0.109179023465008,"",""
"weight_initial","z_C2.phenanthrenes_anthracenes",74,-0.186614757733077,0.111382348678479,-0.12475542726811,0.120518672841593,"",""
"ibr_morph","z_C1.phenanthrenes_anthracenes",74,0.186099579435542,0.112391091830844,0.121835528834903,0.126827613163854,"",""
"weight_initial","z_cadmium",74,0.186041351152909,0.112505547644383,0.1377792452242,0.0841046750041295,"",""
"weight_initial","z_cadmium.1",74,0.186041351152909,0.112505547644383,0.1377792452242,0.0841046750041295,"",""
"sod","z_PCB017",74,0.186025784382623,0.112536161537747,0.151738748209384,0.109179023465008,"",""
"sod","z_lead",74,0.186021713141365,0.112544169175305,0.136524120224622,0.0858737767168713,"",""
"sod","z_lead.1",74,0.186021713141365,0.112544169175305,0.136524120224622,0.0858737767168713,"",""
"sod","z_C1.fluorenes",74,0.185875846285208,0.112831361812557,0.148122554090232,0.102491687286694,"",""
"ci1","z_PCB017",74,0.185869355031477,0.112844155365969,0.142372158813743,0.132836008012975,"",""
"ibr_combined","z_PCB151",74,-0.185342751838354,0.113885766156775,-0.147832455708115,0.116048518556947,"",""
"ibr_bio","z_PCB095",74,-0.18488176718243,0.114803654545924,-0.141603268689547,0.0856723976362344,"",""
"sod","z_C2.fluorenes",74,0.184834317133583,0.114898457084703,0.141049898538525,0.0964786912040836,"",""
"ci2","z_PCB049",74,0.184765729783285,0.115035597312535,0.143505282661941,0.122169675986153,"",""
"width","z_C2.benzanthracenes_chrysenes",74,-0.184268049342301,0.116034486720622,-0.134128736513324,0.105458325174645,"",""
"ibr_combined","z_opDDD",74,-0.184220794188123,0.116129677871547,-0.146916467439577,0.109845693511417,"",""
"ibr_morph","z_gamma_hexachlorocyclohexane",74,-0.183561643835616,0.117463747260732,-0.15088674177341,0.116799152958502,"",""
"shell","z_C3.fluoranthenes_pyrenes",74,0.183126423897089,0.118351032543002,0.135245307580101,0.106290865720482,"",""
"p450","z_PCB151",74,-0.182979947708781,0.118650808853902,-0.151099471303875,0.108206097117449,"",""
"length","z_C2.fluoranthenes_pyrenes",74,-0.182961871786029,0.118687843170985,-0.132885301456414,0.103158097668664,"",""
"ci1","z_C4.dibenzothiophenes",74,0.182061017634304,0.120544794382418,0.135442143619682,0.126038015604623,"",""
"ci1","z_C2.dibenzothiophenes",74,0.182050062232545,0.120567513221255,0.131645984194317,0.141239615602055,"",""
"width","z_C1.fluoranthenes_pyrenes",74,-0.181718528127285,0.121256587426384,-0.127242712387053,0.111287560582117,"",""
"height","z_C4.naphthalenes",74,-0.181574340895825,0.121557211463981,-0.103791543118726,0.196929495686944,"",""
"ibr_bio","z_opDDT",74,-0.181241438215502,0.122253478161153,-0.145634631413617,0.126277726667228,"",""
