"Metric","Analyte","N_Pairs","Spearman_r","Spearman_p","Kendall_tau","Kendall_p","Spearman_sig","Kendall_sig"
"length","z_PCB110",74,-0.181160903452033,0.122422374272738,-0.150291294995601,0.0943861085770342,"",""
"height","z_C3.dibenzothiophenes",74,-0.180647567439088,0.123503131605702,-0.131669182273347,0.135974323201395,"",""
"shell","z_C1.phenanthrenes_anthracenes",74,0.180440445591857,0.123941256528185,0.123325871695269,0.122247645428933,"",""
"ci1","z_PCB070",74,0.180241321526568,0.124363582252632,0.136816649921392,0.108705772912375,"",""
"ibr_bio","z_PCB101",74,-0.180115861520318,0.124630236361771,-0.139078806932791,0.0815889946650467,"",""
"ibr_morph","z_acenaphthene",74,0.180112021606075,0.124638404637876,0.140731655108319,0.115542151597709,"",""
"sod","z_C2.phenanthrenes_anthracenes",74,0.179953124228375,0.124976770097522,0.108973114179975,0.175039696284031,"",""
"shell","z_pyrene",74,0.179736174025062,0.125439888222594,0.123187381060123,0.122272075030876,"",""
"height","z_C1.benzanthracenes_chrysenes",74,-0.17937849429164,0.126206275292565,-0.117335092714185,0.145535995678308,"",""
"ci2","z_PCB110",74,0.179181603748157,0.126629665965509,0.143010747833184,0.111458690497097,"",""
"height","z_benzo_e_pyrene",74,-0.178773794026915,0.127510056328364,-0.126316118453582,0.123429347624486,"",""
"length","z_PCB156",74,-0.178082191780822,0.129013750416097,-0.146382659929428,0.128125656744294,"",""
"length","z_PCB170",74,-0.178082191780822,0.129013750416097,-0.146382659929428,0.128125656744294,"",""
"length","z_mirex",74,-0.178082191780822,0.129013750416097,-0.146382659929428,0.128125656744294,"",""
"ibr_bio","z_C3.naphthalenes",74,-0.177866726473377,0.129484963477077,-0.134339045631188,0.133672680210936,"",""
"ci1","z_C3.fluorenes",74,0.177607017662418,0.130054672714077,0.130026913155208,0.118514461052831,"",""
"shell","z_fluoranthene",74,0.177370262376614,0.130575687730396,0.120210042545075,0.131587714433979,"",""
"weight_initial","z_PCB074",74,0.177223741187793,0.130898922439986,0.143173984871133,0.132040969336944,"",""
"length","z_1.methylphenanthrene",74,-0.176919763792021,0.131571452330951,-0.133449124590949,0.112448080841154,"",""
"length","z_PCB153",74,-0.176917370442896,0.131576757840764,-0.143840839260787,0.108907877918995,"",""
"ibr_bio","z_arsenic",74,0.175983792269904,0.133658695917495,0.123486909692877,0.123250846729297,"",""
"ibr_bio","z_arsenic.1",74,0.175983792269904,0.133658695917495,0.123486909692877,0.123250846729297,"",""
"height","z_C4.fluoranthenes_pyrenes",74,-0.175922936853481,0.13379526857778,-0.137323411664984,0.127725137572242,"",""
"length","z_1_7.dimethylphenanthrene",74,-0.17572642673149,0.134237001288078,-0.123585015267425,0.128993335856819,"",""
"ibr_morph","z_PCB151",74,-0.175699214053702,0.134298259263672,-0.139664916718717,0.137610004395616,"",""
"p450","z_retene",74,0.175245755066433,0.13532214959802,0.120085218889574,0.132720800145382,"",""
"width","z_C2.fluoranthenes_pyrenes",74,-0.175058970653114,0.135745613138876,-0.124435947028549,0.126983055109185,"",""
"ci3","z_PCB138",74,0.17502156526466,0.135830536088116,0.132510798137505,0.153005498514153,"",""
"length","z_benzo_e_pyrene",74,-0.17469746977716,0.136568025394886,-0.122441390893656,0.135363407707872,"",""
"ci3","z_PCB118",74,0.174217082774377,0.137666720450495,0.131916177524177,0.155100990692391,"",""
"length","z_C1.phenanthrenes_anthracenes",74,-0.173833184612056,0.138549520965024,-0.115128985963257,0.149107279202455,"",""
"width","z_pyrene",74,-0.172507026005262,0.141631977278273,-0.120954377173837,0.129192174147529,"",""
"shell","z_3.methylphenanthrene",74,0.171875436237209,0.143118019721166,0.11688656243063,0.145953246662966,"",""
"ci1","z_PCB128",74,0.171662926761765,0.143620649004193,0.134265275555736,0.144536706362089,"",""
"ci2","z_ppDDT",74,0.171333731790915,0.144401878994197,0.133993483221238,0.144578294019194,"",""
"weight_final","z_arsenic",74,0.171004796463009,0.145185673212053,0.114506043533395,0.152952920474007,"",""
"weight_final","z_arsenic.1",74,0.171004796463009,0.145185673212053,0.114506043533395,0.152952920474007,"",""
"width","z_C2.phenanthrenes_anthracenes",74,-0.170932471286594,0.14535843820589,-0.114233885209354,0.155125548606857,"",""
"height","z_cadmium",74,0.170916881089439,0.145395699091039,0.115436664917573,0.147829748692178,"",""
"height","z_cadmium.1",74,0.170916881089439,0.145395699091039,0.115436664917573,0.147829748692178,"",""
"ibr_combined","z_PCB095",74,-0.17057347384762,0.146218266348365,-0.140823085390982,0.0874116687883415,"",""
"ibr_combined","z_PCB101",74,-0.170249340400682,0.146997860364218,-0.137587345196247,0.0849131547544261,"",""
"width","z_phenanthrene",74,-0.17007912706235,0.147408495332565,-0.103637133797954,0.194274964151627,"",""
"shell","z_2.methylnaphthalene",74,0.169580184527299,0.148617126308944,0.127008627245969,0.158167907316977,"",""
"sod","z_PCB033",74,0.169571617809544,0.148637942692263,0.113103337084018,0.171211817182657,"",""
"height","z_3.methylphenanthrene",74,-0.169264970515967,0.14938450527444,-0.113879834136595,0.156607607766448,"",""
"sod","z_C4.naphthalenes",74,0.169219217062609,0.149496136232017,0.12485069679499,0.120624184803158,"",""
"shell","z_C3.phenanthrenes_anthracenes",74,0.16873056260074,0.150692262657055,0.114169972853187,0.151822111981492,"",""
"length","z_pyrene",74,-0.168462850985989,0.151350586592417,-0.120954377173837,0.129192174147529,"",""
"width","z_PCB074",74,0.168068145570448,0.152325107281003,0.1390832995891,0.143448062339303,"",""
"shell","z_C2.benzanthracenes_chrysenes",74,0.167838528959657,0.152894173602914,0.113554417048153,0.170495225246089,"",""
"sod","z_C1.benzanthracenes_chrysenes",74,0.167664404571718,0.15332676624497,0.121107925277342,0.133024399884663,"",""
"ibr_combined","z_C2.fluorenes",74,-0.167596206437087,0.153496445023494,-0.129365291559003,0.127389984080093,"",""
"height","z_C3.phenanthrenes_anthracenes",74,-0.167175237425331,0.154546922724108,-0.104500854631093,0.189603531684184,"",""
"ci1","z_C3.fluoranthenes_pyrenes",74,0.167168395496213,0.154564039980816,0.122287673320929,0.144193286080862,"",""
"height","z_chrysene",74,-0.167143486408068,0.154626369879379,-0.100286338780882,0.210583387553037,"",""
"ci2","z_gamma_hexachlorocyclohexane",74,0.167123287671233,0.154676926809853,0.137374496241463,0.153320069099719,"",""
"weight_change","z_gamma_hexachlorocyclohexane",74,0.167123287671233,0.154676926809853,0.137374496241463,0.153320069099719,"",""
"ci2","z_PCB074",74,0.166196183641251,0.157010696857082,0.134992614307068,0.155596295573945,"",""
"length","z_fluoranthene",74,-0.165090326890543,0.159828489240828,-0.106067684598596,0.183362202718588,"",""
"height","z_C2.dibenzothiophenes",74,-0.165040425392329,0.159956518380419,-0.122461380645876,0.171140211434185,"",""
"ci1","z_C2.benzanthracenes_chrysenes",74,0.16490090043041,0.160314891657838,0.113554417048153,0.170495225246089,"",""
"shell","z_benzo_ghi_perylene",74,0.164375084020085,0.161670803347606,0.127033207171221,0.159800919430105,"",""
"ibr_morph","z_C1.fluorenes",74,0.164329216947249,0.161789480509489,0.128225494585574,0.157494539642048,"",""
"ibr_combined","z_opDDT",74,-0.16416030183656,0.16222708919653,-0.13198138471859,0.165866727257776,"",""
"sod","z_C2.fluoranthenes_pyrenes",74,0.164123387232899,0.162322840247955,0.116754715730491,0.152171445606611,"",""
"weight_final","z_PCB149",74,0.164055282419479,0.162499603664275,0.121027807365504,0.131259540784451,"",""
"length","z_C1.benzanthracenes_chrysenes",74,-0.163863635283631,0.162997779288082,-0.111298560613134,0.167401532463648,"",""
"ibr_morph","z_benzo_a_pyrene",74,0.163733876013732,0.163335720559289,0.121716601110721,0.176228946582436,"",""
"ibr_morph","z_benzo_b_fluoranthene",74,0.163404931952948,0.164194729508301,0.110289869640003,0.170542963616744,"",""
"height","z_PCB066",74,-0.163294759784039,0.164483178101687,-0.118233912130278,0.175333117148068,"",""
"ci1","z_PCB177",74,0.162993997532278,0.16527252436084,0.133783810527711,0.157377015072753,"",""
"ci1","z_PCB183",74,0.162993997532278,0.16527252436084,0.133783810527711,0.157377015072753,"",""
"ibr_bio","z_BDE099",74,-0.162592315853511,0.166331080464108,-0.1296166750769,0.143163552626876,"",""
"shell","z_PCB031",74,0.162469450967081,0.166655862257082,0.0999274571757104,0.223439635970636,"",""
"shell","z_dibenz_ah_anthracene",74,0.162402418009558,0.166833254239914,0.133129625145988,0.158429607116685,"",""
"shell","z_C2.fluoranthenes_pyrenes",74,0.16180779238299,0.168412922042298,0.115218469470879,0.157637304951972,"",""
"ibr_bio","z_C2.benzanthracenes_chrysenes",74,-0.161372717712294,0.169575674069816,-0.12067629686302,0.145233411243942,"",""
"ci2","z_PCB153",74,0.160350838137077,0.172329837716049,0.122031036917997,0.17381449748469,"",""
"width","z_fluoranthene",74,-0.16035018291522,0.172331614111592,-0.103834680712309,0.192757865841822,"",""
"width","z_C1.phenanthrenes_anthracenes",74,-0.160337187408921,0.172366849466654,-0.105441757370879,0.186401234776323,"",""
"width","z_C4.benzanthracenes_chrysenes",74,-0.160291412164467,0.172491004156248,-0.127401884499654,0.173794853894983,"",""
"p450","z_naphthalene",74,0.16004397943543,0.173163241529511,0.130126481949156,0.163355765995005,"",""
"weight_initial","z_PCB177",74,0.159896798730801,0.173564017547858,0.12629940154714,0.181926585875891,"",""
"weight_initial","z_PCB183",74,0.159896798730801,0.173564017547858,0.12629940154714,0.181926585875891,"",""
"width","z_3.methylphenanthrene",74,-0.159816864468064,0.173781964274623,-0.106363013401506,0.185811944496223,"",""
"height","z_C3.benzanthracenes_chrysenes",74,-0.159779031693014,0.173885187916309,-0.121060710692232,0.170181361557367,"",""
"ibr_bio","z_C3.fluoranthenes_pyrenes",74,-0.15964160208139,0.174260530685106,-0.114999004050146,0.169655561034535,"",""
"weight_final","z_dibenz_ah_anthracene",74,0.159427373714124,0.174846804204258,0.129649112070276,0.169596839294231,"",""
"ci1","z_C1.dibenzothiophenes",74,0.159398591713529,0.174925680893663,0.122415428541855,0.188277328968854,"",""
"ci2","z_PCB151",74,0.158747468147348,0.176717029420043,0.126596854335679,0.178358567937212,"",""
"width","z_C3.phenanthrenes_anthracenes",74,-0.158243227132271,0.17811344713025,-0.107475967930199,0.177305443290895,"",""
"shell","z_235.trimethylnaphthalene",74,0.157773770756822,0.179420745611558,0.13198138471859,0.165866727257776,"",""
"height","z_naphthalene",74,0.157277725664435,0.180809659028736,0.130126481949156,0.163355765995005,"",""
"ibr_morph","z_benzo_k_fluoranthene",74,0.157202549985905,0.181020829099655,0.103316873748514,0.198614133863918,"",""
"ibr_bio","z_C4.naphthalenes",74,-0.157116238613745,0.18126350054664,-0.116577457850743,0.147252401425396,"",""
"ibr_bio","z_PCB151",74,-0.157016576750102,0.181544001951334,-0.124963346537799,0.184025952165618,"",""
"width","z_benz_a_anthracene",74,-0.156994923976489,0.181604986029304,-0.100120622165069,0.212006204798954,"",""
"height","z_C4.dibenzothiophenes",74,-0.156930588127785,0.181786272893097,-0.115053003719945,0.193736600404173,"",""
"height","z_acenaphthene",74,-0.156855451798694,0.181998159919385,-0.115236790052464,0.197515841694368,"",""
"shell","z_9.methylphenanthrene",74,0.156451772860335,0.183139619131615,0.110872834754549,0.206284067820775,"",""
"sod","z_PCB105",74,0.156093751397011,0.1841563133184,0.109892983833624,0.182463583183336,"",""
"shell","z_dieldrin",74,0.155885125639601,0.184750643132809,0.125028964539534,0.170203001325513,"",""
"ci1","z_dibenzothiophene",74,0.155831203299985,0.184904481991566,0.122402861620427,0.192792195669654,"",""
"ci2","z_BDE100",74,0.155733104021285,0.185184594283808,0.129705843602753,0.173286927720186,"",""
"weight_final","z_C2.phenanthrenes_anthracenes",74,-0.15571011944734,0.185250268756301,-0.10446388186908,0.193577369434212,"",""
"shell","z_phenanthrene",74,0.155515731426262,0.185806373737668,0.112584224485547,0.15851114238275,"",""
"length","z_phenanthrene",74,-0.15444903306838,0.188879499466449,-0.0939444522197282,0.239340442781002,"",""
"length","z_cadmium",74,0.154296258747408,0.189322623725494,0.105010127441147,0.18799908522467,"",""
"length","z_cadmium.1",74,0.154296258747408,0.189322623725494,0.105010127441147,0.18799908522467,"",""
"width","z_benzo_e_pyrene",74,-0.153311753952162,0.192196197170771,-0.113916990261819,0.164735693000467,"",""
"ci1","z_PCB074",74,0.153160521479752,0.192640381258208,0.124765901101987,0.189364842743052,"",""
"ibr_combined","z_C4.naphthalenes",74,-0.152785270835475,0.193745716831977,-0.108304218906497,0.1781570559335,"",""
"height","z_zinc",74,0.152292921238447,0.19520288277477,0.103598252861002,0.194300893522431,"",""
"height","z_zinc.1",74,0.152292921238447,0.19520288277477,0.103598252861002,0.194300893522431,"",""
"ci1","z_C3.naphthalenes",74,0.151936105233197,0.196263826952912,0.10982089281637,0.220179162353387,"",""
"length","z_chrysene",74,-0.151758637699052,0.196793039958598,-0.101034744294172,0.207198658477581,"",""
"ci2","z_PCB087",74,0.151103795085145,0.198754648890802,0.112885661918222,0.207577894962498,"",""
"sod","z_acenaphthene",74,0.150571844428377,0.200358399632606,0.117276379256932,0.189699183329356,"",""
"length","z_PCB074",74,0.150505739107437,0.200558341345563,0.126811243743003,0.18221167859019,"",""
"ibr_morph","z_9.methylphenanthrene",74,0.150379405372691,0.200940846013953,0.109941130260813,0.210122426903576,"",""
"shell","z_cadmium",74,0.150341083912005,0.201056976056918,0.0789437837500823,0.322308384704596,"",""
"shell","z_cadmium.1",74,0.150341083912005,0.201056976056918,0.0789437837500823,0.322308384704596,"",""
"ci3","z_1.methylnaphthalene",74,0.15025353593512,0.201322462848171,0.122879220255239,0.197033804058982,"",""
"shell","z_C3.dibenzothiophenes",74,0.150081724279242,0.201844204354754,0.106771736898024,0.226652920527075,"",""
"ibr_combined","z_BDE099",74,-0.149931581153958,0.202300934456595,-0.120878472262727,0.172125125671038,"",""
"ci1","z_PCB044",74,0.14986113847407,0.202515472536527,0.108326685071941,0.226676749001297,"",""
"length","z_C4.dibenzothiophenes",74,-0.1494973995799,0.203625847334871,-0.113111180872351,0.201365764621835,"",""
"shell","z_C1.dibenzothiophenes",74,0.149491518155595,0.203643836952673,0.119601280759283,0.198636289897355,"",""
"shell","z_benzo_b_fluoranthene",74,0.149426776676915,0.203841937726073,0.0989973915198661,0.218644314477013,"",""
"width","z_C1.benzanthracenes_chrysenes",74,-0.149402895882865,0.203915044601034,-0.101489195948926,0.20805874630694,"",""
"ibr_combined","z_arsenic",74,0.14939951108666,0.203925408073955,0.102531555320752,0.200642934373126,"",""
"ibr_combined","z_arsenic.1",74,0.14939951108666,0.203925408073955,0.102531555320752,0.200642934373126,"",""
"p450","z_PCB049",74,-0.149390949746095,0.203951622618263,-0.123197931341855,0.184510328865061,"",""
"length","z_C1.fluoranthenes_pyrenes",74,-0.149179887572204,0.204598647377842,-0.0996299243617102,0.21244860435079,"",""
"sod","z_BDE047",74,0.149054678450011,0.204983174022713,0.114181217769868,0.177877151762348,"",""
"ci1","z_2.methylnaphthalene",74,0.14857815903907,0.206451304495048,0.106898927932024,0.234908012609987,"",""
"weight_initial","z_zinc",74,0.14844115474798,0.206874787325883,0.0931638964577359,0.243117214086973,"",""
"weight_initial","z_zinc.1",74,0.14844115474798,0.206874787325883,0.0931638964577359,0.243117214086973,"",""
"ci2","z_PCB017",74,0.148357596626707,0.207133369881523,0.119892344264205,0.205622612530013,"",""
"width","z_C3.fluoranthenes_pyrenes",74,-0.14820578153667,0.207603770815175,-0.111759595485353,0.181998597773455,"",""
"ci1","z_indeno_123cd_pyrene",74,0.148205352834501,0.20760510022739,0.11414093933093,0.215266773707143,"",""
"shell","z_C4.dibenzothiophenes",74,0.148177487594761,0.207691523744612,0.104372978058178,0.238411718081163,"",""
"weight_initial","z_C2.benzanthracenes_chrysenes",74,-0.147895968273996,0.208566083679545,-0.105641217253857,0.202273459715083,"",""
"ibr_morph","z_perylene",74,0.147674449877744,0.209256081027856,0.111630744870665,0.192994836894459,"",""
"length","z_benz_a_anthracene",74,-0.147533110118847,0.209697178666566,-0.100120622165069,0.212006204798954,"",""
"weight_change","z_PCB177",74,0.147320294506621,0.21036258306538,0.116943890321426,0.216470088568979,"",""
"weight_change","z_PCB183",74,0.147320294506621,0.21036258306538,0.116943890321426,0.216470088568979,"",""
"length","z_C3.fluoranthenes_pyrenes",74,-0.147132715265718,0.210950320687624,-0.10852018692056,0.194995557182614,"",""
"ci1","z_fluorene",74,0.146860688296081,0.211804720579992,0.108786081237705,0.212642930179378,"",""
"weight_initial","z_C2.naphthalenes",74,-0.146771531303192,0.212085282621191,-0.0993486909437058,0.23120845133008,"",""
"ci3","z_2.methylnaphthalene",74,0.146753514980695,0.212142008866471,0.111132548840223,0.216885341317556,"",""
"ibr_morph","z_C4.fluoranthenes_pyrenes",74,0.146410039424103,0.213225530167641,0.111873512978037,0.214659506973944,"",""
"ibr_bio","z_C2.fluorenes",74,-0.146290150992141,0.213604646982179,-0.111003766305467,0.190839972558086,"",""
"ibr_bio","z_C4.phenanthrenes_anthracenes",74,-0.146251861882844,0.213725826856765,-0.0980268054200226,0.219462760569879,"",""
"weight_initial","z_C4.naphthalenes",74,-0.146081170028016,0.214266634314987,-0.0985267546996606,0.220614198065179,"",""
"width","z_chrysene",74,-0.146067132974329,0.214311151230508,-0.0965443112144308,0.22810763350468,"",""
"height","z_C1.fluorenes",74,-0.145868944542211,0.214940380247001,-0.10611765069151,0.242068115461793,"",""
"sod","z_1_7.dimethylphenanthrene",74,0.145643636678542,0.215657292762493,0.108280369413874,0.183490071761528,"",""
"width","z_gamma_hexachlorocyclohexane",74,0.145205479452055,0.217056299911132,0.119358168865533,0.214740187442816,"",""
"height","z_ppDDD",74,-0.145087592295468,0.217433794541031,-0.10877670518799,0.219320665422025,"",""
"weight_final","z_ppDDT",74,-0.144890347216662,0.21806643986821,-0.121756635438476,0.184934296505978,"",""
"length","z_9.methylphenanthrene",74,-0.144693920024148,0.218697747944419,-0.109009425767077,0.214012215652513,"",""
"ibr_combined","z_trans_nonachlor",74,-0.144666023243,0.21878751105391,-0.113497278411483,0.223414834713554,"",""
"ibr_morph","z_C4.dibenzothiophenes",74,0.14432195521712,0.219896744928795,0.107285712329569,0.22556315512989,"",""
"ibr_combined","z_beta_hexachlorocyclohexane",74,-0.144246491258744,0.220140558963449,-0.116220179752355,0.207726861409689,"",""
"ci3","z_PCB105",74,0.144235303706362,0.220176720614326,0.101319772328874,0.218997284234997,"",""
"ci1","z_C4.naphthalenes",74,0.1436042124288,0.222223363276348,0.0992788673309557,0.217110911523704,"",""
"width","z_trans_nonachlor",74,0.14284722791356,0.224695827142347,0.114907182491129,0.217716788393615,"",""
"length","z_C3.dibenzothiophenes",74,-0.142800871751279,0.224847858464268,-0.109644519056715,0.214400543661858,"",""
"length","z_benzo_b_fluoranthene",74,-0.142675119935307,0.225260640864339,-0.0974917277705146,0.225730028126697,"",""
"ibr_bio","z_PCB149",74,-0.142575558535335,0.225587828371923,-0.111285630921222,0.165236421470937,"",""
"ibr_morph","z_C4.naphthalenes",74,0.142402813832773,0.226156305206046,0.100030979962251,0.213647822484867,"",""
"ibr_combined","z_C3.naphthalenes",74,-0.142401726392797,0.226159886974377,-0.107777713415135,0.228882846217683,"",""
"width","z_C4.naphthalenes",74,-0.142358317588476,0.226302897605222,-0.0864929525989387,0.28224452248361,"",""
"height","z_PCB070",74,-0.142349945861756,0.226330485585919,-0.10408137785431,0.222370331936432,"",""
"shell","z_benzo_k_fluoranthene",74,0.142268307737244,0.226599636992833,0.09054315117597,0.259922554661694,"",""
"ibr_bio","z_C1.dibenzothiophenes",74,-0.141690295981956,0.228511668873982,-0.111158837411569,0.232200694484306,"",""
"shell","z_zinc",74,0.141315386740617,0.229757845701885,0.0842201623977932,0.291344583548099,"",""
"shell","z_zinc.1",74,0.141315386740617,0.229757845701885,0.0842201623977932,0.291344583548099,"",""
"ibr_morph","z_1.methylnaphthalene",74,0.140843794876809,0.231332100065465,0.113777055791888,0.232286587708998,"",""
"weight_change","z_C2.phenanthrenes_anthracenes",74,-0.140176199003189,0.233573449958198,-0.0984515721212192,0.220483017331125,"",""
"shell","z_1.methylphenanthrene",74,0.139929407890471,0.234405815804976,0.0918227921497355,0.274758970779369,"",""
"ibr_combined","z_BDE047",74,-0.139859544584943,0.234641820711071,-0.112514338678337,0.184293354444831,"",""
"weight_initial","z_gamma_hexachlorocyclohexane",74,0.13972602739726,0.235093312675615,0.114854087021551,0.232548503307464,"",""
"height","z_26.dimethylnaphthalene",74,0.139658433627554,0.235322112246039,0.113952568938527,0.222228487802014,"",""
"ibr_morph","z_C3.dibenzothiophenes",74,0.139418022817296,0.236137133985844,0.104856548792229,0.235093823386926,"",""
"width","z_BDE100",74,0.139407770136986,0.236171935213009,0.116052596907726,0.223079913159709,"",""
"sod","z_trans_nonachlor",74,0.138970322079752,0.237660098026344,0.106447758013255,0.253505186354883,"",""
"weight_initial","z_C2.fluoranthenes_pyrenes",74,-0.13890581235131,0.237880102267541,-0.100624130004568,0.217175065801099,"",""
"ci1","z_copper",74,0.138747340205239,0.238421153975927,0.100895095274457,0.205796368340264,"",""
"ci1","z_copper.1",74,0.138747340205239,0.238421153975927,0.100895095274457,0.205796368340264,"",""
"sod","z_fluorene",74,0.138501688489802,0.239261531706441,0.110606768789801,0.205087354631029,"",""
"shell","z_PCB028",74,0.138221815890658,0.240221469427703,0.101759506526247,0.209656130338871,"",""
"ibr_morph","z_PCB052",74,0.138132587766981,0.240528071637786,0.0922469741538472,0.257737541655716,"",""
"ibr_combined","z_C4.phenanthrenes_anthracenes",74,-0.137837046490881,0.241545526090569,-0.0987722564118099,0.21597720689339,"",""
"ci1","z_BDE100",74,0.137518263900378,0.242646313398041,0.113777055791888,0.232286587708998,"",""
"height","z_C4.phenanthrenes_anthracenes",74,-0.13733334275263,0.243286444368193,-0.0883359425267885,0.268482976251347,"",""
"weight_final","z_PCB118",74,-0.137273831182088,0.243492699064436,-0.10756242167356,0.246347353752674,"",""
"ci3","z_C1.naphthalenes",74,0.137146205448846,0.243935428725874,0.101606901796775,0.258894393705973,"",""
"ibr_morph","z_benzo_e_pyrene",74,0.136751686687534,0.24530750067448,0.0968681889981453,0.237446272412889,"",""
"ci1","z_PCB118",74,0.136650803203955,0.245659206227096,0.103503462365124,0.264627177139544,"",""
"sod","z_1.methylnaphthalene",74,0.136195609534752,0.247250431527544,0.111501514676051,0.24175975642115,"",""
"sod","z_PCB151",74,0.136026084250176,0.247844844583972,0.108628268559002,0.248169993111688,"",""
"ci1","z_PCB087",74,0.135700886719033,0.248987836102325,0.104712944313283,0.242398186532158,"",""
"height","z_arsenic",74,0.135662817297994,0.249121876524664,0.09280228364798,0.246746322763909,"",""
"height","z_arsenic.1",74,0.135662817297994,0.249121876524664,0.09280228364798,0.246746322763909,"",""
"ci3","z_PCB017",74,0.135592961573207,0.249367963275914,0.110525754868564,0.243286392171245,"",""
"ibr_bio","z_lead",74,-0.135250818822209,0.250575660914895,-0.0964572588543522,0.224936584783949,"",""
"ibr_bio","z_lead.1",74,-0.135250818822209,0.250575660914895,-0.0964572588543522,0.224936584783949,"",""
"ibr_bio","z_C3.phenanthrenes_anthracenes",74,-0.134987412604736,0.251508153072703,-0.0933441797594464,0.241314278122748,"",""
"length","z_fluorene",74,-0.134883860510405,0.251875389020362,-0.106055049909562,0.224349966430838,"",""
"ci3","z_C2.fluorenes",74,0.13466299856937,0.252659873774697,0.0959807001889374,0.258028814480905,"",""
"weight_initial","z_3.methylphenanthrene",74,-0.13442415245235,0.253510111052043,-0.0823091870492221,0.305901318009857,"",""
"sod","z_benzo_e_pyrene",74,0.134338862407349,0.253814196036423,0.0984180800221157,0.23002431643329,"",""
"ci1","z_PCB156",74,0.134246575342466,0.254143507414492,0.110350005177569,0.251380280809321,"",""
"ci1","z_PCB170",74,0.134246575342466,0.254143507414492,0.110350005177569,0.251380280809321,"",""
"ci1","z_mirex",74,0.134246575342466,0.254143507414492,0.110350005177569,0.251380280809321,"",""
"ibr_bio","z_PCB156",74,-0.134246575342466,0.254143507414492,-0.110350005177569,0.251380280809321,"",""
"ibr_bio","z_PCB170",74,-0.134246575342466,0.254143507414492,-0.110350005177569,0.251380280809321,"",""
"ibr_bio","z_mirex",74,-0.134246575342466,0.254143507414492,-0.110350005177569,0.251380280809321,"",""
"ibr_combined","z_PCB156",74,-0.134246575342466,0.254143507414492,-0.110350005177569,0.251380280809321,"",""
"ibr_combined","z_PCB170",74,-0.134246575342466,0.254143507414492,-0.110350005177569,0.251380280809321,"",""
"ibr_combined","z_mirex",74,-0.134246575342466,0.254143507414492,-0.110350005177569,0.251380280809321,"",""
"ibr_bio","z_BDE047",74,-0.134233369457334,0.254190654262913,-0.107513701403744,0.204567884794513,"",""
"ci1","z_beta_chlordane",74,0.134212769453062,0.254264211042024,0.106994760761122,0.255354300433615,"",""
"ibr_bio","z_C1.fluorenes",74,-0.13417936765877,0.254383510199578,-0.101696081912697,0.262249506439885,"",""
"p450","z_C4.dibenzothiophenes",74,-0.134040535543409,0.254879776947893,-0.0956347752440045,0.280025587633165,"",""
"ibr_combined","z_C2.benzanthracenes_chrysenes",74,-0.133934661552523,0.255258674892723,-0.104849897274427,0.205674314774525,"",""
"ibr_combined","z_C1.dibenzothiophenes",74,-0.133793353290848,0.255764980695162,-0.105530541846426,0.256703313561919,"",""
"weight_final","z_PCB138",74,-0.133694785648443,0.256118551571521,-0.10411562710804,0.261529983161379,"",""
"weight_change","z_C2.benzanthracenes_chrysenes",74,-0.133662098080737,0.256235878133667,-0.0945627375418419,0.253710728351823,"",""
"ibr_bio","z_1.methylnaphthalene",74,-0.132794498308856,0.259363345361991,-0.106950432444375,0.261513937230889,"",""
"ci1","z_lead",74,0.132599713197026,0.260069036538758,0.098683195597145,0.214417573109118,"",""
"ci1","z_lead.1",74,0.132599713197026,0.260069036538758,0.098683195597145,0.214417573109118,"",""
"weight_initial","z_pyrene",74,-0.132554132133541,0.260234360825678,-0.0919253266521161,0.248851145505974,"",""
"ibr_bio","z_PCB105",74,-0.132541764896367,0.260279229552594,-0.0958640922803958,0.244824975181331,"",""
"ibr_bio","z_beta_hexachlorocyclohexane",74,-0.13250045786598,0.260429130747886,-0.104850814341798,0.255707486421549,"",""
"ci2","z_ppDDE",74,0.132489792403214,0.26046784468829,0.0881121250568469,0.270436461047263,"",""
"sod","z_PCB049",74,0.132199683517977,0.261522389252845,0.108305873707125,0.243376374903858,"",""
"ci1","z_PCB138",74,0.132102631659879,0.261875816370972,0.101411325105233,0.274122077315204,"",""
"weight_change","z_C3.phenanthrenes_anthracenes",74,-0.131995263219664,0.262267188971069,-0.105988411280646,0.183378114650371,"",""
"weight_change","z_3.methylphenanthrene",74,-0.131932344263892,0.26249672085729,-0.0958394643723819,0.233196174044994,"",""
"ibr_combined","z_PCB149",74,-0.131917227636301,0.262551887393068,-0.118779612801439,0.138574662271263,"",""
"weight_change","z_C2.fluoranthenes_pyrenes",74,-0.131331576293866,0.264695195672469,-0.101392253134374,0.213685434772075,"",""
"sod","z_indeno_123cd_pyrene",74,0.131128906273076,0.265439648992982,0.102789906690285,0.264432411160085,"",""
"ibr_morph","z_PCB095",74,0.130215979111029,0.268810531484615,0.0869904377899974,0.291046310067592,"",""
"ci2","z_lead",74,0.130141145969202,0.269088114826899,0.0860695540546527,0.27888816757496,"",""
"ci2","z_lead.1",74,0.130141145969202,0.269088114826899,0.0860695540546527,0.27888816757496,"",""
"p450","z_PCB087",74,-0.129940596251518,0.269832976261635,-0.0924538679058744,0.302000263425099,"",""
"weight_initial","z_C3.phenanthrenes_anthracenes",74,-0.129906683698401,0.269959067560228,-0.0918566231098935,0.248895838066154,"",""
