"","1","2","3","4"
"2",0.642,NA,NA,NA
"3",0.0183333333333333,0.025,NA,NA
"4",0.00333333333333333,0.00333333333333333,0.0833333333333333,NA
"5",0.014,0.025,0.01,0.00333333333333333
