"","1","2","3","4","5"
"2",0.0475,NA,NA,NA,NA
"3",0.0475,0.722142857142857,NA,NA,NA
"4",0.37875,0.542727272727273,0.722142857142857,NA,NA
"5",0.5205,0.5205,0.722142857142857,0.979,NA
"6",0.0475,0.0475,0.0475,0.0475,0.06
