site_name,analyte,dryvalue
Squaxin Island,PCB183,-1.294719101
Squaxin Island,PCB187,-1.294719101
Squaxin Island,PCB191,-1.294719101
Squaxin Island,PCB194,-1.294719101
Squaxin Island,PCB195,-1.294719101
Squaxin Island,PCB198,-1.294719101
Squaxin Island,PCB199,-1.294719101
Squaxin Island,PCB205,-1.294719101
Squaxin Island,PCB206,-1.294719101
Squaxin Island,PCB208,-1.294719101
Squaxin Island,PCB209,-1.294719101
Squaxin Island,PCB028,1.553662921
Squaxin Island,PCB031,1.488926966
Squaxin Island,PCB033,-1.294719101
Squaxin Island,PCB044,-1.294719101
Squaxin Island,PCB049,-1.294719101
Squaxin Island,PCB052,-1.294719101
Squaxin Island,PCB066,-1.294719101
Squaxin Island,PCB070,-1.294719101
Squaxin Island,PCB074,-1.294719101
Squaxin Island,PCB082,-1.294719101
Squaxin Island,PCB087,-1.294719101
Squaxin Island,PCB095,-1.294719101
Squaxin Island,PCB099,1.294719101
Squaxin Island,cis_nonachlor,-1.359455056
Squaxin Island,dieldrin,-1.035775281
Squaxin Island,Endosulfan_1,-1.165247191
Squaxin Island,hexachlorobenzene,-1.294719101
Squaxin Island,heptachlor,-1.165247191
Squaxin Island,heptachlor_epoxide,-1.229983146
Squaxin Island,gamma_hexachlorocyclohexane,-1.100511236
Squaxin Island,mirex,-1.294719101
Squaxin Island,nonachlor3,-1.294719101
Squaxin Island,opDDD,-1.359455056
Squaxin Island,opDDE,-1.294719101
Squaxin Island,opDDT,-1.294719101
Squaxin Island,Oxychlordane,-1.359455056
Squaxin Island,ppDDD,-1.294719101
Squaxin Island,ppDDE,1.294719101
Squaxin Island,ppDDT,-1.165247191
Eld Inlet,alpha_chlordane,-1.072488263
Eld Inlet,alpha_hexachlorocyclohexane,-1.01886385
Eld Inlet,aldrin,-1.072488263
Eld Inlet,beta_chlordane,-1.233361502
Eld Inlet,BDE100,-1.233361502
Eld Inlet,BDE153,-1.072488263
Eld Inlet,BDE154,-1.233361502
Eld Inlet,BDE155,-1.179737089
Eld Inlet,BDE183,-0.965239437
Eld Inlet,BDE028,-1.233361502
Eld Inlet,BDE047,-1.233361502
Eld Inlet,BDE049,-1.233361502
Eld Inlet,BDE066,-1.233361502
Eld Inlet,BDE085,-1.233361502
Eld Inlet,BDE099,-1.179737089
Eld Inlet,beta_hexachlorocyclohexane,-0.643492958
Eld Inlet,Br5DE04,-1.233361502
Eld Inlet,Br5DE05,-1.233361502
Eld Inlet,Br6DE01,-1.233361502
Eld Inlet,Br7DE01,-0.965239437
Eld Inlet,PCB101,2.73484507
Eld Inlet,PCB105,1.447859155
Eld Inlet,PCB011,-1.179737089
Eld Inlet,PCB110,2.359474178
Eld Inlet,PCB118,2.949342723
Eld Inlet,PCB128,-1.233361502
Eld Inlet,PCB138,4.450826291
Eld Inlet,PCB149,2.091352113
Eld Inlet,PCB151,-1.179737089
Eld Inlet,PCB153,4.236328638
Eld Inlet,PCB156,-1.179737089
Eld Inlet,PCB158,-1.233361502
Eld Inlet,PCB017,-1.179737089
Eld Inlet,PCB170,-1.179737089
Eld Inlet,PCB171,-1.179737089
Eld Inlet,PCB177,-1.179737089
Eld Inlet,PCB018,1.394234742
Eld Inlet,PCB180,-1.179737089
Eld Inlet,PCB183,-1.179737089
Eld Inlet,PCB187,-1.179737089
Eld Inlet,PCB191,-1.179737089
Eld Inlet,PCB194,-1.179737089
Eld Inlet,PCB195,-1.179737089
Eld Inlet,PCB198,-1.179737089
Eld Inlet,PCB199,-1.179737089
Eld Inlet,PCB205,-1.179737089
Eld Inlet,PCB206,-1.179737089
Eld Inlet,PCB208,-1.179737089
Eld Inlet,PCB209,-1.179737089
Eld Inlet,PCB028,1.501483568
Eld Inlet,PCB031,1.501483568
Eld Inlet,PCB033,1.179737089
Eld Inlet,PCB044,-1.179737089
Eld Inlet,PCB049,-1.179737089
Eld Inlet,PCB052,1.340610329
Eld Inlet,PCB066,-1.179737089
Eld Inlet,PCB070,1.286985915
Eld Inlet,PCB074,-1.233361502
Eld Inlet,PCB082,-1.179737089
Eld Inlet,PCB087,-1.179737089
Eld Inlet,PCB095,1.286985915
Eld Inlet,PCB099,1.501483568
Eld Inlet,cis_nonachlor,-1.233361502
Eld Inlet,dieldrin,-0.965239437
Eld Inlet,Endosulfan_1,-1.072488263
Eld Inlet,hexachlorobenzene,-1.179737089
Eld Inlet,heptachlor,-1.072488263
Eld Inlet,heptachlor_epoxide,-1.126112676
Eld Inlet,gamma_hexachlorocyclohexane,-1.01886385
Eld Inlet,mirex,-1.233361502
Eld Inlet,nonachlor3,-1.179737089
Eld Inlet,opDDD,-1.233361502
Eld Inlet,opDDE,-1.233361502
Eld Inlet,opDDT,-1.233361502
Eld Inlet,Oxychlordane,-1.233361502
Eld Inlet,ppDDD,-1.179737089
Eld Inlet,ppDDE,1.447859155
Eld Inlet,ppDDT,-1.072488263
North Camano,alpha_chlordane,-1.333065693
North Camano,alpha_hexachlorocyclohexane,-1.269586375
North Camano,aldrin,-1.333065693
North Camano,beta_chlordane,-1.52350365
North Camano,BDE100,-1.52350365
North Camano,BDE153,-1.333065693
North Camano,BDE154,-1.52350365
North Camano,BDE155,-1.52350365
North Camano,BDE183,-1.269586375
North Camano,BDE028,-1.52350365
North Camano,BDE047,-1.52350365
North Camano,BDE049,-1.52350365
North Camano,BDE066,-1.52350365
North Camano,BDE085,-1.52350365
North Camano,BDE099,-1.52350365
North Camano,beta_hexachlorocyclohexane,-0.825231144
North Camano,Br5DE04,-1.52350365
North Camano,Br5DE05,-1.52350365
North Camano,Br6DE01,-1.52350365
North Camano,Br7DE01,-1.269586375
North Camano,PCB101,1.967858881
North Camano,PCB105,-1.52350365
North Camano,PCB011,-1.52350365
North Camano,PCB110,2.221776156
North Camano,PCB118,2.285255474
North Camano,PCB128,-1.52350365
North Camano,PCB138,2.920048662
North Camano,PCB149,1.586982968
North Camano,PCB151,-1.52350365
North Camano,PCB153,2.920048662
North Camano,PCB156,-1.52350365
North Camano,PCB158,-1.52350365
North Camano,PCB017,-1.52350365
North Camano,PCB170,-1.52350365
North Camano,PCB171,-1.52350365
North Camano,PCB177,-1.52350365
North Camano,PCB018,1.586982968
North Camano,PCB180,-1.52350365
North Camano,PCB183,-1.52350365
North Camano,PCB187,-1.52350365
North Camano,PCB191,-1.52350365
North Camano,PCB194,-1.52350365
North Camano,PCB195,-1.52350365
North Camano,PCB198,-1.52350365
North Camano,PCB199,-1.52350365
North Camano,PCB205,-1.52350365
North Camano,PCB206,-1.52350365
North Camano,PCB208,-1.52350365
North Camano,PCB209,-1.52350365
North Camano,PCB028,1.650462287
North Camano,PCB031,1.586982968
North Camano,PCB033,-1.52350365
North Camano,PCB044,-1.52350365
North Camano,PCB049,-1.52350365
North Camano,PCB052,-1.52350365
North Camano,PCB066,-1.52350365
North Camano,PCB070,-1.52350365
North Camano,PCB074,-1.52350365
North Camano,PCB082,-1.52350365
North Camano,PCB087,-1.52350365
North Camano,PCB095,-1.52350365
North Camano,PCB099,-1.52350365
North Camano,cis_nonachlor,-1.52350365
North Camano,dieldrin,-1.206107056
North Camano,Endosulfan_1,-1.333065693
North Camano,hexachlorobenzene,-1.52350365
North Camano,heptachlor,-1.333065693
North Camano,heptachlor_epoxide,-1.396545012
North Camano,gamma_hexachlorocyclohexane,-1.269586375
North Camano,mirex,-1.52350365
North Camano,nonachlor3,-1.52350365
North Camano,opDDD,-1.52350365
North Camano,opDDE,-1.52350365
North Camano,opDDT,-1.52350365
North Camano,Oxychlordane,-1.52350365
North Camano,ppDDD,-1.52350365
North Camano,ppDDE,2.920048662
North Camano,ppDDT,1.396545012
Reach Island,alpha_chlordane,-1.284385246
Reach Island,alpha_hexachlorocyclohexane,-1.226004098
Reach Island,aldrin,-1.284385246
Reach Island,beta_chlordane,-1.459528689
Reach Island,BDE100,-1.459528689
Reach Island,BDE153,-1.284385246
Reach Island,BDE154,-1.459528689
Reach Island,BDE155,-1.459528689
Reach Island,BDE183,-1.167622951
Reach Island,BDE028,-1.459528689
Reach Island,BDE047,-1.459528689
Reach Island,BDE049,-1.459528689
Reach Island,BDE066,-1.459528689
Reach Island,BDE085,-1.459528689
Reach Island,BDE099,-1.401147541
Reach Island,beta_hexachlorocyclohexane,-0.817336066
Reach Island,Br5DE04,-1.459528689
Reach Island,Br5DE05,-1.459528689
Reach Island,Br6DE01,-1.459528689
Reach Island,Br7DE01,-1.167622951
Reach Island,PCB101,2.510389344
Reach Island,PCB105,-1.401147541
Reach Island,PCB011,-1.459528689
Reach Island,PCB110,2.276864754
Reach Island,PCB118,2.743913934
Reach Island,PCB128,-1.459528689
Reach Island,PCB138,4.086680328
Reach Island,PCB149,1.984959016
Reach Island,PCB151,-1.459528689
Reach Island,PCB153,4.26182377
Reach Island,PCB156,-1.459528689
Reach Island,PCB158,-1.459528689
Reach Island,PCB017,-1.401147541
Reach Island,PCB170,-1.401147541
Reach Island,PCB171,-1.459528689
Reach Island,PCB177,-1.459528689
Reach Island,PCB018,-1.459528689
Reach Island,PCB180,-1.459528689
Reach Island,PCB183,-1.401147541
Reach Island,PCB187,-1.459528689
Reach Island,PCB191,-1.459528689
Reach Island,PCB194,-1.459528689
Reach Island,PCB195,-1.401147541
Reach Island,PCB198,-1.401147541
Reach Island,PCB199,-1.459528689
Reach Island,PCB205,-1.401147541
Reach Island,PCB206,-1.401147541
Reach Island,PCB208,-1.459528689
Reach Island,PCB209,-1.401147541
Reach Island,PCB028,1.459528689
Reach Island,PCB031,1.576290984
Reach Island,PCB033,-1.401147541
Reach Island,PCB044,-1.459528689
Reach Island,PCB049,-1.459528689
Reach Island,PCB052,-1.459528689
Reach Island,PCB066,-1.459528689
Reach Island,PCB070,-1.459528689
Reach Island,PCB074,-1.459528689
Reach Island,PCB082,-1.459528689
Reach Island,PCB087,-1.401147541
Reach Island,PCB095,-1.459528689
Reach Island,PCB099,-1.401147541
Reach Island,cis_nonachlor,-1.459528689
Reach Island,dieldrin,-1.109241803
Reach Island,Endosulfan_1,-1.284385246
Reach Island,hexachlorobenzene,-1.459528689
Reach Island,heptachlor,-1.284385246
Reach Island,heptachlor_epoxide,-1.342766393
Reach Island,gamma_hexachlorocyclohexane,-1.226004098
Reach Island,mirex,-1.459528689
Reach Island,nonachlor3,-1.459528689
Reach Island,opDDD,-1.459528689
Reach Island,opDDE,-1.459528689
Reach Island,opDDT,-1.459528689
Reach Island,Oxychlordane,-1.459528689
Reach Island,ppDDD,-1.459528689
Reach Island,ppDDE,1.459528689
Reach Island,ppDDT,-1.284385246
Friday Harbor,alpha_chlordane,-1.190727056
Friday Harbor,alpha_hexachlorocyclohexane,-1.190727056
Friday Harbor,aldrin,-1.190727056
Friday Harbor,beta_chlordane,-1.378736591
Friday Harbor,BDE100,-1.378736591
Friday Harbor,BDE153,-1.190727056
Friday Harbor,BDE154,-1.378736591
Friday Harbor,BDE155,-1.378736591
Friday Harbor,BDE183,-1.128057211
Friday Harbor,BDE028,-1.378736591
Friday Harbor,BDE047,-1.378736591
Friday Harbor,BDE049,-1.378736591
Friday Harbor,BDE066,-1.378736591
Friday Harbor,BDE085,-1.378736591
Friday Harbor,BDE099,-1.378736591
Friday Harbor,beta_hexachlorocyclohexane,-0.752038141
Friday Harbor,Br5DE04,-1.378736591
Friday Harbor,Br5DE05,-1.378736591
Friday Harbor,Br6DE01,-1.378736591
Friday Harbor,Br7DE01,-1.128057211
Friday Harbor,PCB101,1.754755662
Friday Harbor,PCB105,-1.378736591
Friday Harbor,PCB011,-1.378736591
Friday Harbor,PCB110,1.942765197
Friday Harbor,PCB118,2.256114422
Friday Harbor,PCB128,-1.378736591
Friday Harbor,PCB138,3.008152563
Friday Harbor,PCB149,-1.378736591
Friday Harbor,PCB151,-1.378736591
Friday Harbor,PCB153,2.694803337
Friday Harbor,PCB156,-1.378736591
Friday Harbor,PCB158,-1.378736591
Friday Harbor,PCB017,-1.378736591
Friday Harbor,PCB170,-1.378736591
Friday Harbor,PCB171,-1.378736591
Friday Harbor,PCB177,-1.378736591
Friday Harbor,PCB018,1.504076281
Friday Harbor,PCB180,-1.378736591
Friday Harbor,PCB183,-1.378736591
Friday Harbor,PCB187,-1.378736591
Friday Harbor,PCB191,-1.378736591
Friday Harbor,PCB194,-1.378736591
Friday Harbor,PCB195,-1.378736591
Friday Harbor,PCB198,-1.378736591
Friday Harbor,PCB199,-1.378736591
Friday Harbor,PCB205,-1.378736591
Friday Harbor,PCB206,-1.378736591
Friday Harbor,PCB208,-1.378736591
Friday Harbor,PCB209,-1.378736591
Friday Harbor,PCB028,1.566746126
Friday Harbor,PCB031,1.629415971
Friday Harbor,PCB033,-1.378736591
Friday Harbor,PCB044,-1.378736591
Friday Harbor,PCB049,-1.378736591
Friday Harbor,PCB052,-1.378736591
Friday Harbor,PCB066,-1.378736591
Friday Harbor,PCB070,-1.378736591
Friday Harbor,PCB074,-1.378736591
Friday Harbor,PCB082,-1.378736591
Friday Harbor,PCB087,-1.378736591
Friday Harbor,PCB095,-1.378736591
Friday Harbor,PCB099,-1.378736591
Friday Harbor,cis_nonachlor,-1.378736591
Friday Harbor,dieldrin,-1.065387366
Friday Harbor,Endosulfan_1,-1.190727056
Friday Harbor,hexachlorobenzene,-1.378736591
Friday Harbor,heptachlor,-1.190727056
Friday Harbor,heptachlor_epoxide,-1.253396901
Friday Harbor,gamma_hexachlorocyclohexane,-1.128057211
Friday Harbor,mirex,-1.378736591
Friday Harbor,nonachlor3,-1.378736591
Friday Harbor,opDDD,-1.378736591
Friday Harbor,opDDE,-1.378736591
Friday Harbor,opDDT,-1.378736591
Friday Harbor,Oxychlordane,-1.378736591
Friday Harbor,ppDDD,-1.378736591
Friday Harbor,ppDDE,1.316066746
Friday Harbor,ppDDT,-1.253396901
Tulalip Reservation,alpha_chlordane,-0.884269068
Tulalip Reservation,alpha_hexachlorocyclohexane,-0.884269068
Tulalip Reservation,aldrin,-0.884269068
Tulalip Reservation,beta_chlordane,-1.00217161
Tulalip Reservation,BDE100,-1.00217161
Tulalip Reservation,BDE153,-0.884269068
Tulalip Reservation,BDE154,-1.00217161
Tulalip Reservation,BDE155,-1.00217161
Tulalip Reservation,BDE183,-0.825317797
Tulalip Reservation,BDE028,-1.00217161
Tulalip Reservation,BDE047,1.061122881
Tulalip Reservation,BDE049,-1.00217161
Tulalip Reservation,BDE066,-1.061122881
Tulalip Reservation,BDE085,-1.00217161
Tulalip Reservation,BDE099,-1.00217161
Tulalip Reservation,beta_hexachlorocyclohexane,-0.560037076
Tulalip Reservation,Br5DE04,-1.00217161
Tulalip Reservation,Br5DE05,-1.00217161
Tulalip Reservation,Br6DE01,-1.00217161
Tulalip Reservation,Br7DE01,-0.825317797
Tulalip Reservation,PCB101,1.768538136
Tulalip Reservation,PCB105,1.179025424
Tulalip Reservation,PCB011,-1.00217161
Tulalip Reservation,PCB110,1.945391949
Tulalip Reservation,PCB118,2.00434322
Tulalip Reservation,PCB128,-1.00217161
Tulalip Reservation,PCB138,2.770709746
Tulalip Reservation,PCB149,1.237976695
Tulalip Reservation,PCB151,-1.00217161
Tulalip Reservation,PCB153,2.47595339
Tulalip Reservation,PCB156,-1.00217161
Tulalip Reservation,PCB158,-1.00217161
Tulalip Reservation,PCB017,-1.00217161
Tulalip Reservation,PCB170,-1.00217161
Tulalip Reservation,PCB171,-1.00217161
Tulalip Reservation,PCB177,-1.00217161
Tulalip Reservation,PCB018,1.591684322
Tulalip Reservation,PCB180,-1.00217161
Tulalip Reservation,PCB183,-1.00217161
Tulalip Reservation,PCB187,-1.00217161
Tulalip Reservation,PCB191,-1.00217161
Tulalip Reservation,PCB194,-1.00217161
Tulalip Reservation,PCB195,-1.00217161
Tulalip Reservation,PCB198,-1.00217161
Tulalip Reservation,PCB199,-1.00217161
Tulalip Reservation,PCB205,-1.00217161
Tulalip Reservation,PCB206,-1.00217161
Tulalip Reservation,PCB208,-1.00217161
Tulalip Reservation,PCB209,-1.00217161
Tulalip Reservation,PCB028,1.768538136
Tulalip Reservation,PCB031,1.886440678
Tulalip Reservation,PCB033,1.237976695
Tulalip Reservation,PCB044,-1.00217161
Tulalip Reservation,PCB049,-1.00217161
Tulalip Reservation,PCB052,1.179025424
Tulalip Reservation,PCB066,-1.00217161
Tulalip Reservation,PCB070,1.709586864
Tulalip Reservation,PCB074,-1.00217161
Tulalip Reservation,PCB082,-1.00217161
Tulalip Reservation,PCB087,-1.00217161
Tulalip Reservation,PCB095,-1.00217161
Tulalip Reservation,PCB099,-1.00217161
Tulalip Reservation,cis_nonachlor,-1.00217161
Tulalip Reservation,dieldrin,-0.825317797
Tulalip Reservation,Endosulfan_1,-0.884269068
Tulalip Reservation,hexachlorobenzene,-1.00217161
Tulalip Reservation,heptachlor,-0.884269068
Tulalip Reservation,heptachlor_epoxide,-0.943220339
Tulalip Reservation,gamma_hexachlorocyclohexane,-0.825317797
Tulalip Reservation,mirex,-1.00217161
Tulalip Reservation,nonachlor3,-1.00217161
Tulalip Reservation,opDDD,-1.061122881
Tulalip Reservation,opDDE,-1.00217161
Tulalip Reservation,opDDT,-1.00217161
Tulalip Reservation,Oxychlordane,-1.00217161
Tulalip Reservation,ppDDD,-1.00217161
Tulalip Reservation,ppDDE,1.296927966
Tulalip Reservation,ppDDT,-0.884269068
Three Tree Point,alpha_chlordane,-1.178230616
Three Tree Point,alpha_hexachlorocyclohexane,-1.119319085
Three Tree Point,aldrin,-1.178230616
Three Tree Point,beta_chlordane,-1.354965209
Three Tree Point,BDE100,-1.354965209
Three Tree Point,BDE153,-1.178230616
Three Tree Point,BDE154,-1.354965209
Three Tree Point,BDE155,-1.354965209
Three Tree Point,BDE183,-1.060407555
Three Tree Point,BDE028,-1.354965209
Three Tree Point,BDE047,2.827753479
Three Tree Point,BDE049,-1.354965209
Three Tree Point,BDE066,-1.354965209
Three Tree Point,BDE085,-1.354965209
Three Tree Point,BDE099,1.531699801
Three Tree Point,beta_hexachlorocyclohexane,-0.70693837
Three Tree Point,Br5DE04,-1.354965209
Three Tree Point,Br5DE05,-1.354965209
Three Tree Point,Br6DE01,-1.354965209
Three Tree Point,Br7DE01,-1.060407555
Three Tree Point,PCB101,2.945576541
Three Tree Point,PCB105,1.649522863
Three Tree Point,PCB011,-1.296053678
Three Tree Point,PCB110,2.945576541
Three Tree Point,PCB118,3.063399602
Three Tree Point,PCB128,-1.354965209
Three Tree Point,PCB138,4.654010934
Three Tree Point,PCB149,2.356461233
Three Tree Point,PCB151,-1.354965209
Three Tree Point,PCB153,4.418364811
Three Tree Point,PCB156,-1.354965209
Three Tree Point,PCB158,-1.354965209
Three Tree Point,PCB017,-1.296053678
Three Tree Point,PCB170,-1.296053678
Three Tree Point,PCB171,-1.354965209
Three Tree Point,PCB177,-1.296053678
Three Tree Point,PCB018,1.944080517
Three Tree Point,PCB180,-1.354965209
Three Tree Point,PCB183,-1.296053678
Three Tree Point,PCB187,-1.296053678
Three Tree Point,PCB191,-1.296053678
Three Tree Point,PCB194,-1.296053678
Three Tree Point,PCB195,-1.296053678
Three Tree Point,PCB198,-1.296053678
Three Tree Point,PCB199,-1.354965209
Three Tree Point,PCB205,-1.296053678
Three Tree Point,PCB206,-1.296053678
Three Tree Point,PCB208,-1.296053678
Three Tree Point,PCB209,-1.296053678
Three Tree Point,PCB028,2.297549702
Three Tree Point,PCB031,2.474284294
Three Tree Point,PCB033,1.590611332
Three Tree Point,PCB044,-1.354965209
Three Tree Point,PCB049,-1.354965209
Three Tree Point,PCB052,1.708434394
Three Tree Point,PCB066,-1.354965209
Three Tree Point,PCB070,2.17972664
Three Tree Point,PCB074,-1.354965209
Three Tree Point,PCB082,-1.296053678
Three Tree Point,PCB087,-1.296053678
Three Tree Point,PCB095,1.590611332
Three Tree Point,PCB099,1.47278827
Three Tree Point,cis_nonachlor,-1.354965209
Three Tree Point,dieldrin,1.119319085
Three Tree Point,Endosulfan_1,-1.178230616
Three Tree Point,hexachlorobenzene,-1.296053678
Three Tree Point,heptachlor,-1.178230616
Three Tree Point,heptachlor_epoxide,-1.237142147
Three Tree Point,gamma_hexachlorocyclohexane,-1.119319085
Three Tree Point,mirex,-1.354965209
Three Tree Point,nonachlor3,-1.354965209
Three Tree Point,opDDD,-1.354965209
Three Tree Point,opDDE,-1.354965209
Three Tree Point,opDDT,-1.354965209
Three Tree Point,Oxychlordane,-1.354965209
Three Tree Point,ppDDD,-1.354965209
Three Tree Point,ppDDE,2.827753479
Three Tree Point,ppDDT,-1.178230616
Cap Sante,alpha_chlordane,-1.209620438
Cap Sante,alpha_hexachlorocyclohexane,-1.145956204
Cap Sante,aldrin,-1.209620438
Cap Sante,beta_chlordane,-1.336948905
Cap Sante,BDE100,-1.336948905
Cap Sante,BDE153,-1.209620438
Cap Sante,BDE154,-1.336948905
Cap Sante,BDE155,-1.336948905
Cap Sante,BDE183,-1.082291971
Cap Sante,BDE028,-1.336948905
Cap Sante,BDE047,-1.400613139
Cap Sante,BDE049,-1.336948905
Cap Sante,BDE066,-1.400613139
Cap Sante,BDE085,-1.336948905
Cap Sante,BDE099,-1.336948905
Cap Sante,beta_hexachlorocyclohexane,1.082291971
Cap Sante,Br5DE04,-1.336948905
Cap Sante,Br5DE05,-1.336948905
Cap Sante,Br6DE01,-1.336948905
Cap Sante,Br7DE01,-1.082291971
Cap Sante,PCB101,1.909927007
Cap Sante,PCB105,1.464277372
Cap Sante,PCB011,-1.336948905
Cap Sante,PCB110,2.100919708
Cap Sante,PCB118,2.100919708
Cap Sante,PCB128,-1.336948905
Cap Sante,PCB138,2.928554745
Cap Sante,PCB149,-1.336948905
Cap Sante,PCB151,-1.336948905
Cap Sante,PCB153,2.546569343
Cap Sante,PCB156,-1.336948905
Cap Sante,PCB158,-1.336948905
Cap Sante,PCB017,-1.336948905
Cap Sante,PCB170,-1.336948905
Cap Sante,PCB171,-1.336948905
Cap Sante,PCB177,-1.336948905
Cap Sante,PCB018,1.655270073
Cap Sante,PCB180,-1.336948905
Cap Sante,PCB183,-1.336948905
Cap Sante,PCB187,-1.336948905
Cap Sante,PCB191,-1.336948905
Cap Sante,PCB194,-1.336948905
Cap Sante,PCB195,-1.336948905
Cap Sante,PCB198,-1.336948905
Cap Sante,PCB199,-1.336948905
Cap Sante,PCB205,-1.336948905
Cap Sante,PCB206,-1.336948905
Cap Sante,PCB208,-1.336948905
Cap Sante,PCB209,-1.336948905
Cap Sante,PCB028,1.973591241
Cap Sante,PCB031,2.164583942
Cap Sante,PCB033,1.336948905
Cap Sante,PCB044,-1.336948905
Cap Sante,PCB049,-1.336948905
Cap Sante,PCB052,-1.336948905
Cap Sante,PCB066,-1.336948905
Cap Sante,PCB070,1.846262774
Cap Sante,PCB074,-1.336948905
Cap Sante,PCB082,-1.336948905
Cap Sante,PCB087,-1.336948905
Cap Sante,PCB095,-1.336948905
Cap Sante,PCB099,-1.336948905
Cap Sante,cis_nonachlor,-1.336948905
Cap Sante,dieldrin,-1.082291971
Cap Sante,Endosulfan_1,-1.209620438
Cap Sante,hexachlorobenzene,-1.336948905
Cap Sante,heptachlor,-1.209620438
Cap Sante,heptachlor_epoxide,-1.273284672
Cap Sante,gamma_hexachlorocyclohexane,-1.145956204
Cap Sante,mirex,-1.336948905
Cap Sante,nonachlor3,-1.336948905
Cap Sante,opDDD,-1.400613139
Cap Sante,opDDE,-1.336948905
Cap Sante,opDDT,-1.336948905
Cap Sante,Oxychlordane,-1.336948905
Cap Sante,ppDDD,2.100919708
Cap Sante,ppDDE,2.801226277
Cap Sante,ppDDT,1.273284672
Locust Beach,alpha_chlordane,-1.28004374
Locust Beach,alpha_hexachlorocyclohexane,-1.216041553
Locust Beach,aldrin,-1.28004374
Locust Beach,beta_chlordane,-1.408048114
Locust Beach,BDE100,-1.472050301
Locust Beach,BDE153,-1.28004374
Locust Beach,BDE154,-1.472050301
Locust Beach,BDE155,-1.408048114
Locust Beach,BDE183,-1.152039366
Locust Beach,BDE028,-1.408048114
Locust Beach,BDE047,-1.472050301
Locust Beach,BDE049,-1.472050301
Locust Beach,BDE066,-1.472050301
Locust Beach,BDE085,-1.472050301
Locust Beach,BDE099,-1.408048114
Locust Beach,beta_hexachlorocyclohexane,-0.768026244
Locust Beach,Br5DE04,-1.472050301
Locust Beach,Br5DE05,-1.472050301
Locust Beach,Br6DE01,-1.472050301
Locust Beach,Br7DE01,-1.152039366
Locust Beach,PCB101,1.728059049
Locust Beach,PCB105,1.472050301
Locust Beach,PCB011,-1.408048114
Locust Beach,PCB110,2.176074358
Locust Beach,PCB118,2.176074358
Locust Beach,PCB128,-1.408048114
Locust Beach,PCB138,2.944100601
Locust Beach,PCB149,-1.408048114
Locust Beach,PCB151,-1.408048114
Locust Beach,PCB153,2.624089666
Locust Beach,PCB156,-1.408048114
Locust Beach,PCB158,-1.408048114
Locust Beach,PCB017,-1.408048114
Locust Beach,PCB170,-1.408048114
Locust Beach,PCB171,-1.408048114
Locust Beach,PCB177,-1.408048114
Locust Beach,PCB018,1.600054675
Locust Beach,PCB180,-1.408048114
Locust Beach,PCB183,-1.408048114
Locust Beach,PCB187,-1.408048114
Locust Beach,PCB191,-1.408048114
Locust Beach,PCB194,-1.408048114
Locust Beach,PCB195,-1.408048114
Locust Beach,PCB198,-1.408048114
Locust Beach,PCB199,-1.408048114
Locust Beach,PCB205,-1.408048114
Locust Beach,PCB206,-1.408048114
Locust Beach,PCB208,-1.408048114
Locust Beach,PCB209,-1.408048114
Locust Beach,PCB028,1.92006561
Locust Beach,PCB031,1.92006561
Locust Beach,PCB033,-1.408048114
Locust Beach,PCB044,-1.408048114
Locust Beach,PCB049,-1.408048114
Locust Beach,PCB052,-1.408048114
Locust Beach,PCB066,-1.408048114
Locust Beach,PCB070,1.856063423
Locust Beach,PCB074,-1.408048114
Locust Beach,PCB082,-1.408048114
Locust Beach,PCB087,-1.408048114
Locust Beach,PCB095,-1.408048114
Locust Beach,PCB099,-1.408048114
Locust Beach,cis_nonachlor,-1.472050301
Locust Beach,dieldrin,1.408048114
Locust Beach,Endosulfan_1,-1.28004374
Locust Beach,hexachlorobenzene,-1.408048114
Locust Beach,heptachlor,-1.28004374
Locust Beach,heptachlor_epoxide,-1.344045927
Locust Beach,gamma_hexachlorocyclohexane,-1.216041553
Locust Beach,mirex,-1.408048114
Locust Beach,nonachlor3,-1.408048114
Locust Beach,opDDD,-1.472050301
Locust Beach,opDDE,-1.408048114
Locust Beach,opDDT,-1.408048114
Locust Beach,Oxychlordane,-1.472050301
Locust Beach,ppDDD,-1.408048114
Locust Beach,ppDDE,2.816096227
Locust Beach,ppDDT,1.536052488
Blair Waterway #2,alpha_chlordane,-1.466280753
Blair Waterway #2,alpha_hexachlorocyclohexane,-1.466280753
Blair Waterway #2,aldrin,-1.527375784
Blair Waterway #2,beta_chlordane,-1.710660878
Blair Waterway #2,BDE100,-1.710660878
Blair Waterway #2,BDE153,-1.527375784
Blair Waterway #2,BDE154,-1.710660878
Blair Waterway #2,BDE155,-1.710660878
Blair Waterway #2,BDE183,-1.405185721
Blair Waterway #2,BDE028,-1.710660878
Blair Waterway #2,BDE047,5.987313073
Blair Waterway #2,BDE049,-1.710660878
Blair Waterway #2,BDE066,-1.710660878
Blair Waterway #2,BDE085,-1.710660878
Blair Waterway #2,BDE099,3.482416787
Blair Waterway #2,beta_hexachlorocyclohexane,0.977520502
Blair Waterway #2,Br5DE04,-1.710660878
Blair Waterway #2,Br5DE05,-1.710660878
Blair Waterway #2,Br6DE01,-1.710660878
Blair Waterway #2,Br7DE01,-1.405185721
Blair Waterway #2,PCB101,3.665701881
Blair Waterway #2,PCB105,2.016136035
Blair Waterway #2,PCB011,-1.710660878
Blair Waterway #2,PCB110,3.726796913
