"site_name","latitude","longitude","PCB101","PCB105","PCB011","PCB110","PCB118","PCB128","PCB138","PCB149","PCB151","PCB153","PCB156","PCB158","PCB017","PCB170","PCB171","PCB177","PCB018","PCB180","PCB183","PCB187","PCB191","PCB194","PCB195","PCB198","PCB199","PCB205","PCB206","PCB208","PCB209","PCB028","PCB031","PCB033","PCB044","PCB049","PCB052","PCB066","PCB070","PCB074","PCB082","PCB087","PCB095","PCB099","z_PCB101","z_PCB105","z_PCB011","z_PCB110","z_PCB118","z_PCB128","z_PCB138","z_PCB149","z_PCB151","z_PCB153","z_PCB156","z_PCB158","z_PCB017","z_PCB170","z_PCB171","z_PCB177","z_PCB018","z_PCB180","z_PCB183","z_PCB187","z_PCB191","z_PCB194","z_PCB195","z_PCB198","z_PCB199","z_PCB205","z_PCB206","z_PCB208","z_PCB209","z_PCB028","z_PCB031","z_PCB033","z_PCB044","z_PCB049","z_PCB052","z_PCB066","z_PCB070","z_PCB074","z_PCB082","z_PCB087","z_PCB095","z_PCB099","ai_z_PCB101","ai_z_PCB105","ai_z_PCB011","ai_z_PCB110","ai_z_PCB118","ai_z_PCB128","ai_z_PCB138","ai_z_PCB149","ai_z_PCB151","ai_z_PCB153","ai_z_PCB156","ai_z_PCB158","ai_z_PCB017","ai_z_PCB170","ai_z_PCB171","ai_z_PCB177","ai_z_PCB018","ai_z_PCB180","ai_z_PCB183","ai_z_PCB187","ai_z_PCB191","ai_z_PCB194","ai_z_PCB195","ai_z_PCB198","ai_z_PCB199","ai_z_PCB205","ai_z_PCB206","ai_z_PCB208","ai_z_PCB209","ai_z_PCB028","ai_z_PCB031","ai_z_PCB033","ai_z_PCB044","ai_z_PCB049","ai_z_PCB052","ai_z_PCB066","ai_z_PCB070","ai_z_PCB074","ai_z_PCB082","ai_z_PCB087","ai_z_PCB095","ai_z_PCB099"
"Cherry Point Aquatic Reserve, Conoco Phillips",48.820783,-122.710133,0.32,0.23,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.38,0.24,0.2,0,0.28,0.2,0.29,0,0,0,0.19,0,-0.742246745535482,0.00232660611941675,NA,-0.574233955427028,-0.40281236664825,-0.47453254680727,-0.377375668899706,-0.639693608490061,-0.325643257133275,-0.556016418100663,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,-0.286085169148766,0.715305022220054,-0.500898342938004,-0.286546897130171,-0.696907776681608,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666867371102385,0.624216216799588,0.425586592273544,0.966964575835279,-0.421261862198189,0.125965607482702,0.515621818656269,0.679744176649052,-0.263493965884121,NA,-0.63416859629114,-0.278942504914793,-1.06882560288212,0.289437639073628,0.0581651529854171,NA,0,0,0,0,0.0433919390745444,0,0,0,0,2.38037970636744,0,NA,0,2.04029956002364,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80387417395321,2.08315716379254,0.0851173184547086,0.403799238238563,0,0.4608497834733,0.3288404455716,0.454172055667518,0,NA,1.11127674583728,0.200945774618447,0.607641377731816
"Chimacum Creek delta",48.04887,-122.7711,0.32,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.32,0.26,0,0,0,0,0,0,0,0,0,0,-0.742246745535482,-1.33547191254518,NA,-0.574233955427028,-0.40281236664825,-0.47453254680727,-0.377375668899706,-0.523981770957943,-0.325643257133275,-0.556016418100663,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,-0.286085169148766,0.595287401042192,-0.500898342938004,-0.286546897130171,-0.696907776681608,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13640468954367,0.29529666462182,0.595821229182962,-0.648232377118973,-0.421261862198189,-1.48700863467385,-0.799739963630132,-0.966629525145701,-0.263493965884121,NA,-0.63416859629114,-1.12738021997046,-1.06882560288212,0.289437639073628,1.27963336567918,NA,0,0,0,0,0.159103776606663,0,0,0,0,2.38037970636744,0,NA,0,1.92028193884578,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27341149239449,1.75423761161477,0.255351955364126,1.21139771471569,0,1.15212445868325,0.9865213367148,1.19220164612724,0,NA,1.11127674583728,0.647491940437218,0.607641377731816
"Chuckanut, Clark's Point",48.691084,-122.504012,0.3,0.26,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.33,0.25,0,0,0,0,0,0,0,0,0,0,-0.806566220885177,0.176822065075668,NA,-0.574233955427028,-0.40281236664825,-0.47453254680727,-0.377375668899706,-0.581837689724002,-0.325643257133275,-0.556016418100663,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,-0.286085169148766,0.595287401042192,-0.500898342938004,-0.286546897130171,-0.696907776681608,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13640468954367,0.350116589984781,0.510703910728253,-0.648232377118973,-0.421261862198189,-1.48700863467385,-0.799739963630132,-0.966629525145701,-0.263493965884121,NA,-0.63416859629114,-1.12738021997046,-1.06882560288212,0.225118163723933,0.232660611941668,NA,0,0,0,0,0.101247857840604,0,0,0,0,2.38037970636744,0,NA,0,1.92028193884578,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27341149239449,1.80905753697773,0.170234636909417,1.21139771471569,0,1.15212445868325,0.9865213367148,1.19220164612724,0,NA,1.11127674583728,0.647491940437218,0.607641377731816
"Commencement Bay Skookum",47.28915,-122.4096,0.83,0.41,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0.36,0.26,0,0.34,0,0,0,0,0,0,0,0,0,0.42,0.45,0.25,0.37,0.25,0.53,0.38,0.55,0,0,0.29,0.51,0.42,0.897899875881745,1.04929935985692,NA,-0.574233955427028,-0.40281236664825,-0.47453254680727,-0.377375668899706,0.575280685597182,-0.325643257133275,-0.556016418100663,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,-0.286085169148766,0.835322643397915,1.11090325562488,-0.286546897130171,0.878548633369899,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04576928650147,1.00795569434032,0.510703910728253,2.33988198584639,2.36978404459193,1.56612118083676,1.69944742271403,2.15580335756849,-0.263493965884121,NA,1.51429977899426,1.15000522570527,0.894323463636057,1.92958426049086,1.10513790672292,NA,0,0,0,0,1.25836623316179,0,0,0,0,2.38037970636744,0,NA,0,2.16031718120151,1.61180159856288,0,1.57545641005151,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18277608935229,2.46689664133327,0.170234636909417,1.77671664824968,2.79104590679012,1.90100535682736,1.51266604962936,1.93023123658695,0,NA,1.03719162944813,1.62989350523851,1.35550768878636
"Commencement Bay, Dick Gilmur Launch",47.2925,-122.4122,0.82,0.35,0,0.71,0.73,0,1,0.56,0,0.93,0,0,0.22,0,0,0,0.6,0.19,0,0.3,0,0,0,0,0,0,0,0,0,0.47,0.53,0.36,0.33,0.21,0.48,0.39,0,0.22,0,0.28,0.44,0.38,0.865740138206898,0.700308441944421,NA,2.23108330388391,2.77957970752083,-0.47453254680727,2.50775941443138,0.343857010532945,-0.325643257133275,1.77885084032928,-0.115470053837925,-0.162716982384552,3.7133923419332,-0.115470053837925,NA,-0.286085169148766,2.27553409753225,0.676956671396411,-0.286546897130171,0.693200820422663,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42467120190055,1.44651509724401,1.44699441373005,2.01684259525554,1.92321669950551,1.27809006616595,1.76521551182835,-0.966629525145701,3.42095555707181,NA,1.44021466260511,0.837422909632135,0.707356885872422,1.89742452281601,0.756146988810422,NA,2.80531725931094,3.18239207416908,0,2.88513508333109,1.02694255809755,0,2.33486725842994,0,0,1.6479551813313,0,NA,0,3.60052863533584,1.17785501433442,0,1.39010859710427,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56167800475137,2.90545604423696,1.10652513991121,1.45367725765883,2.3444785617037,1.61297424215655,1.57843413874368,1.19220164612724,3.68444952295593,NA,0.963106513058974,1.31731118916537,1.16854111102272
"Commencement Bay, Milwaukee Waterway",47.2694,-122.4243,0.47,0.29,0,0.48,0.53,0,0.66,0.35,0,0.6,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.51,0.31,0.23,0,0.35,0.23,0,0,0,0,0.28,0.26,-0.259850680412768,0.351317524031919,NA,1.32231855790994,1.90769146802245,-0.47453254680727,1.52681348609881,-0.263630136510676,-0.325643257133275,0.950349555079942,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,-0.286085169148766,0.955340264575776,-0.500898342938004,-0.286546897130171,-0.696907776681608,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12154966958128,1.33687524651809,1.02140782145651,1.20924411877842,-0.421261862198189,0.529209168021839,0.712926085999229,-0.966629525145701,-0.263493965884121,NA,-0.63416859629114,0.122949044322101,0.146457152581515,0.771833704196342,0.407156070897919,NA,1.89655251333697,2.3105038346707,0,1.90418915499852,0.419455411053929,0,1.50636597318061,0,0,2.38037970636744,0,NA,0,2.28033480237937,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25855647243211,2.79581619351104,0.68093854763767,0.646078781181701,0,0.864093344012437,0.52614471291456,1.19220164612724,0,NA,1.11127674583728,0.602837323855341,0.607641377731816
"Des Moines Marina",47.402778,-122.331667,0.54,0.31,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.37,0.25,0,0,0.29,0.22,0.29,0,0,0.21,0.3,0.3,-0.0347325166888348,0.467647830002753,NA,-0.574233955427028,-0.40281236664825,-0.47453254680727,-0.377375668899706,-0.00327850206340982,-0.325643257133275,-0.556016418100663,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,-0.286085169148766,0.715305022220054,-0.500898342938004,-0.286546897130171,-0.696907776681608,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287965455703303,0.569396291436627,0.510703910728253,-0.648232377118973,-0.421261862198189,0.183571830416864,0.647157996884909,0.679744176649052,-0.263493965884121,NA,0.921618847881049,0.212258277485856,0.33342373034515,0.996951867920276,0.523486376868753,NA,0,0,0,0,0.679807045501196,0,0,0,0,2.38037970636744,0,NA,0,2.04029956002364,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42497225855413,2.02833723842957,0.170234636909417,1.21139771471569,0,0.518456006407462,0.46037662380024,0.454172055667518,0,NA,0.444510698334911,0.692146557019095,0.794607955495451
"Discovery Bay",48.064974,-122.857218,0.24,0,0,0.27,0,0,0,0.19,0,0.38,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.25,0,0,0,0,0,0,0,0,0,0,0,-0.999524646934263,-1.33547191254518,NA,0.492576833325019,-0.40281236664825,-0.47453254680727,-0.377375668899706,-0.72647748663915,-0.325643257133275,0.39801536491372,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,-0.286085169148766,0.0552081057418158,-0.500898342938004,-0.286546897130171,-0.696907776681608,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.394057992015045,-0.0884428129189109,-1.61722905063947,-0.648232377118973,-0.421261862198189,-1.48700863467385,-0.799739963630132,-0.966629525145701,-0.263493965884121,NA,-0.63416859629114,-1.12738021997046,-1.06882560288212,0.0321597376748476,1.27963336567918,NA,1.06681078875205,0,0,0,0.0433919390745443,0,0.954031783014383,0,0,2.38037970636744,0,NA,0,1.38020264354541,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74294881083578,1.37049813407404,1.9576983244583,1.21139771471569,0,1.15212445868325,0.9865213367148,1.19220164612724,0,NA,1.11127674583728,0.647491940437218,0.607641377731816
"Donkey Creek Delta",47.337909,-122.59023,1,0.37,0,0,0,0.24,0,0.88,0.24,0,0,0,0,0,0,0.16,0,0.29,0.21,0.5,0,0,0,0,0,0,0,0,0,0,0,0.22,0.19,0.17,0.42,0.29,0.34,0,0,0.24,0.48,0.55,1.44461541635415,0.816638747915255,NA,-0.574233955427028,-0.40281236664825,1.60371218373552,-0.377375668899706,1.26955171078989,1.8615129474932,-0.556016418100663,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,1.98743935388779,-1.32499453780359,1.29688036315137,2.27772221071085,1.61993988515884,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.13700680285082,-1.45894094699295,0.255351955364127,0.886204728187566,1.47664935441909,0.932452728560976,1.10753462068515,0.963601711441251,-0.263493965884121,NA,1.1438741970485,1.01604137595964,1.50196484136787,2.47629980096327,0.872477294781256,NA,0,0,2.07824473054279,0,1.9526372583545,2.18715620462647,0,0,0,2.38037970636744,0,NA,2.27352452303655,0,1.79777870608937,2.56426910784102,2.31684766184045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0851173184547089,0.32303939059085,1.89791121661728,1.26733690455157,0.92075324760048,0.738029590459717,0,NA,0.666766047502366,1.49592965549288,1.96314906651817
"Eagle Harbor Dr",47.618875,-122.527234,0.93,0.41,0,0,0,0.28,0,0.69,0,0,0,0,0,0,0,0,0,0.24,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.43,0.29,0.35,0,0,0.26,0.43,0.52,1.21949725263022,1.04929935985692,NA,-0.574233955427028,-0.40281236664825,1.95008630549265,-0.377375668899706,0.71992048251233,-0.325643257133275,-0.556016418100663,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,-0.286085169148766,-1.32499453780359,0.986918517273889,-0.286546897130171,1.15657035279075,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.13700680285082,-1.45894094699295,0.425586592273544,-0.648232377118973,-0.421261862198189,0.990058951495138,1.10753462068515,1.02037321839969,-0.263493965884121,NA,1.29204442982681,0.792768293050258,1.36173990804515,2.25118163723933,1.10513790672292,NA,0,0,2.42461885229992,0,1.40300603007694,0,0,0,0,2.38037970636744,0,NA,0,0,1.48781686021189,0,1.85347812947236,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0851173184547086,1.21139771471569,0,1.32494312748574,0.92075324760048,0.794801097418157,0,NA,0.81493628028067,1.2726565725835,1.82292413319545
"Eastsound, Fishing Bay",48.69395,-122.909933,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.77440648321033,-1.33547191254518,NA,-0.574233955427028,-0.40281236664825,-0.47453254680727,-0.377375668899706,-1.27610871491671,-0.325643257133275,-0.556016418100663,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,-0.286085169148766,0.4152609692754,-0.500898342938004,-0.286546897130171,-0.696907776681608,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0151560766159629,0.185656813895896,-1.61722905063947,-0.648232377118973,-0.421261862198189,-1.48700863467385,-0.799739963630132,-0.966629525145701,-0.263493965884121,NA,-0.63416859629114,-1.12738021997046,-1.06882560288212,0.257277901398781,1.27963336567918,NA,0,0,0,0,0.593023167352107,0,0,0,0,2.38037970636744,0,NA,0,1.74025550707899,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12185072623486,1.64459776088884,1.9576983244583,1.21139771471569,0,1.15212445868325,0.9865213367148,1.19220164612724,0,NA,1.11127674583728,0.647491940437218,0.607641377731816
"Edmonds Ferry",47.8142069,-122.3822018,0.48,0.29,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.38,0.25,0,0,0.28,0,0.28,0,0,0,0.29,0.22,-0.227690942737921,0.351317524031919,NA,-0.574233955427028,-0.40281236664825,-0.47453254680727,-0.377375668899706,-0.118990339595528,-0.325643257133275,-0.556016418100663,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,-0.286085169148766,0.715305022220054,-0.500898342938004,-0.286546897130171,-0.696907776681608,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.591086988022568,0.624216216799588,0.510703910728253,-0.648232377118973,-0.421261862198189,0.125965607482702,-0.799739963630132,0.622972669690613,-0.263493965884121,NA,-0.63416859629114,0.167603660903978,-0.0405094251821211,0.80399344187119,0.407156070897919,NA,0,0,0,0,0.564095207969077,0,0,0,0,2.38037970636744,0,NA,0,2.04029956002364,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72809379087339,2.08315716379254,0.170234636909417,1.21139771471569,0,0.4608497834733,0.9865213367148,0.397400548709079,0,NA,1.11127674583728,0.647491940437218,0.42067479996818
"Edmonds Marina",47.81094,-122.387955,0.47,0.29,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0.31,0,0,0.19,0,0,0,0,0,0,0,0,0,0.34,0.36,0.23,0.18,0,0.27,0.2,0.29,0,0,0.2,0.3,0.24,-0.259850680412768,0.351317524031919,NA,-0.574233955427028,-0.40281236664825,-0.47453254680727,-0.377375668899706,-0.0322064614464394,-0.325643257133275,-0.556016418100663,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,-0.286085169148766,0.535278590453261,-0.500898342938004,-0.286546897130171,0.183494334817764,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.439526221862936,0.514576366073665,0.340469273818835,0.805444880539853,-0.421261862198189,0.0683593845485393,0.515621818656269,0.679744176649052,-0.263493965884121,NA,0.847533731491897,0.212258277485856,0.0529738636996966,0.771833704196342,0.407156070897919,NA,0,0,0,0,0.650879086118166,0,0,0,0,2.38037970636744,0,NA,0,1.86027312825685,0,0,0.880402111499371,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57653302471376,1.97351731306661,0,0.242279542943138,0,0.403243560539137,0.3288404455716,0.454172055667518,0,NA,0.370425581945759,0.692146557019095,0.514158088849998
"Eld Inlet",47.0769,-123.0034725,0.51,0.27,0,0.44,0,0,0,0.39,0,0.79,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0.22,0,0,0.25,0,0.24,0,0,0,0.24,0.28,-0.131211729713378,0.234987218061085,NA,1.16427251513186,-0.40281236664825,-0.47453254680727,-0.377375668899706,-0.147918298978558,-0.325643257133275,1.42736544658713,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,-0.286085169148766,0.235234537508608,-0.500898342938004,-0.286546897130171,-0.696907776681608,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0151560766159629,0.0760169631699737,0.255351955364127,-0.648232377118973,-0.421261862198189,-0.0468530613197857,-0.799739963630132,0.395886641856853,-0.263493965884121,NA,-0.63416859629114,-0.0556694220054071,0.239940441463332,0.900472654895733,0.290825764927085,NA,1.73850647055889,0,0,0,0.535167248586048,0,1.9833818646878,0,0,2.38037970636744,0,NA,0,1.5602290753122,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12185072623486,1.53495791016292,0.0851173184547089,1.21139771471569,0,0.288031114670812,0.9865213367148,0.170314520875319,0,NA,1.11127674583728,0.424218857527833,0.701124666613634
"Elliot Bay Myrtle Edwards",47.62052,-122.36373,1.2,0.52,0,1.1,1.1,0.29,2,1.2,0.34,1.9,0,0,0,0,0,0.22,0.45,0.47,0.24,0.52,0,0,0,0,0,0,0,0,0,0.48,0.6,0.38,0.35,0.28,0.61,0.46,0,0.25,0,0.41,0.75,0.57,2.08781016985111,1.68911604269651,NA,3.7720322209702,4.39257295059283,2.03667983593193,5.39289449776247,2.19524641104684,2.77282803275423,4.21414249697125,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,2.84001105002649,1.37540193869829,2.41274300831029,2.64404636897385,1.71261379163246,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50045158498037,1.83025457478474,1.61722905063947,2.17836229055097,2.70470955340675,2.02697096431006,2.22559213562859,-0.966629525145701,3.92338049202034,NA,2.40332117566409,2.22171602367033,1.59544813024969,3.11949455446022,1.74495458956251,NA,4.34626617639723,4.79538531724108,2.5112123827392,5.77027016666218,2.87833195861144,3.0984712898875,4.77015891507192,0,0,2.38037970636744,0,NA,3.12609621917526,2.70039647650188,2.91364135124829,2.93059326610402,2.40952156831407,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63745838783119,3.28919552177769,1.27675977682063,1.61519695295425,3.12597141560494,2.36185514030066,2.03881076254392,1.19220164612724,4.18687445790447,NA,1.92621302611795,2.70160430320357,2.05663235539999
"Elliott Bay, Harbor Island, Pier 17",47.5876989,-122.3505105,1.3,0.48,0,0,0,0.33,0,1.8,0.45,0,0,0,0,0,0,0.32,0.33,0.69,0.38,0.79,0,0,0,0,0,0,0,0,0,0.41,0.4,0.26,0.31,0.28,0.63,0.39,0.45,0,0,0.32,0.89,0.63,2.40940754659958,1.45645543075484,NA,-0.574233955427028,-0.40281236664825,2.38305395768906,-0.377375668899706,3.93092397402862,3.77527462654136,-0.556016418100663,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,4.26096387692434,0.655296211631123,3.77657513017119,4.35355910753453,2.9637115290263,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96998890342165,0.733856067525511,0.595821229182962,1.85532289996012,2.70470955340675,2.14218341017839,1.76521551182835,1.58808828798409,-0.263493965884121,NA,1.73655512816172,2.8468806558166,1.87589799689514,3.44109193120869,1.51229397762084,NA,0,0,2.85758650449633,0,4.61400952159322,4.10091788367463,0,0,0,2.38037970636744,0,NA,4.54704904607311,1.98029074943471,4.27747347310919,4.6401060046647,3.66061930570791,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.10699570627247,2.19279701451846,0.255351955364126,1.2921575623634,3.12597141560494,2.47706758616899,1.57843413874368,1.36251616700255,0,NA,1.25944697861558,3.32676893534984,2.33708222204545
"Everett Harbor",47.97252,-122.22982,0.38,0.27,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.38,0.24,0,0,0.26,0,0.27,0,0,0,0.23,0,-0.549288319486397,0.234987218061085,NA,-0.574233955427028,-0.40281236664825,-0.47453254680727,-0.377375668899706,-0.321486055276735,-0.325643257133275,-0.556016418100663,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,-0.286085169148766,0.655296211631123,-0.500898342938004,-0.286546897130171,-0.696907776681608,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515306604942752,0.624216216799588,0.425586592273544,-0.648232377118973,-0.421261862198189,0.0107531616143768,-0.799739963630132,0.566201162732173,-0.263493965884121,NA,-0.63416859629114,-0.100324038587284,-1.06882560288212,0.482396065122714,0.290825764927085,NA,0,0,0,0,0.36159949228787,0,0,0,0,2.38037970636744,0,NA,0,1.98029074943471,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65231340779358,2.08315716379254,0.0851173184547086,1.21139771471569,0,0.345637337604975,0.9865213367148,0.340629041750639,0,NA,1.11127674583728,0.379564240945956,0.607641377731816
"Fidalgo Bay Aq Reserve, Weaverling Spit",48.48425,-122.58392,0.34,0,0,0.39,0.46,0,0.5,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.51,0,0,0,0,0,0,0,0,0,0,0,-0.677927270185787,-1.33547191254518,NA,0.966714961659262,1.60253058419802,-0.47453254680727,1.06519187276584,-1.27610871491671,-0.325643257133275,0.573758061784791,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,-0.286085169148766,-1.32499453780359,-0.500898342938004,-0.286546897130171,-0.696907776681608,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.439526221862936,1.33687524651809,-1.61722905063947,-0.648232377118973,-0.421261862198189,-1.48700863467385,-0.799739963630132,-0.966629525145701,-0.263493965884121,NA,-0.63416859629114,-1.12738021997046,-1.06882560288212,0.353757114423324,1.27963336567918,NA,1.54094891708629,2.00534295084627,0,1.44256754166554,0.593023167352107,0,1.12977447988545,0,0,2.38037970636744,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57653302471376,2.79581619351104,1.9576983244583,1.21139771471569,0,1.15212445868325,0.9865213367148,1.19220164612724,0,NA,1.11127674583728,0.647491940437218,0.607641377731816
"Filucy Bay",47.19483,-122.748665,0.61,0.27,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0.26,0,0,0.21,0,0,0,0,0,0,0,0,0,0.28,0.35,0.21,0,0,0.33,0.19,0.25,0,0,0,0.29,0.4,0.190385647035098,0.234987218061085,NA,-0.574233955427028,-0.40281236664825,-0.47453254680727,-0.377375668899706,0.0256494573196198,-0.325643257133275,-0.556016418100663,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,-0.286085169148766,0.235234537508608,-0.500898342938004,-0.286546897130171,0.276168241291382,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0151560766159629,0.459756440710704,0.170234636909418,-0.648232377118973,-0.421261862198189,0.413996722153514,0.449853729541949,0.452658148815293,-0.263493965884121,NA,-0.63416859629114,0.167603660903978,0.800840174754239,1.22207003164421,0.290825764927085,NA,0,0,0,0,0.708735004884225,0,0,0,0,2.38037970636744,0,NA,0,1.5602290753122,0,0,0.973076017972989,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12185072623486,1.91869738770365,0.170234636909418,1.21139771471569,0,0.748880898144112,0.26307235645728,0.227086027833759,0,NA,1.11127674583728,0.647491940437218,1.26202439990454
"Friday Harbor",48.5069444,-123.0194444,0.28,0,0,0.31,0,0,0,0,0,0.43,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.26,0,0,0,0,0,0,0,0,0,0,0,-0.870885696234872,-1.33547191254518,NA,0.6506228761031,-0.40281236664825,-0.47453254680727,-0.377375668899706,-1.27610871491671,-0.325643257133275,0.52354586267877,-0.115470053837925,-0.162716982384552,-0.314942545765538,-0.115470053837925,NA,-0.286085169148766,0.115216916330746,-0.500898342938004,-0.286546897130171,-0.696907776681608,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.242497225855412,-0.0336228875559493,-1.61722905063947,-0.648232377118973,-0.421261862198189,-1.48700863467385,-0.799739963630132,-0.966629525145701,-0.263493965884121,NA,-0.63416859629114,-1.12738021997046,-1.06882560288212,0.160798688374238,1.27963336567918,NA,1.22485683153013,0,0,0,0.593023167352107,0,1.07956228077943,0,0,2.38037970636744,0,NA,0,1.44021145413434,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89450957699541,1.425318059437,1.9576983244583,1.21139771471569,0,1.15212445868325,0.9865213367148,1.19220164612724,0,NA,1.11127674583728,0.647491940437218,0.607641377731816
