"","Aiston Preserve","Arroyo Beach","Blair Waterway","Blair Waterway #2","Brackenwood Ln","Broad Spit (Fisherman's Point)","Browns Point Lighthouse","Cap Sante","Chambers Bay Park","Cherry Point Aquatic Reserve, Conoco Phillips","Chimacum Creek delta","Chuckanut, Clark's Point","Comm Bay Skookum","Comm Bay, Dick Gilmur Launch","Comm Bay, Milwaukee Waterway","Des Moines Marina","Discovery Bay","Donkey Creek Delta","Eagle Harbor Dr","Eastsound, Fishing Bay","Edmonds Ferry","Edmonds Marina","Eld Inlet","Elliot Bay Myrtle Edwards","Elliott Bay, Harbor Island, Pier 17","Everett Harbor","Fidalgo Bay Aq Reserve, Weaverling Spit","Filucy Bay","Friday Harbor","Gig Harbor Boat Launch","Hood Canal Holly","Jamestown","Kingston Marina","Kitsap St Boat Launch","Kopachuck State Park","Lions Park","Locust Beach","Madrona Pont","Manchester, Stormwater Outfall","Maple Hollow Park","Maristone Island","Meyer's Point - Henderson Inlet","Miller Creek","Minter Bay","Mukilteo","N Avenue Park","North Camano","Oak Bay County Park","Penn Cove Reference","Pennrose Point State Park","Point Defiance Ferry","Port Angeles Yacht Club","Purdy - Dexters","Purdy, Burley Lagoon","Raft Island Park","Reach Island","Rich Passage","Rocky Point","S of Skunk Island","Salmon Bay, Commodore Park","Salmon Beach","Seattle Aquarium, Pier 59","Shilshole Bay","Silverdale, Dyes Inlet","Skiff Point","Smith Cove, Terminal 91","Squaxin Island","Suquamish Stormwater Outfall","Thea Foss Waterway","Three Tree Point","Tulalip Bay","Tulalip Reservation","West Bay Park"
"Manchester, Stormwater Outfall",0.166254734848485,0.128444293478261,0.20729086722947,0.128444293478261,0.204815165876777,0.254126344086022,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.160809261300992,0.158702824858757,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.295318181818182,0.128444293478261,0.128444293478261,0.594150236762807,0.302096211665664,0.427051855617692,0.128444293478261,0.128444293478261,0.128444293478261,0.130126302083333,0.128444293478261,0.20729086722947,0.128444293478261,0.220571640682999,0.130126302083333,0.128444293478261,0.128444293478261,0.166254734848485,0.152347826086957,0.204815165876777,0.128444293478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maple Hollow Park",0.580720889664195,0.222762886597938,0.478179932465027,0.200155537459283,0.244009728978457,0.163537109375,0.744844011142061,0.346862088218872,0.273738293778063,0.162646594274432,0.128444293478261,0.263382853403141,0.665544147843943,0.20729086722947,0.492948463356974,0.320880046136101,0.32912643020595,0.665544147843943,0.128444293478261,0.129303191489362,0.865188289322618,0.665544147843943,0.679385871784402,0.128444293478261,0.573118807540552,0.47411170212766,0.20729086722947,0.591792134831461,0.6205,0.128444293478261,0.31406976744186,0.128444293478261,0.221426144756278,0.167385915492958,0.8969165085389,0.547889679715302,0.202411764705882,0.607782664389411,0.635794657762938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maristone Island",0.398042105263158,0.128444293478261,0.51477295800646,0.128444293478261,0.538988789237668,0.757950059453032,0.255255361930295,0.228501084598699,0.128444293478261,0.132335427135678,0.128444293478261,0.453704322200393,0.228501084598699,0.252412687585266,0.18569375,0.128444293478261,0.302096211665664,0.872519832189169,0.138851897184823,0.128444293478261,0.492022770398482,0.234702279202279,0.525262466001813,0.206956997654417,0.161082002129925,0.199254098360656,0.333399886234357,0.128444293478261,0.35874972557629,0.128444293478261,0.392794817556848,0.227535221496006,0.152347826086957,0.325795519816198,0.229458603311735,0.257920424403183,0.869062213740458,0.188497349823322,0.564299028268551,0.425093510475217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meyer's Point - Henderson Inlet",0.340666666666667,0.243146545708304,0.538988789237668,0.29828004881025,0.495946327683616,0.335899488926746,0.163537109375,0.912238005289006,0.128444293478261,0.210919636087945,0.175133333333333,0.889729103343465,0.261958060288336,0.570817662565905,0.261958060288336,0.140950242718447,0.64272134551495,0.237366406803685,0.796583984375,0.160809261300992,0.182171762589928,0.283238155401137,0.36413048186248,0.880447829398324,0.164727008712488,0.128444293478261,1,0.128444293478261,0.438,0.15994748603352,0.197415282392027,0.128444293478261,0.128444293478261,0.900674886191199,0.221426144756278,0.54884704313028,0.268877828054299,0.200155537459283,0.163537109375,0.162646594274432,0.287340425531915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller Creek",0.319506635891518,0.130126302083333,0.205487843137255,0.157609839816934,0.128444293478261,0.128444293478261,0.421599283520983,0.199254098360656,0.266592207792208,0.162646594274432,0.193742616033755,0.128444293478261,0.339911399548533,0.266592207792208,0.282603043753963,0.288489069331668,0.145737410071942,0.14826491646778,0.128444293478261,0.128444293478261,0.376951154052603,0.860963176064442,0.451944225074038,0.128444293478261,0.379873262032086,0.197415282392027,0.205487843137255,0.52324965893588,0.219217423678332,0.128444293478261,0.162646594274432,0.128444293478261,0.160809261300992,0.128444293478261,0.483568214456678,0.257323784143904,0.128444293478261,0.346862088218872,0.160809261300992,0.857806067588326,0.15058956109134,0.128444293478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minter Bay",0.192593043478261,0.666106278210915,0.232177650429799,0.512990295748614,0.128444293478261,0.128444293478261,0.221426144756278,0.128444293478261,0.377995174262735,0.44298554336989,0.370239611440907,0.241228551336146,0.348710072342794,0.128444293478261,0.488985231062411,0.86307816091954,0.129303191489362,0.130126302083333,0.128444293478261,0.128444293478261,0.162646594274432,0.445691848906561,0.128444293478261,0.128444293478261,0.883216730038023,0.331647629925757,0.128444293478261,0.790433489827856,0.420124743326489,0.310132396016403,0.128444293478261,0.128444293478261,0.432870070778564,0.128444293478261,0.128444293478261,0.201208097165992,0.128444293478261,0.530944995491434,0.137225526641884,0.289633416458853,0.128444293478261,0.129303191489362,0.313959696261682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mukilteo",0.580720889664195,0.293804697156984,0.587072017353579,0.249265840220386,0.257920424403183,0.195034424853065,0.637783062161035,0.514831491712707,0.128444293478261,0.128444293478261,0.128444293478261,0.408014485256079,0.426038284839204,0.252412687585266,0.75965625,0.128444293478261,0.452384236453202,0.200155537459283,0.134545454545455,0.128444293478261,0.460502686858818,0.648105677579776,0.716791314837153,0.253503713706955,0.355159116022099,0.219217423678332,0.309274809160305,0.295318181818182,0.761190909090909,0.128444293478261,0.15058956109134,0.128444293478261,0.128444293478261,0.307260869565217,0.824140527950311,0.660788303130148,0.201208097165992,0.459857142857143,0.157609839816934,0.81702099533437,0.355159116022099,0.286367001254705,0.54188963360143,0.164727008712488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N Avenue Park",0.761190909090909,0.361701687534023,0.516659174311927,0.192593043478261,0.128444293478261,0.128444293478261,0.903060583112458,0.162646594274432,0.128444293478261,0.250436126373626,0.172085872576177,0.308958726415094,0.242106442577031,0.255255361930295,0.440042978510745,0.161082002129925,0.300292447129909,0.128444293478261,0.15594688221709,0.128444293478261,0.530944995491434,0.346862088218872,0.187435943060498,0.138851897184823,0.276317135549872,0.313959696261682,0.128444293478261,0.24808908839779,0.669166666666667,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.161082002129925,0.95567616191904,0.15594688221709,0.128444293478261,0.44298554336989,0.170695167286245,0.72135140562249,0.282603043753963,0.160809261300992,0.402186520376176,0.236121535181237,0.514831491712707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Camano",0.448830860534125,0.140950242718447,0.281604577240941,0.128444293478261,0.128444293478261,0.161082002129925,0.72640120240481,0.128444293478261,0.175133333333333,0.128444293478261,0.128444293478261,0.210919636087945,0.341226838854576,0.260871879106439,0.382353098290598,0.19631328320802,0.193742616033755,0.346320828667413,0.128444293478261,0.128444293478261,0.881833333333333,0.609308742004264,0.611720732226479,0.128444293478261,0.492022770398482,0.392794817556848,0.202952837729816,0.60445999144202,0.523211030082042,0.137225526641884,0.219217423678332,0.128444293478261,0.128444293478261,0.128444293478261,0.765478517934568,0.293804697156984,0.128444293478261,0.47133301017935,0.398042105263158,0.978973870847331,0.267998054474708,0.128444293478261,0.748547514910537,0.279057397959184,0.79223699648025,0.781394747157977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oak Bay County Park",0.36413048186248,0.466823271665044,0.523763396911898,0.514831491712707,0.667774907749078,0.387703349282297,0.157609839816934,0.837916731216112,0.128444293478261,0.203808578236696,0.162646594274432,0.985106066244883,0.435950877192982,0.483568214456678,0.435950877192982,0.128444293478261,0.860963176064442,0.175133333333333,0.587072017353579,0.128444293478261,0.128444293478261,0.24808908839779,0.285030150753769,0.90476343679031,0.162646594274432,0.279057397959184,0.830512989530826,0.128444293478261,0.74221027479092,0.128444293478261,0.164727008712488,0.128444293478261,0.192928571428571,0.665254523026316,0.281604577240941,0.715194366197183,0.158702824858757,0.227535221496006,0.128444293478261,0.128444293478261,0.290773490976976,0.878725333333333,0.128444293478261,0.128444293478261,0.401250918635171,0.163537109375,0.128444293478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penn Cove Reference",0.128444293478261,0.128444293478261,0.134545454545455,0.128444293478261,0.619621039290241,0.414682122617208,0.128444293478261,0.503448275862069,0.128444293478261,0.128444293478261,0.128444293478261,0.640362083333333,0.138851897184823,0.128444293478261,0.128444293478261,0.128444293478261,0.145737410071942,0.203808578236696,0.128444293478261,0.200155537459283,0.18569375,0.193742616033755,0.307769732937686,0.163537109375,0.128444293478261,0.129303191489362,0.145737410071942,0.128444293478261,0.253503713706955,0.128444293478261,0.158702824858757,0.457886330230279,0.128444293478261,0.161082002129925,0.128444293478261,0.193742616033755,0.202952837729816,0.128444293478261,0.16206,0.128444293478261,0.307769732937686,0.354450166112957,0.128444293478261,0.128444293478261,0.183939068100358,0.130915816326531,0.128444293478261,0.318499421965318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pennrose Point State Park",0.574982917214192,0.756108643933386,0.393391029023747,0.453704322200393,0.128444293478261,0.138851897184823,0.58256862745098,0.259024470899471,0.188497349823322,0.44704360753221,0.249265840220386,0.360820610687023,0.519991788321168,0.308958726415094,0.895206150341686,0.370239611440907,0.36413048186248,0.128444293478261,0.128444293478261,0.128444293478261,0.402186520376176,0.559569721115538,0.259024470899471,0.128444293478261,0.845693853884809,0.447716476991588,0.128444293478261,0.656608982282654,0.751349603174603,0.161082002129925,0.128444293478261,0.128444293478261,0.261958060288336,0.130915816326531,0.805450429352069,0.31545671121441,0.130126302083333,0.807667446393762,0.128444293478261,0.650158133773741,0.20729086722947,0.128444293478261,0.393391029023747,0.54188963360143,0.587072017353579,0.707404761904762,0.595587301587302,0.230904454022988,0.128444293478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Point Defiance Ferry",0.406692627206646,0.197415282392027,0.926434864457831,0.128444293478261,0.193742616033755,0.182171762589928,0.162646594274432,0.233443571428571,0.128444293478261,0.128444293478261,0.128444293478261,0.421599283520983,0.128444293478261,0.35993664664118,0.128444293478261,0.130126302083333,0.347981595092025,0.128444293478261,0.499387142186767,0.128444293478261,0.128444293478261,0.201208097165992,0.128444293478261,0.431722812341932,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.35093503609106,0.129303191489362,0.128444293478261,0.128444293478261,0.128444293478261,0.649268100951593,0.158702824858757,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.161082002129925,0.343488515406162,0.453704322200393,0.128444293478261,0.128444293478261,0.16206,0.128444293478261,0.128444293478261,0.300292447129909,0.130126302083333,0.128444293478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Port Angeles Yacht Club",0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy - Dexters",0.855351268255188,0.668608196721311,0.405500779220779,0.238604240282686,0.165104106972302,0.165104106972302,0.388725969198088,0.226891891891892,0.128444293478261,0.570633802816901,0.289633416458853,0.355159116022099,0.307769732937686,0.257323784143904,0.431010638297872,0.129303191489362,0.308274985215849,0.15994748603352,0.161082002129925,0.128444293478261,0.291728119180633,0.253503713706955,0.128444293478261,0.165104106972302,0.237366406803685,0.462689604685212,0.162646594274432,0.227535221496006,0.710904070939138,0.128444293478261,0.161082002129925,0.128444293478261,0.205487843137255,0.170695167286245,0.492369791666667,0.157609839816934,0.173299725022915,0.538988789237668,0.128444293478261,0.408014485256079,0.210919636087945,0.162646594274432,0.188497349823322,0.229458603311735,0.292859355638166,0.649268100951593,0.308274985215849,0.191744960560912,0.128444293478261,0.627321713565729,0.143704957678355,0.128444293478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy, Burley Lagoon",0.514000923787529,0.649579338842975,0.64272134551495,0.562658558160106,0.199254098360656,0.162646594274432,0.288489069331668,0.688447068403909,0.212484114977307,0.376106989247312,0.197415282392027,0.449721837944664,0.352043815862451,1,0.519991788321168,0.339911399548533,0.698515605999189,0.162646594274432,0.895206150341686,0.128444293478261,0.198997516556291,0.333399886234357,0.227535221496006,0.696608272506083,0.313959696261682,0.192928571428571,0.506280465116279,0.209986280487805,0.445012941762071,0.264458224543081,0.161082002129925,0.128444293478261,0.128444293478261,0.765318863456985,0.283868470736312,0.404164233576642,0.166254734848485,0.285030150753769,0.128444293478261,0.218507865168539,0.203808578236696,0.589309090909091,0.192928571428571,0.309274809160305,0.361701687534023,0.292859355638166,0.128444293478261,0.612716227697536,0.128444293478261,0.466823271665044,0.452384236453202,0.128444293478261,0.359246305418719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raft Island Park",0.193742616033755,0.14826491646778,0.298652490886999,0.128444293478261,0.519991788321168,0.775807858546169,0.128444293478261,0.192928571428571,0.128444293478261,0.128444293478261,0.128444293478261,0.446147321428571,0.193742616033755,0.161082002129925,0.128444293478261,0.130126302083333,0.152347826086957,0.981265945542708,0.15994748603352,0.128444293478261,0.60240625,0.212484114977307,0.438,0.132335427135678,0.128444293478261,0.130915816326531,0.182171762589928,0.128444293478261,0.35874972557629,0.128444293478261,0.499387142186767,0.24808908839779,0.128444293478261,0.162646594274432,0.229458603311735,0.193742616033755,0.8330089112747,0.132335427135678,0.648105677579776,0.516659174311927,0.945958333333333,0.202952837729816,0.128444293478261,0.128444293478261,0.193742616033755,0.161082002129925,0.237366406803685,0.183939068100358,0.243146545708304,0.128444293478261,0.198997516556291,0.128444293478261,0.128444293478261,0.162646594274432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reach Island",0.667774907749078,0.632870292887029,0.377995174262735,0.48957231208373,0.298652490886999,0.128444293478261,0.308274985215849,0.283868470736312,0.128444293478261,0.484629186602871,0.283238155401137,0.426038284839204,1,0.202952837729816,0.759188440221694,0.165104106972302,0.570633802816901,0.162646594274432,0.128444293478261,0.128444293478261,0.438,0.317856811594203,0.266592207792208,0.172085872576177,0.559569721115538,0.930152427549868,0.128444293478261,0.404164233576642,0.988758928571429,0.161082002129925,0.161082002129925,0.128444293478261,0.594150236762807,0.128444293478261,0.763789889415482,0.594545141874463,0.128444293478261,0.981907158836689,0.128444293478261,0.595587301587302,0.233443571428571,0.162646594274432,0.266592207792208,0.361701687534023,0.401825039287585,0.47411170212766,0.412323878287777,0.343488515406162,0.132335427135678,0.624357473684211,0.130915816326531,0.128444293478261,0.547889679715302,0.277866453674121,0.166254734848485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rich Passage",0.789994909945184,0.210919636087945,0.906122163388805,0.128444293478261,0.128444293478261,0.160809261300992,0.619621039290241,0.204815165876777,0.128444293478261,0.128444293478261,0.128444293478261,0.383386339381003,0.163537109375,0.267998054474708,0.206956997654417,0.128444293478261,0.263382853403141,0.242106442577031,0.219217423678332,0.132335427135678,0.58773385348938,0.298652490886999,0.302096211665664,0.164727008712488,0.128444293478261,0.161082002129925,0.128444293478261,0.152347826086957,0.51512637867647,0.128444293478261,0.161082002129925,0.128444293478261,0.128444293478261,0.242106442577031,0.497552631578947,0.187435943060498,0.170695167286245,0.18569375,0.158702824858757,0.580720889664195,0.453704322200393,0.187435943060498,0.256036048064085,0.128444293478261,0.318499421965318,0.654652926628195,0.538498199819982,0.128444293478261,0.128444293478261,0.306382089552239,0.266592207792208,0.128444293478261,0.264458224543081,0.298652490886999,0.225247988295538,0.188497349823322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rocky Point",0.35874972557629,0.140950242718447,0.483568214456678,0.187435943060498,0.404728407908429,0.434721997981837,0.287340425531915,0.648687370600414,0.128444293478261,0.128444293478261,0.128444293478261,0.58773385348938,0.404728407908429,0.192928571428571,0.339911399548533,0.128444293478261,0.423929959100204,0.409200103412616,0.128444293478261,0.165104106972302,0.633470317725753,0.611828729281768,1,0.166254734848485,0.199254098360656,0.167385915492958,0.527978280542986,0.215917043740573,0.631064177852349,0.128444293478261,0.245545454545455,0.15594688221709,0.128444293478261,0.319506635891518,0.652119273627734,0.706599919257166,0.485225035833731,0.300292447129909,0.563603890362511,0.592845623113411,0.60599358974359,0.331647629925757,0.401250918635171,0.128444293478261,0.814187086736678,0.302991601679664,0.559116578014184,0.259024470899471,0.340666666666667,0.271317450096587,0.128444293478261,0.128444293478261,0.158702824858757,0.191744960560912,0.506280465116279,0.311349912229374,0.305316387559809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S of Skunk Island",0.283238155401137,0.253503713706955,0.767462416371507,0.32912643020595,0.529703569814731,0.304064670658683,0.202411764705882,0.931484392628808,0.162646594274432,0.128444293478261,0.152347826086957,0.86696217042415,0.20729086722947,0.503448275862069,0.410384496124031,0.128444293478261,0.609308742004264,0.20729086722947,0.739379888268156,0.128444293478261,0.209986280487805,0.750575625248114,0.445691848906561,0.878030868902439,0.128444293478261,0.128444293478261,1,0.208723029839327,0.574982917214192,0.162646594274432,0.20729086722947,0.128444293478261,0.128444293478261,0.901357603337126,0.641810653349979,0.605356715141146,0.228501084598699,0.132335427135678,0.128444293478261,0.586918730986528,0.500981733021077,0.980624253731343,0.214041509433962,0.128444293478261,0.492022770398482,0.128444293478261,0.295318181818182,0.725900521460088,0.281604577240941,0.202411764705882,0.429143654822335,0.128444293478261,0.205487843137255,0.619621039290241,0.234702279202279,0.128444293478261,0.238604240282686,0.693381204231082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon Bay, Commodore Park",0.253503713706955,0.129303191489362,0.468540816326531,0.128444293478261,0.43498741821842,0.511913345690454,0.164727008712488,0.199254098360656,0.128444293478261,0.128444293478261,0.130126302083333,0.500981733021077,0.129303191489362,0.161082002129925,0.128444293478261,0.128444293478261,0.162646594274432,0.861668711656442,0.130915816326531,0.128444293478261,0.632269262981575,0.228501084598699,0.3846224,0.128444293478261,0.130126302083333,0.128444293478261,0.128444293478261,0.134545454545455,0.487340334128878,0.130915816326531,0.257920424403183,0.128444293478261,0.128444293478261,0.178760652765186,0.301378166465621,0.232177650429799,0.519991788321168,0.128444293478261,0.337050482132728,0.576843763676149,0.983461653015637,0.253503713706955,0.128444293478261,0.128444293478261,0.201208097165992,0.217298496240601,0.319506635891518,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.197415282392027,0.15594688221709,0.901697991663509,0.162646594274432,0.469169335274139,0.518186355311355,0.197415282392027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon Beach",0.635794657762938,0.813452918287938,0.648687370600414,0.611091180230081,0.379036957686127,0.270448966408269,0.289633416458853,0.570817662565905,0.162646594274432,0.64122032486464,0.446147321428571,0.519991788321168,0.41639260020555,1,0.389127118644068,0.251945130315501,0.594545141874463,0.31406976744186,0.6424,0.128444293478261,0.268877828054299,0.31406976744186,0.199254098360656,0.595587301587302,0.272880952380952,0.254126344086022,0.503448275862069,0.195034424853065,0.626450420168067,0.271317450096587,0.31406976744186,0.128444293478261,0.233443571428571,0.617404156064462,0.649579338842975,0.360820610687023,0.169286248830683,0.302096211665664,0.157609839816934,0.31406976744186,0.214041509433962,0.511135435992579,0.273738293778063,0.241228551336146,0.305316387559809,0.340666666666667,0.237366406803685,0.60599358974359,0.128444293478261,0.36646,0.538988789237668,0.128444293478261,0.559569721115538,0.849272762345679,0.193742616033755,0.386884451544196,0.310132396016403,0.260871879106439,0.41639260020555,0.20729086722947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle Aquarium, Pier 59",0.60240625,0.519991788321168,0.935195864661654,0.566184907325684,0.638643452877398,0.530205324909747,0.293804697156984,0.790433489827856,0.145737410071942,0.354450166112957,0.162646594274432,0.915265359969845,0.631932075471698,0.976034005979073,0.618907666243117,0.401250918635171,0.839683701122726,0.463781463414634,0.95502174728159,0.128444293478261,0.128444293478261,0.483568214456678,0.540683833407971,0.973087542087542,0.365395021645022,0.15994748603352,1,0.178760652765186,0.60240625,0.404164233576642,0.281604577240941,0.128444293478261,0.15994748603352,0.97143001497006,0.554819432120674,0.817753206373883,0.482460760712566,0.287340425531915,0.134545454545455,0.407671680497925,0.402186520376176,1,0.18569375,0.167385915492958,0.669724222585925,0.293804697156984,0.128444293478261,0.84608381614523,0.47495845410628,0.514831491712707,0.878030868902439,0.128444293478261,0.283868470736312,0.983461653015637,0.283868470736312,0.48957231208373,0.503448275862069,0.624357473684211,0.97474382946896,0.405500779220779,0.829787432117921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shilshole Bay",0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.481392100192678,0.566876543209877,0.128444293478261,0.318499421965318,0.128444293478261,0.128444293478261,0.128444293478261,0.363652551574376,0.172085872576177,0.128444293478261,0.128444293478261,0.128444293478261,0.15994748603352,0.362777052746058,0.128444293478261,0.331647629925757,0.192593043478261,0.176953594176524,0.304064670658683,0.128444293478261,0.129303191489362,0.128444293478261,0.199254098360656,0.128444293478261,0.197415282392027,0.128444293478261,0.253503713706955,0.622518362178134,0.128444293478261,0.128444293478261,0.129303191489362,0.167385915492958,0.460502686858818,0.134545454545455,0.391780836421387,0.128444293478261,0.402186520376176,0.268877828054299,0.128444293478261,0.128444293478261,0.161082002129925,0.128444293478261,0.128444293478261,0.256036048064085,0.647523019493986,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.526994567677682,0.128444293478261,0.128444293478261,0.413503608247423,0.301378166465621,0.234702279202279,0.128444293478261,0.376951154052603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silverdale, Dyes Inlet",0.128444293478261,0.128444293478261,0.128444293478261,0.32814441260745,0.275117873158232,0.162646594274432,0.128444293478261,0.669166666666667,0.128444293478261,0.138851897184823,0.128444293478261,0.517186440677966,0.240004231311707,0.253503713706955,0.128444293478261,0.128444293478261,0.342551066217733,0.222762886597938,0.435688944723618,0.128444293478261,0.128444293478261,0.249265840220386,0.19631328320802,0.279057397959184,0.128444293478261,0.128444293478261,0.812718178279486,0.128444293478261,0.193742616033755,0.180391696750903,0.192928571428571,0.128444293478261,0.128444293478261,0.299747119466343,0.128444293478261,0.219217423678332,0.128444293478261,0.134545454545455,0.128444293478261,0.192928571428571,0.128444293478261,0.695296055307035,0.128444293478261,0.128444293478261,0.198997516556291,0.128444293478261,0.128444293478261,0.487930886558627,0.547889679715302,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.162646594274432,0.128444293478261,0.128444293478261,0.129303191489362,0.162646594274432,0.64555020746888,0.128444293478261,0.310132396016403,0.538498199819982,0.309274809160305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skiff Point",0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.35993664664118,0.260871879106439,0.128444293478261,0.163537109375,0.128444293478261,0.128444293478261,0.128444293478261,0.286367001254705,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.16206,0.128444293478261,0.252412687585266,0.51512637867647,0.260871879106439,0.338198866855524,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.257920424403183,0.128444293478261,0.161082002129925,0.632269262981575,0.128444293478261,0.128444293478261,0.128444293478261,0.202411764705882,0.128444293478261,0.128444293478261,0.453704322200393,0.511913345690454,0.426546102903719,0.198997516556291,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.257920424403183,0.128444293478261,0.243146545708304,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.129303191489362,0.614749893842887,0.128444293478261,0.128444293478261,0.497552631578947,0.128444293478261,0.183939068100358,0.128444293478261,0.128444293478261,0.547889679715302,0.130915816326531,NA,NA,NA,NA,NA,NA,NA,NA,NA
