"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"10","13",2.91726529131488,0.0035,0.0636,"No","a","a"
"13","8.2",-2.99946513178451,0.0027,0.0974,"No","a","a"
"6","8.2",-2.53673144715921,0.0112,0.1007,"No","a","a"
"12","8.2",-2.57723925202185,0.01,0.1195,"No","a","a"
"13","9",-2.38917442648176,0.0169,0.1216,"No","a","a"
"10","6",2.03529357388403,0.0418,0.1882,"No","a","a"
"6","9",-1.98374778015131,0.0473,0.1891,"No","a","a"
"12","9",-2.07865601069797,0.0376,0.1936,"No","a","a"
"11","8.2",-1.8950040378483,0.0581,0.2091,"No","a","a"
"10","12",2.0970660712433,0.036,0.2159,"No","a","a"
"7","8.2",-1.64215657495813,0.1006,0.2785,"No","a","a"
"13","7",-1.67051896576526,0.0948,0.2845,"No","a","a"
"12","7",-1.59279019867044,0.1112,0.286,"No","a","a"
"11","13",1.70650866885038,0.0879,0.2877,"No","a","a"
"11","12",1.54837761477742,0.1215,0.2917,"No","a","a"
"8.1","8.2",-1.42285083705373,0.1548,0.3278,"No","a","a"
"11","6",1.3773020587224,0.1684,0.3368,"No","a","a"
"6","7",-1.42597103525752,0.1539,0.3462,"No","a","a"
"10","8.2",-1.22339331337406,0.2212,0.4191,"No","a","a"
"10","11",1.13888389944391,0.2548,0.4586,"No","a","a"
"11","9",-1.10059770820919,0.2711,0.4647,"No","a","a"
"12","8.1",-0.999729693196846,0.3174,0.5194,"No","a","a"
"10","8.1",0.752244265744259,0.4519,0.581,"No","a","a"
"6","8.1",-0.772546975159976,0.4398,0.5864,"No","a","a"
"8.2","9",0.828414310758977,0.4074,0.5867,"No","a","a"
"8.1","9",-0.854242196177249,0.393,0.5895,"No","a","a"
"12","13",-0.702999640261995,0.4821,0.5984,"No","a","a"
"10","7",0.775484049384122,0.4381,0.6065,"No","a","a"
"7","9",-0.857750392442776,0.391,0.612,"No","a","a"
"13","8.1",-0.619518432980883,0.5356,0.6427,"No","a","a"
"10","9",-0.295271411177734,0.7678,0.813,"No","a","a"
"7","8.1",0.313931678161186,0.7536,0.8221,"No","a","a"
"13","6",0.372399251087612,0.7096,0.824,"No","a","a"
"12","6",-0.322602033583287,0.747,0.8404,"No","a","a"
"11","8.1",0.220314368060086,0.8256,0.8492,"No","a","a"
"11","7",-0.18870508633741,0.8503,0.8503,"No","a","a"
