"analyte","Metric","Analyte","Spearman_r","Spearman_p","Kendall_tau","Kendall_p","Spearman_sig","Kendall_sig","class.x","class.y"
"beta_chlordane","ibr1overall","beta_chlordane",0.3526545723806,0.00217863922920217,0.231395779340985,0.00353744397187821,"**","**","chlordane","chlordane"
"beta_chlordane","ci3","beta_chlordane",-0.0258056882182195,0.827237489033123,-0.0152645716097887,0.8482012417713,"","","chlordane","chlordane"
"beta_chlordane","ci1","beta_chlordane",0.0755281416395503,0.522451613176812,0.0570264775558696,0.472334908597937,"","","chlordane","chlordane"
"beta_chlordane","ibr1morph","beta_chlordane",0.207878563495002,0.0756092555311443,0.135875601629026,0.0867691869548944,"","","chlordane","chlordane"
"beta_chlordane","sod","beta_chlordane",-0.0506330988522769,0.667699525839059,-0.0396149574231766,0.617539339374611,"","","chlordane","chlordane"
"beta_chlordane","ibr1bio","beta_chlordane",0.234268789337282,0.0447566176600296,0.17067752684191,0.0314473726942625,"*","*","chlordane","chlordane"
"beta_chlordane","p450","beta_chlordane",0.253432062199185,0.0296181765661903,0.169196593854128,0.0329494735828995,"*","*","chlordane","chlordane"
"beta_chlordane","ci2","beta_chlordane",-0.048754119030788,0.6799699718498,-0.0303872652177148,0.701947256231928,"","","chlordane","chlordane"
"beta_chlordane","shell","beta_chlordane",0.298906242892169,0.00968306496815031,0.20808641127343,0.00883579088780362,"**","**","chlordane","chlordane"
"beta_hexachlorocyclohexane","ibr1overall","beta_hexachlorocyclohexane",0.31231395779341,0.00695839988822199,0.20251758607923,0.0106890086474099,"**","*","hch","hch"
"beta_hexachlorocyclohexane","sod","beta_hexachlorocyclohexane",0.0251314328026657,0.831370930492152,0.00999629766753054,0.899730439545855,"","","hch","hch"
"beta_hexachlorocyclohexane","ibr1morph","beta_hexachlorocyclohexane",0.190077748981859,0.104728196246419,0.127730470196224,0.107392623158306,"","","hch","hch"
"beta_hexachlorocyclohexane","p450","beta_hexachlorocyclohexane",0.202576823398741,0.0835059459422489,0.137356534616809,0.0833877345533693,"","","hch","hch"
"beta_hexachlorocyclohexane","ci3","beta_hexachlorocyclohexane",-0.0818315853716673,0.488233441783956,-0.0629198195622999,0.430112458402177,"","","hch","hch"
"beta_hexachlorocyclohexane","ci2","beta_hexachlorocyclohexane",-0.0563219667904273,0.633625586306299,-0.0422457101807255,0.59470044633378,"","","hch","hch"
"beta_hexachlorocyclohexane","ibr1bio","beta_hexachlorocyclohexane",0.224583487597186,0.0545721718403455,0.150684931506849,0.0575169470304035,"","","hch","hch"
"beta_hexachlorocyclohexane","shell","beta_hexachlorocyclohexane",0.332200328414991,0.00383226105405134,0.225148755156813,0.00461079154544794,"**","**","hch","hch"
"beta_hexachlorocyclohexane","ci1","beta_hexachlorocyclohexane",0.0947656035983299,0.421896317067734,0.0636919099974648,0.422155461464087,"","","hch","hch"
"br5de04","ci2","br5de04",-0.0462660594933723,0.695479674278746,-0.035575334889032,0.654130777413502,"","","pbde_congener","pbde_congener"
"br5de04","shell","br5de04",0.33853923793624,0.00317474470514062,0.239243734886564,0.00260908570505134,"**","**","pbde_congener","pbde_congener"
"br5de04","p450","br5de04",0.207937800814513,0.0755245372568379,0.141799333580155,0.0738793310783324,"","","pbde_congener","pbde_congener"
"br5de04","ibr1overall","br5de04",0.350166604961125,0.00235033222453412,0.235098111810441,0.00304283192813545,"**","**","pbde_congener","pbde_congener"
"br5de04","ibr1morph","br5de04",0.260777489818586,0.0250971481921319,0.17067752684191,0.0314473726942625,"*","*","pbde_congener","pbde_congener"
"br5de04","sod","br5de04",-0.1019029988893,0.386809794980489,-0.075897815623843,0.338728336088803,"","","pbde_congener","pbde_congener"
"br5de04","ci1","br5de04",0.0943657487308264,0.423866279631011,0.0740603604621683,0.350635471041058,"","","pbde_congener","pbde_congener"
"br5de04","ibr1bio","br5de04",0.195764531654943,0.0946019502730564,0.140318400592373,0.0769451209687142,"","","pbde_congener","pbde_congener"
"br5de04","ci3","br5de04",-0.0473005525147961,0.689015400117922,-0.0271783835979165,0.733246383172288,"","","pbde_congener","pbde_congener"
"br5de05","shell","br5de05",0.33853923793624,0.00317474470514062,0.239243734886564,0.00260908570505134,"**","**","pbde_congener","pbde_congener"
"br5de05","ibr1morph","br5de05",0.260777489818586,0.0250971481921319,0.17067752684191,0.0314473726942625,"*","*","pbde_congener","pbde_congener"
"br5de05","ibr1overall","br5de05",0.350166604961125,0.00235033222453412,0.235098111810441,0.00304283192813545,"**","**","pbde_congener","pbde_congener"
"br5de05","ci3","br5de05",-0.0473005525147961,0.689015400117922,-0.0271783835979165,0.733246383172288,"","","pbde_congener","pbde_congener"
"br5de05","ci1","br5de05",0.0943657487308264,0.423866279631011,0.0740603604621683,0.350635471041058,"","","pbde_congener","pbde_congener"
"br5de05","ibr1bio","br5de05",0.195764531654943,0.0946019502730564,0.140318400592373,0.0769451209687142,"","","pbde_congener","pbde_congener"
"br5de05","sod","br5de05",-0.1019029988893,0.386809794980489,-0.075897815623843,0.338728336088803,"","","pbde_congener","pbde_congener"
"br5de05","ci2","br5de05",-0.0462660594933723,0.695479674278746,-0.035575334889032,0.654130777413502,"","","pbde_congener","pbde_congener"
"br5de05","p450","br5de05",0.207937800814513,0.0755245372568379,0.141799333580155,0.0738793310783324,"","","pbde_congener","pbde_congener"
"br6de01","p450","br6de01",0.205775638652351,0.078666520829772,0.141799333580155,0.0738793310783324,"","","pbde_congener","pbde_congener"
"br6de01","ibr1morph","br6de01",0.251773417252869,0.0307293177029868,0.163272861902999,0.0395871920543581,"*","*","pbde_congener","pbde_congener"
"br6de01","ci3","br6de01",-0.0634031834523418,0.59149577018673,-0.0390921955860443,0.623987696639098,"","","pbde_congener","pbde_congener"
"br6de01","ci2","br6de01",-0.051345847715596,0.663953889205628,-0.0370576405094083,0.64071522700599,"","","pbde_congener","pbde_congener"
"br6de01","ibr1bio","br6de01",0.19517215845983,0.0956193038435829,0.140318400592373,0.0769451209687142,"","","pbde_congener","pbde_congener"
"br6de01","ibr1overall","br6de01",0.34394668641244,0.00283404736444621,0.230655312847094,0.00364474089023904,"**","**","pbde_congener","pbde_congener"
"br6de01","sod","br6de01",-0.0937282487967419,0.426182151844302,-0.0699740836727138,0.377769705704607,"","","pbde_congener","pbde_congener"
"br6de01","ci1","br6de01",0.0894786336835614,0.448365628806009,0.072579153252925,0.360354266586977,"","","pbde_congener","pbde_congener"
"br6de01","shell","br6de01",0.33206703358861,0.00384730006108841,0.234792688656116,0.0031329070051968,"**","**","pbde_congener","pbde_congener"
"br7de01","ibr1morph","br7de01",0.26027397260274,0.0253870919742931,0.169196593854128,0.0329494735828995,"*","*","pbde_congener","pbde_congener"
"br7de01","ibr1overall","br7de01",0.332336171788227,0.00398152509031457,0.2217697149204,0.00518395520660729,"**","**","pbde_congener","pbde_congener"
"br7de01","ibr1bio","br7de01",0.175416512402814,0.134744888359114,0.122547204738986,0.122421345788227,"","","pbde_congener","pbde_congener"
"br7de01","p450","br7de01",0.19061088485746,0.10374430495444,0.126990003702332,0.109445486469674,"","","pbde_congener","pbde_congener"
"br7de01","sod","br7de01",-0.09891151425398,0.400957344529536,-0.0684931506849315,0.387947156657615,"","","pbde_congener","pbde_congener"
"br7de01","ci1","br7de01",0.105398781186016,0.371465544122098,0.0814663965083852,0.304564983885794,"","","pbde_congener","pbde_congener"
"br7de01","shell","br7de01",0.310443650642293,0.00710395532959224,0.219955867887957,0.00564540831673611,"**","**","pbde_congener","pbde_congener"
"br7de01","ci2","br7de01",-0.0386389722209374,0.743782596039492,-0.026681501166774,0.7368532973598,"","","pbde_congener","pbde_congener"
"br7de01","ci3","br7de01",-0.0429897285931533,0.716094065390497,-0.0234553173516266,0.768663173503892,"","","pbde_congener","pbde_congener"
"c1_benzanthracenes_chrysenes","shell","c1_benzanthracenes_chrysenes",0.228496953490258,0.050214729254879,0.156157538584873,0.0494230158061409,"","*","hmw","hmw"
"c1_benzanthracenes_chrysenes","ibr1bio","c1_benzanthracenes_chrysenes",0.118756016290263,0.312842593620613,0.0766382821177342,0.334036983995371,"","","hmw","hmw"
"c1_benzanthracenes_chrysenes","ibr1morph","c1_benzanthracenes_chrysenes",-0.0840429470566457,0.475678938054548,-0.0588670862643465,0.45808064197723,"","","hmw","hmw"
"c1_benzanthracenes_chrysenes","ci2","c1_benzanthracenes_chrysenes",-0.0189122144599989,0.872933413428403,-0.013340750583387,0.866574114607768,"","","hmw","hmw"
"c1_benzanthracenes_chrysenes","ibr1overall","c1_benzanthracenes_chrysenes",0.069707515734913,0.554293957078082,0.0351721584598297,0.657519875026144,"","","hmw","hmw"
"c1_benzanthracenes_chrysenes","sod","c1_benzanthracenes_chrysenes",0.236164383561644,0.0430182488290283,0.156608663457978,0.0483784010393603,"*","*","hmw","hmw"
"c1_benzanthracenes_chrysenes","p450","c1_benzanthracenes_chrysenes",0.0670418363569048,0.569572733761168,0.0396149574231766,0.617539339374611,"","","hmw","hmw"
"c1_benzanthracenes_chrysenes","ci3","c1_benzanthracenes_chrysenes",0.0132435621510265,0.910830729181047,-0.00111691987388698,0.9888252712389,"","","hmw","hmw"
"c1_benzanthracenes_chrysenes","ci1","c1_benzanthracenes_chrysenes",0.11264059711969,0.339314776146598,0.0792445856945201,0.317943718063392,"","","hmw","hmw"
"c1_dibenzothiophenes","ibr1morph","c1_dibenzothiophenes",0.29857089966679,0.0100069039423383,0.197334320621992,0.012869134468739,"*","*","lmw","lmw"
"c1_dibenzothiophenes","shell","c1_dibenzothiophenes",0.136345796851913,0.246724641000755,0.0893918451281579,0.260667831545044,"","","lmw","lmw"
"c1_dibenzothiophenes","ibr1bio","c1_dibenzothiophenes",0.0583931877082562,0.620457833588287,0.036653091447612,0.64407638752308,"","","lmw","lmw"
"c1_dibenzothiophenes","ci2","c1_dibenzothiophenes",-0.0328927394797631,0.78084953714788,-0.0163053618241396,0.837300579391206,"","","lmw","lmw"
"c1_dibenzothiophenes","ibr1overall","c1_dibenzothiophenes",0.254142910033321,0.0291524841808871,0.161051462421325,0.0423534670626077,"*","*","lmw","lmw"
"c1_dibenzothiophenes","sod","c1_dibenzothiophenes",-0.0425175860792299,0.718528314261832,-0.0196223620881155,0.80464741393146,"","","lmw","lmw"
"c1_dibenzothiophenes","p450","c1_dibenzothiophenes",0.0937874861162532,0.425888818394978,0.0573861532765642,0.469468503378562,"","","lmw","lmw"
"c1_dibenzothiophenes","ci1","c1_dibenzothiophenes",0.0369791705243053,0.75443399526649,0.014071468487812,0.859242978906158,"","","lmw","lmw"
"c1_dibenzothiophenes","ci3","c1_dibenzothiophenes",0.0849721168884656,0.471637795178311,0.0502613943249141,0.528520790015695,"","","lmw","lmw"
"c1_fluoranthenes_pyrenes","ibr1morph","c1_fluoranthenes_pyrenes",-0.104835246205109,0.373237474863708,-0.0692336171788226,0.382837707277213,"","","hmw","hmw"
"c1_fluoranthenes_pyrenes","shell","c1_fluoranthenes_pyrenes",0.200386555660046,0.0869236690365224,0.141320717816714,0.0753655902871846,"","","hmw","hmw"
"c1_fluoranthenes_pyrenes","ibr1overall","c1_fluoranthenes_pyrenes",0.0058496853017401,0.960549781699007,-0.00481303221029248,0.951623959522401,"","","hmw","hmw"
"c1_fluoranthenes_pyrenes","ci1","c1_fluoranthenes_pyrenes",0.126620708042776,0.282364610815395,0.0896130361592237,0.258744968020377,"","","hmw","hmw"
"c1_fluoranthenes_pyrenes","ibr1bio","c1_fluoranthenes_pyrenes",0.0451240281377268,0.702056730720061,0.0277674935209182,0.726334786726702,"","","hmw","hmw"
"c1_fluoranthenes_pyrenes","ci2","c1_fluoranthenes_pyrenes",-0.0284349661418934,0.809949581230781,-0.022234584305645,0.779462609226088,"","","hmw","hmw"
"c1_fluoranthenes_pyrenes","ci3","c1_fluoranthenes_pyrenes",-0.00580702054049486,0.960836552094601,-0.00483998612017691,0.951604305325158,"","","hmw","hmw"
"c1_fluoranthenes_pyrenes","p450","c1_fluoranthenes_pyrenes",-0.000844131803035913,0.994390657116935,-0.00481303221029248,0.951623959522401,"","","hmw","hmw"
"c1_fluoranthenes_pyrenes","sod","c1_fluoranthenes_pyrenes",0.247449092928545,0.0337929375304562,0.16401332839689,0.0386998570320612,"*","*","hmw","hmw"
"c1_fluorenes","shell","c1_fluorenes",0.260265553777826,0.0251221141345244,0.17544540558348,0.0272705900948195,"*","*","lmw","lmw"
"c1_fluorenes","ci2","c1_fluorenes",-0.176444888861728,0.132627324613217,-0.114137532768978,0.150594998018126,"","","lmw","lmw"
"c1_fluorenes","ibr1overall","c1_fluorenes",0.306182895223991,0.00819890977541978,0.192151055164754,0.0154338188802931,"**","*","lmw","lmw"
"c1_fluorenes","sod","c1_fluorenes",0.182169566827101,0.12019405352524,0.138837467604591,0.0801138177227794,"","","lmw","lmw"
"c1_fluorenes","p450","c1_fluorenes",0.193661606812292,0.098252583895805,0.122547204738986,0.122421345788227,"","","lmw","lmw"
"c1_fluorenes","ibr1bio","c1_fluorenes",0.204028137726768,0.0812816705098296,0.135875601629026,0.0867691869548944,"","","lmw","lmw"
"c1_fluorenes","ibr1morph","c1_fluorenes",0.168189559422436,0.151761198971247,0.109959274342836,0.165740602191097,"","","lmw","lmw"
"c1_fluorenes","ci3","c1_fluorenes",-0.0687065338439162,0.560794536461904,-0.0517506208234301,0.516377034379547,"","","lmw","lmw"
"c1_fluorenes","ci1","c1_fluorenes",-0.0718702100738701,0.542847223784067,-0.0540640631373829,0.495649484931615,"","","lmw","lmw"
"c1_naphthalenes","ci3","c1_naphthalenes",0.0788688197897822,0.504167842651089,0.0457937148293662,0.565804023949824,"","","lmw","lmw"
"c1_naphthalenes","p450","c1_naphthalenes",0.121569788967049,0.301451959015062,0.0877452795261014,0.268719391814125,"","","lmw","lmw"
"c1_naphthalenes","ibr1bio","c1_naphthalenes",0.142065901517956,0.226737668792674,0.101073676416142,0.202656693687989,"","","lmw","lmw"
"c1_naphthalenes","ibr1morph","c1_naphthalenes",0.235127730470196,0.0439618293400876,0.155127730470196,0.0505403052986999,"*","","lmw","lmw"
"c1_naphthalenes","ibr1overall","c1_naphthalenes",0.269722325064791,0.020397460166815,0.191410588670863,0.0158347346641916,"*","*","lmw","lmw"
"c1_naphthalenes","ci2","c1_naphthalenes",0.0174904661529042,0.882415023298164,0.013340750583387,0.866574114607768,"","","lmw","lmw"
"c1_naphthalenes","sod","c1_naphthalenes",-0.0248944835246205,0.832938570272224,-0.0144390966308775,0.85558059927775,"","","lmw","lmw"
"c1_naphthalenes","ci1","c1_naphthalenes",0.121955734588568,0.30061656033189,0.0814663965083852,0.304564983885794,"","","lmw","lmw"
"c1_naphthalenes","shell","c1_naphthalenes",0.223890876711967,0.0551601185588837,0.151706492354426,0.0562728226164005,"","","lmw","lmw"
"c1_phenanthrenes_anthracenes","ibr1overall","c1_phenanthrenes_anthracenes",0.0129285449833395,0.912825243325211,-0.00481303221029248,0.951623959522401,"","","lmw","lmw"
"c1_phenanthrenes_anthracenes","sod","c1_phenanthrenes_anthracenes",0.255623843021103,0.0282021733356585,0.165494261384672,0.036975809745076,"*","*","lmw","lmw"
"c1_phenanthrenes_anthracenes","ibr1bio","c1_phenanthrenes_anthracenes",0.0676342095520178,0.566160412852307,0.0485005553498704,0.540972903075379,"","","lmw","lmw"
"c1_phenanthrenes_anthracenes","ibr1morph","c1_phenanthrenes_anthracenes",-0.129477971121807,0.270910818565001,-0.0870048130322103,0.272779992503192,"","","lmw","lmw"
"c1_phenanthrenes_anthracenes","shell","c1_phenanthrenes_anthracenes",0.17409785379038,0.137940440067293,0.129451261202187,0.103338398439509,"","","lmw","lmw"
"c1_phenanthrenes_anthracenes","ci2","c1_phenanthrenes_anthracenes",0.0390832685669045,0.740939455968941,0.0326107236482793,0.681296089190037,"","","lmw","lmw"
"c1_phenanthrenes_anthracenes","ci3","c1_phenanthrenes_anthracenes",0.031879357661084,0.787440046615602,0.0316460630934644,0.691489927707473,"","","lmw","lmw"
"c1_phenanthrenes_anthracenes","p450","c1_phenanthrenes_anthracenes",0.015979266938171,0.892342871914008,0.00851536467974824,0.914523273320258,"","","lmw","lmw"
"c1_phenanthrenes_anthracenes","ci1","c1_phenanthrenes_anthracenes",0.132885100966997,0.259035541868449,0.0955378649961971,0.228577582431215,"","","lmw","lmw"
"c2_benzanthracenes_chrysenes","ibr1bio","c2_benzanthracenes_chrysenes",0.12639763050722,0.282549137258816,0.0825620140688634,0.298023084989838,"","","hmw","hmw"
"c2_benzanthracenes_chrysenes","ci3","c2_benzanthracenes_chrysenes",0.0144731098675089,0.902590821682411,0.00260614637240295,0.97392942110133,"","","hmw","hmw"
"c2_benzanthracenes_chrysenes","sod","c2_benzanthracenes_chrysenes",0.2726545723806,0.0190311152846901,0.177341725286931,0.0253932899494207,"*","*","hmw","hmw"
"c2_benzanthracenes_chrysenes","shell","c2_benzanthracenes_chrysenes",0.178585446278554,0.127918236557127,0.115356281472436,0.146634129685722,"","","hmw","hmw"
"c2_benzanthracenes_chrysenes","ibr1overall","c2_benzanthracenes_chrysenes",0.0338985560903369,0.773881934892816,0.021843761569789,0.783057008175446,"","","hmw","hmw"
"c2_benzanthracenes_chrysenes","ci1","c2_benzanthracenes_chrysenes",0.123525535179508,0.294390634981497,0.0822070001130068,0.300189683240391,"","","hmw","hmw"
"c2_benzanthracenes_chrysenes","p450","c2_benzanthracenes_chrysenes",0.0695001851166235,0.555475192469024,0.0470196223620881,0.553398346824112,"","","hmw","hmw"
"c2_benzanthracenes_chrysenes","ibr1morph","c2_benzanthracenes_chrysenes",-0.12204368752314,0.299560625810841,-0.0751573491299519,0.343461765262561,"","","hmw","hmw"
"c2_benzanthracenes_chrysenes","ci2","c2_benzanthracenes_chrysenes",-0.0484875412232077,0.681625537732965,-0.0318695708380911,0.688154239320695,"","","hmw","hmw"
"c2_dibenzothiophenes","sod","c2_dibenzothiophenes",0.270373935579415,0.0200867655325443,0.182524990744169,0.0214085419614305,"*","*","lmw","lmw"
"c2_dibenzothiophenes","ibr1bio","c2_dibenzothiophenes",0.104983339503887,0.372559794259864,0.0655312847093669,0.408797115340602,"","","lmw","lmw"
"c2_dibenzothiophenes","p450","c2_dibenzothiophenes",0.0746834505738615,0.526312993766329,0.04183635690485,0.597956678828556,"","","lmw","lmw"
"c2_dibenzothiophenes","shell","c2_dibenzothiophenes",0.232081103266291,0.0466234284991946,0.154673856508057,0.0516241103731947,"*","","lmw","lmw"
"c2_dibenzothiophenes","ibr1overall","c2_dibenzothiophenes",0.155009255831174,0.186861355527638,0.104035542391707,0.189738577916262,"","","lmw","lmw"
"c2_dibenzothiophenes","ci2","c2_dibenzothiophenes",-0.0644229701652271,0.585533822356867,-0.0370576405094083,0.64071522700599,"","","lmw","lmw"
"c2_dibenzothiophenes","ci1","c2_dibenzothiophenes",0.124591814826184,0.290210315086129,0.0740603604621683,0.350635471041058,"","","lmw","lmw"
"c2_dibenzothiophenes","ci3","c2_dibenzothiophenes",0.0285610602093727,0.809122699716508,0.0152645716097887,0.8482012417713,"","","lmw","lmw"
"c2_dibenzothiophenes","ibr1morph","c2_dibenzothiophenes",0.0934912995186968,0.427356645024185,0.0633098852276934,0.424863595137693,"","","lmw","lmw"
"c2_fluoranthenes_pyrenes","ibr1bio","c2_fluoranthenes_pyrenes",0.0550166604961125,0.640838904908974,0.0292484265087005,0.712372105418855,"","","hmw","hmw"
"c2_fluoranthenes_pyrenes","sod","c2_fluoranthenes_pyrenes",0.242502776749352,0.0376082615045782,0.158089596445761,0.0462947088574602,"*","*","hmw","hmw"
"c2_fluoranthenes_pyrenes","ci1","c2_fluoranthenes_pyrenes",0.103799361716002,0.378807934241877,0.0762821712760334,0.33637213646217,"","","hmw","hmw"
"c2_fluoranthenes_pyrenes","shell","c2_fluoranthenes_pyrenes",0.18002206829622,0.124829870523223,0.122774691856516,0.122377925338022,"","","hmw","hmw"
"c2_fluoranthenes_pyrenes","ibr1overall","c2_fluoranthenes_pyrenes",-0.0122769344687153,0.91720798136,-0.0196223620881155,0.80464741393146,"","","hmw","hmw"
"c2_fluoranthenes_pyrenes","ci2","c2_fluoranthenes_pyrenes",-0.0372172239138427,0.752903477181933,-0.0200111258750805,0.801027557476923,"","","hmw","hmw"
"c2_fluoranthenes_pyrenes","ibr1morph","c2_fluoranthenes_pyrenes",-0.120059237319511,0.30753269999312,-0.0766382821177342,0.334036983995371,"","","hmw","hmw"
"c2_fluoranthenes_pyrenes","p450","c2_fluoranthenes_pyrenes",0.011210662717512,0.924385020190235,0.00111069974083673,0.988829814735218,"","","hmw","hmw"
"c2_fluoranthenes_pyrenes","ci3","c2_fluoranthenes_pyrenes",-0.00758467988962594,0.948861940667085,-0.00632921261869288,0.936740886104049,"","","hmw","hmw"
"c2_fluorenes","ibr1bio","c2_fluorenes",0.104242873009996,0.375955701554689,0.0684931506849315,0.387947156657615,"","","lmw","lmw"
"c2_fluorenes","ci3","c2_fluorenes",0.0924530999827256,0.433361874744226,0.053239847321946,0.504379552406196,"","","lmw","lmw"
"c2_fluorenes","p450","c2_fluorenes",0.0714550166604961,0.544386185832464,0.0447982228804147,0.572294791217735,"","","lmw","lmw"
"c2_fluorenes","shell","c2_fluorenes",0.139189419814716,0.236913936792144,0.0923592092817897,0.245173608418936,"","","lmw","lmw"
"c2_fluorenes","ibr1overall","c2_fluorenes",0.170499814883377,0.146154984252218,0.111440207330618,0.160114200293105,"","","lmw","lmw"
"c2_fluorenes","ci1","c2_fluorenes",0.157305866763785,0.180730656167057,0.106646919065522,0.178937183483112,"","","lmw","lmw"
"c2_fluorenes","ci2","c2_fluorenes",0.0650153652931833,0.582083113810186,0.048916085472419,0.537866329183696,"","","lmw","lmw"
"c2_fluorenes","ibr1morph","c2_fluorenes",0.0624213254350241,0.596514673462982,0.0410958904109589,0.604452888180368,"","","lmw","lmw"
"c2_fluorenes","sod","c2_fluorenes",0.198696778970752,0.0896911602147753,0.127730470196224,0.107392623158306,"","","lmw","lmw"
"c2_naphthalenes","ibr1overall","c2_naphthalenes",-0.164368752313958,0.161384348640989,-0.102554609403924,0.196119711709585,"","","lmw","lmw"
"c2_naphthalenes","ibr1bio","c2_naphthalenes",-0.138659755646057,0.238157566349914,-0.0847834135505368,0.285212724387138,"","","lmw","lmw"
"c2_naphthalenes","ci1","c2_naphthalenes",0.240120252655621,0.0393335777344576,0.163673396621392,0.0391392538313448,"*","*","lmw","lmw"
"c2_naphthalenes","sod","c2_naphthalenes",0.18442058496853,0.115622808907436,0.121066271751203,0.127004206096957,"","","lmw","lmw"
"c2_naphthalenes","shell","c2_naphthalenes",0.0216233829463168,0.854903214256638,0.0114985360953232,0.884959087665343,"","","lmw","lmw"
"c2_naphthalenes","ci2","c2_naphthalenes",0.203828353651499,0.0815287758371042,0.146007103607069,0.0659454674389367,"","","lmw","lmw"
"c2_naphthalenes","p450","c2_naphthalenes",-0.178022954461311,0.128977685025243,-0.112921140318401,0.154633407945506,"","","lmw","lmw"
"c2_naphthalenes","ci3","c2_naphthalenes",0.0827648565299612,0.483269761768298,0.0599413665652679,0.452261475452487,"","","lmw","lmw"
"c2_naphthalenes","ibr1morph","c2_naphthalenes",-0.153113661606812,0.192359019786348,-0.0973713439466864,0.219690466564667,"","","lmw","lmw"
"c2_phenanthrenes_anthracenes","ibr1overall","c2_phenanthrenes_anthracenes",0.00481303221029248,0.967554488625242,-0.00333209922251018,0.966498199603406,"","","lmw","lmw"
"c2_phenanthrenes_anthracenes","sod","c2_phenanthrenes_anthracenes",0.265723805997779,0.0223957005565934,0.174379859311366,0.0279467738686982,"*","*","lmw","lmw"
"c2_phenanthrenes_anthracenes","ci3","c2_phenanthrenes_anthracenes",0.027494464599894,0.816123560494235,0.0182430246068207,0.819053056416199,"","","lmw","lmw"
"c2_phenanthrenes_anthracenes","ibr1bio","c2_phenanthrenes_anthracenes",0.078830062939652,0.503550935000067,0.0529433543132173,0.504552893813912,"","","lmw","lmw"
"c2_phenanthrenes_anthracenes","ci1","c2_phenanthrenes_anthracenes",0.120711741667446,0.305610873175097,0.0836882073222502,0.291565363263896,"","","lmw","lmw"
"c2_phenanthrenes_anthracenes","shell","c2_phenanthrenes_anthracenes",0.157702590145467,0.179619570873467,0.110905235241988,0.162860230165955,"","","lmw","lmw"
"c2_phenanthrenes_anthracenes","ibr1morph","c2_phenanthrenes_anthracenes",-0.133920770085154,0.254701617543044,-0.0973713439466864,0.219690466564667,"","","lmw","lmw"
"c2_phenanthrenes_anthracenes","p450","c2_phenanthrenes_anthracenes",0.0229100333209922,0.846092657540675,0.0159200296186598,0.840956889280745,"","","lmw","lmw"
"c2_phenanthrenes_anthracenes","ci2","c2_phenanthrenes_anthracenes",0.0265244918542349,0.82250272699615,0.0192699730648923,0.808250595679809,"","","lmw","lmw"
"c3_benzanthracenes_chrysenes","ibr1overall","c3_benzanthracenes_chrysenes",0.0556386523509811,0.637063813913829,0.0314698259903739,0.6916089281567,"","","hmw","hmw"
"c3_benzanthracenes_chrysenes","ci3","c3_benzanthracenes_chrysenes",0.0227688534967872,0.84730712311005,0.0055845993694349,0.944170165992716,"","","hmw","hmw"
"c3_benzanthracenes_chrysenes","sod","c3_benzanthracenes_chrysenes",0.272032580525731,0.0193141778618719,0.181044057756386,0.0224873343459963,"*","*","hmw","hmw"
"c3_benzanthracenes_chrysenes","ci1","c3_benzanthracenes_chrysenes",0.135358277369704,0.250195923233977,0.0844288109268719,0.287316274266163,"","","hmw","hmw"
"c3_benzanthracenes_chrysenes","ci2","c3_benzanthracenes_chrysenes",-0.0625865452685632,0.596289651410946,-0.040022251750161,0.614236818861365,"","","hmw","hmw"
"c3_benzanthracenes_chrysenes","p450","c3_benzanthracenes_chrysenes",-0.0131062569418734,0.911630398344149,-0.0114772306553128,0.884972357657974,"","","hmw","hmw"
"c3_benzanthracenes_chrysenes","ibr1bio","c3_benzanthracenes_chrysenes",0.0280932987782303,0.811833049558273,0.0166604961125509,0.833665232668874,"","","hmw","hmw"
"c3_benzanthracenes_chrysenes","ibr1morph","c3_benzanthracenes_chrysenes",0.0251610514624213,0.831175021812493,0.00999629766753054,0.899730439545855,"","","hmw","hmw"
"c3_benzanthracenes_chrysenes","shell","c3_benzanthracenes_chrysenes",0.205436948526275,0.0791002908138688,0.137611512624675,0.0833518893559875,"","","hmw","hmw"
"c3_dibenzothiophenes","ci3","c3_dibenzothiophenes",0.0276722305348071,0.814955736282262,0.0107968921142408,0.892303214033964,"","","lmw","lmw"
"c3_dibenzothiophenes","sod","c3_dibenzothiophenes",0.298896704924102,0.00992289852728844,0.204738985560903,0.00985987705357212,"**","**","lmw","lmw"
"c3_dibenzothiophenes","p450","c3_dibenzothiophenes",0.0134024435394298,0.909639428337356,0.00481303221029248,0.951623959522401,"","","lmw","lmw"
"c3_dibenzothiophenes","ibr1bio","c3_dibenzothiophenes",0.0643761569788967,0.585046487986645,0.0388744909292854,0.6241287362131,"","","lmw","lmw"
"c3_dibenzothiophenes","ci1","c3_dibenzothiophenes",0.135787751116282,0.248682175989775,0.0844288109268719,0.287316274266163,"","","lmw","lmw"
"c3_dibenzothiophenes","ibr1overall","c3_dibenzothiophenes",0.0974305812661977,0.408072798145191,0.0670122176971492,0.398289951737049,"","","lmw","lmw"
"c3_dibenzothiophenes","shell","c3_dibenzothiophenes",0.175134591328902,0.135574051108813,0.108679712126765,0.171464709445031,"","","lmw","lmw"
"c3_dibenzothiophenes","ci2","c3_dibenzothiophenes",-0.0438372394687523,0.710741433688603,-0.0192699730648923,0.808250595679809,"","","lmw","lmw"
"c3_dibenzothiophenes","ibr1morph","c3_dibenzothiophenes",0.0465457238059978,0.693129385057415,0.0277674935209182,0.726334786726702,"","","lmw","lmw"
