"analyte","Metric","Analyte","Spearman_r","Spearman_p","Kendall_tau","Kendall_p","Spearman_sig","Kendall_sig","class.x","class.y"
"bde049","ci3","bde049",-0.0473005525147961,0.689015400117922,-0.0271783835979165,0.733246383172288,"","","pbde","pbde"
"bde049","ci2","bde049",-0.0462660594933723,0.695479674278746,-0.035575334889032,0.654130777413502,"","","pbde","pbde"
"bde049","sod","bde049",-0.1019029988893,0.386809794980489,-0.075897815623843,0.338728336088803,"","","pbde","pbde"
"bde049","ibr1morph","bde049",0.260777489818586,0.0250971481921319,0.17067752684191,0.0314473726942625,"*","*","pbde","pbde"
"bde049","ibr1bio","bde049",0.195764531654943,0.0946019502730564,0.140318400592373,0.0769451209687142,"","","pbde","pbde"
"bde066","shell","bde066",0.336969321092192,0.00332744687346103,0.238501893848156,0.00269041597802588,"**","**","pbde","pbde"
"bde066","ibr1bio","bde066",0.177341725286931,0.130466479928208,0.124768604220659,0.115790597373245,"","","pbde","pbde"
"bde066","ibr1overall","bde066",0.348804146612366,0.00244942878104202,0.232876712328767,0.00333142618135896,"**","**","pbde","pbde"
"bde066","ci3","bde066",-0.0548704185765126,0.64241321701327,-0.0323906763427224,0.684616813890891,"","","pbde","pbde"
"bde066","ibr1morph","bde066",0.281658644946316,0.0153160561981625,0.18326545723806,0.0208862500342852,"*","*","pbde","pbde"
"bde066","ci2","bde066",-0.0607205006155015,0.607308299198038,-0.0437280158011018,0.581836019228144,"","","pbde","pbde"
"bde066","p450","bde066",0.191232876712329,0.102605583461328,0.130692336171788,0.0994845114099334,"","","pbde","pbde"
"bde066","sod","bde066",-0.107797112180674,0.359826802789773,-0.0825620140688634,0.298023084989838,"","","pbde","pbde"
"bde066","ci1","bde066",0.100970758764403,0.392005268338759,0.0807257929037635,0.308982413020315,"","","pbde","pbde"
"bde085","ibr1bio","bde085",0.195764531654943,0.0946019502730564,0.140318400592373,0.0769451209687142,"","","pbde","pbde"
"bde085","p450","bde085",0.207937800814513,0.0755245372568379,0.141799333580155,0.0738793310783324,"","","pbde","pbde"
"bde085","ibr1morph","bde085",0.260777489818586,0.0250971481921319,0.17067752684191,0.0314473726942625,"*","*","pbde","pbde"
"bde085","shell","bde085",0.33853923793624,0.00317474470514062,0.239243734886564,0.00260908570505134,"**","**","pbde","pbde"
"bde085","ci2","bde085",-0.0462660594933723,0.695479674278746,-0.035575334889032,0.654130777413502,"","","pbde","pbde"
"bde085","ci3","bde085",-0.0473005525147961,0.689015400117922,-0.0271783835979165,0.733246383172288,"","","pbde","pbde"
"bde085","ci1","bde085",0.0943657487308264,0.423866279631011,0.0740603604621683,0.350635471041058,"","","pbde","pbde"
"bde085","ibr1overall","bde085",0.350166604961125,0.00235033222453412,0.235098111810441,0.00304283192813545,"**","**","pbde","pbde"
"bde085","sod","bde085",-0.1019029988893,0.386809794980489,-0.075897815623843,0.338728336088803,"","","pbde","pbde"
"bde099","p450","bde099",0.280444279896335,0.0157772574792956,0.182524990744169,0.0214085419614305,"*","*","pbde","pbde"
"bde099","ci3","bde099",-0.0283240389628219,0.810677175289074,-0.0204768643545946,0.797352550297518,"","","pbde","pbde"
"bde099","shell","bde099",0.248402314229881,0.03284040358796,0.18286381596756,0.0213934286910906,"*","*","pbde","pbde"
"bde099","ibr1bio","bde099",0.311099592743428,0.00719003659935205,0.222510181414291,0.00503621148934772,"**","**","pbde","pbde"
"bde099","sod","bde099",0.158059977786005,0.178254841294829,0.0995927434283598,0.209350997173523,"","","pbde","pbde"
"bde099","ci1","bde099",-0.0220512554708413,0.852064234539745,-0.0170338829062987,0.830022898049872,"","","pbde","pbde"
"bde099","ci2","bde099",-0.0970787515938078,0.410603744463062,-0.0615156832456178,0.438504904248463,"","","pbde","pbde"
"bde099","ibr1overall","bde099",0.344450203628286,0.00279180210639942,0.231395779340985,0.00353744397187821,"**","**","pbde","pbde"
"bde099","ibr1morph","bde099",0.115616438356164,0.325877120397388,0.085523880044428,0.281026593319123,"","","pbde","pbde"
"bde100","ci3","bde100",-0.00657733959178499,0.955646335972559,-0.00111691987388698,0.9888252712389,"","","pbde","pbde"
"bde100","p450","bde100",0.18693817104776,0.110670838947895,0.126990003702332,0.109445486469674,"","","pbde","pbde"
"bde100","sod","bde100",-0.0742984079970381,0.528452557442144,-0.0551647537948908,0.48683994263848,"","","pbde","pbde"
"bde100","ci2","bde100",0.000725684031746237,0.995103978798753,0,1,"","","pbde","pbde"
"bde100","ibr1bio","bde100",0.180392447241762,0.123900291788858,0.131432802665679,0.0975818961356235,"","","pbde","pbde"
"bde100","ci1","bde100",0.11933446379049,0.31120276480517,0.088872432554602,0.262701458722629,"","","pbde","pbde"
"bde100","ibr1morph","bde100",0.273928174750093,0.01846262540891,0.179563124768604,0.0236130732436684,"*","*","pbde","pbde"
"bde100","ibr1overall","bde100",0.348330248056275,0.00248476820706946,0.230655312847094,0.00364474089023904,"**","**","pbde","pbde"
"bde100","shell","bde100",0.333785055795303,0.00365742848507158,0.2333090065793,0.00332776642914034,"**","**","pbde","pbde"
"bde153","shell","bde153",0.304623109890305,0.00831778537016174,0.213279298542285,0.0072815672642345,"**","**","pbde","pbde"
"bde153","ci2","bde153",-0.0579658632705055,0.623734283954976,-0.0392810989399728,0.62081121875971,"","","pbde","pbde"
"bde153","sod","bde153",-0.113572750833025,0.334545884951034,-0.0796001480932988,0.315692852880668,"","","pbde","pbde"
"bde153","ibr1overall","bde153",0.341014439096631,0.00309166298572857,0.234357645316549,0.0031363930209908,"**","**","pbde","pbde"
"bde153","ci1","bde153",0.113129308624417,0.337209987545662,0.0851694145314936,0.283109174578861,"","","pbde","pbde"
"bde153","ibr1morph","bde153",0.276712328767123,0.017270577894002,0.18326545723806,0.0208862500342852,"*","*","pbde","pbde"
"bde153","ci3","bde153",-0.0735210279144796,0.533594832811051,-0.0450491015801082,0.572138537778505,"","","pbde","pbde"
"bde153","ibr1bio","bde153",0.169226212513884,0.149225978259726,0.123287671232877,0.120178897596759,"","","pbde","pbde"
"bde153","p450","bde153",0.193187708256201,0.0990903521138576,0.135135135135135,0.0885009626254596,"","","pbde","pbde"
"bde154","ibr1overall","bde154",0.34394668641244,0.00283404736444621,0.230655312847094,0.00364474089023904,"**","**","pbde","pbde"
"bde154","ibr1morph","bde154",0.251773417252869,0.0307293177029868,0.163272861902999,0.0395871920543581,"*","*","pbde","pbde"
"bde154","ci1","bde154",0.0894786336835614,0.448365628806009,0.072579153252925,0.360354266586977,"","","pbde","pbde"
"bde154","shell","bde154",0.33206703358861,0.00384730006108841,0.234792688656116,0.0031329070051968,"**","**","pbde","pbde"
"bde154","ibr1bio","bde154",0.19517215845983,0.0956193038435829,0.140318400592373,0.0769451209687142,"","","pbde","pbde"
"bde154","ci2","bde154",-0.051345847715596,0.663953889205628,-0.0370576405094083,0.64071522700599,"","","pbde","pbde"
"bde154","sod","bde154",-0.0937282487967419,0.426182151844302,-0.0699740836727138,0.377769705704607,"","","pbde","pbde"
"bde154","ci3","bde154",-0.0634031834523418,0.59149577018673,-0.0390921955860443,0.623987696639098,"","","pbde","pbde"
"bde154","p450","bde154",0.205775638652351,0.078666520829772,0.141799333580155,0.0738793310783324,"","","pbde","pbde"
"bde155","ci3","bde155",-0.0644253375780922,0.585520013660961,-0.0390921955860443,0.623987696639098,"","","pbde","pbde"
"bde155","ibr1morph","bde155",0.247271380970011,0.0339241469296161,0.160310995927434,0.0433111661900655,"*","*","pbde","pbde"
"bde155","sod","bde155",-0.096897445390596,0.410652375225625,-0.0684931506849315,0.387947156657615,"","","pbde","pbde"
"bde155","p450","bde155",0.197778600518327,0.0912066697641135,0.134394668641244,0.0902604903189645,"","","pbde","pbde"
"bde155","ci1","bde155",0.0914334797024674,0.438472726136287,0.0696167388344382,0.380293331368966,"","","pbde","pbde"
"bde155","ibr1bio","bde155",0.175564605701592,0.134412038207873,0.12550907071455,0.113644193354184,"","","pbde","pbde"
"bde155","ci2","bde155",-0.044799881551681,0.704678575563127,-0.0340930292686556,0.667659000414384,"","","pbde","pbde"
"bde155","ibr1overall","bde155",0.33272121436505,0.00393765100614945,0.227693446871529,0.00410416330387713,"**","**","pbde","pbde"
"bde155","shell","bde155",0.295840461885397,0.0104928099488974,0.209570093350246,0.00836398146584727,"*","**","pbde","pbde"
"bde183","p450","bde183",0.19061088485746,0.10374430495444,0.126990003702332,0.109445486469674,"","","pbde","pbde"
"bde183","ci1","bde183",0.105398781186016,0.371465544122098,0.0814663965083852,0.304564983885794,"","","pbde","pbde"
"bde183","ci3","bde183",-0.0429897285931533,0.716094065390497,-0.0234553173516266,0.768663173503892,"","","pbde","pbde"
"bde183","ibr1bio","bde183",0.175416512402814,0.134744888359114,0.122547204738986,0.122421345788227,"","","pbde","pbde"
"bde183","sod","bde183",-0.09891151425398,0.400957344529536,-0.0684931506849315,0.387947156657615,"","","pbde","pbde"
"bde183","ci2","bde183",-0.0386389722209374,0.743782596039492,-0.026681501166774,0.7368532973598,"","","pbde","pbde"
"bde183","shell","bde183",0.310443650642293,0.00710395532959224,0.219955867887957,0.00564540831673611,"**","**","pbde","pbde"
"bde183","ibr1overall","bde183",0.332336171788227,0.00398152509031457,0.2217697149204,0.00518395520660729,"**","**","pbde","pbde"
"bde183","ibr1morph","bde183",0.26027397260274,0.0253870919742931,0.169196593854128,0.0329494735828995,"*","*","pbde","pbde"
"benz_a_anthracene","p450","benz_a_anthracene",0.0610292484265087,0.604742312853189,0.0351721584598297,0.657519875026144,"","","hmw","hmw"
"benz_a_anthracene","ibr1morph","benz_a_anthracene",-0.0980821917808219,0.404932920615867,-0.0633098852276934,0.424863595137693,"","","hmw","hmw"
"benz_a_anthracene","ci2","benz_a_anthracene",-0.0281980080907109,0.811504031892369,-0.0237168899260213,0.765178589810448,"","","hmw","hmw"
"benz_a_anthracene","ci3","benz_a_anthracene",-0.0133917004301208,0.909837454182707,-0.0174984113575627,0.826318358241798,"","","hmw","hmw"
"benz_a_anthracene","ibr1bio","benz_a_anthracene",0.0772306553128471,0.512269547513678,0.0425768233987412,0.591492364539208,"","","hmw","hmw"
"benz_a_anthracene","ibr1overall","benz_a_anthracene",0.0425768233987412,0.718152492772032,0.0114772306553128,0.884972357657974,"","","hmw","hmw"
"benz_a_anthracene","shell","benz_a_anthracene",0.18874547415607,0.107284434859382,0.143546240931938,0.0708813746991288,"","","hmw","hmw"
"benz_a_anthracene","ci1","benz_a_anthracene",0.0974461121545571,0.408826644802597,0.0688761352298165,0.385382083269654,"","","hmw","hmw"
"benz_a_anthracene","sod","benz_a_anthracene",0.162621251388375,0.165933793430227,0.107737874861163,0.174457268357902,"","","hmw","hmw"
"benzo_a_pyrene","p450","benzo_a_pyrene",-0.00413180303591262,0.972158957070601,0.000370233246945576,0.996276496792159,"","","hmw","hmw"
"benzo_a_pyrene","ci2","benzo_a_pyrene",-0.0301381021347672,0.798798901513348,-0.0192699730648923,0.808250595679809,"","","hmw","hmw"
"benzo_a_pyrene","ci3","benzo_a_pyrene",0.0723951769933632,0.539896459440681,0.0405814220845603,0.610835527727915,"","","hmw","hmw"
"benzo_a_pyrene","ibr1bio","benzo_a_pyrene",-0.0363272861902999,0.7581553828719,-0.0159200296186598,0.840956889280745,"","","hmw","hmw"
"benzo_a_pyrene","ibr1overall","benzo_a_pyrene",0.150981118104406,0.19868268098122,0.0966308774527952,0.223217081282528,"","","hmw","hmw"
"benzo_a_pyrene","sod","benzo_a_pyrene",0.0542465753424657,0.64552551921601,0.0359126249537208,0.650783931665735,"","","hmw","hmw"
"benzo_a_pyrene","shell","benzo_a_pyrene",0.188493695039572,0.107762489248536,0.127225738086963,0.109404285556625,"","","hmw","hmw"
"benzo_a_pyrene","ibr1morph","benzo_a_pyrene",0.193217326915957,0.099037827792151,0.134394668641244,0.0902604903189645,"","","hmw","hmw"
"benzo_a_pyrene","ci1","benzo_a_pyrene",0.049389480856451,0.676030191876199,0.0251805225571372,0.750984480490468,"","","hmw","hmw"
"benzo_b_fluoranthene","shell","benzo_b_fluoranthene",0.141381379181877,0.229538148114548,0.0916173682433817,0.248985202039152,"","","hmw","hmw"
"benzo_b_fluoranthene","ibr1morph","benzo_b_fluoranthene",-0.0737652721214365,0.531422210436478,-0.0425768233987412,0.591492364539208,"","","hmw","hmw"
"benzo_b_fluoranthene","ci2","benzo_b_fluoranthene",-0.00327298308195752,0.9779205690162,-0.004446916861129,0.955338713775366,"","","hmw","hmw"
"benzo_b_fluoranthene","ci1","benzo_b_fluoranthene",0.0321364837956518,0.785766400125949,0.0199962973247854,0.80103604254034,"","","hmw","hmw"
"benzo_b_fluoranthene","p450","benzo_b_fluoranthene",0.0454794520547945,0.69982104023041,0.0262865605331359,0.740388989598406,"","","hmw","hmw"
"benzo_b_fluoranthene","ibr1overall","benzo_b_fluoranthene",0.0598148833765272,0.611960248447518,0.0307293594964828,0.698505182380355,"","","hmw","hmw"
"benzo_b_fluoranthene","sod","benzo_b_fluoranthene",0.171181044057756,0.144532020117133,0.124028137726768,0.117968739864505,"","","hmw","hmw"
"benzo_b_fluoranthene","ibr1bio","benzo_b_fluoranthene",0.0611773417252869,0.603864654029009,0.0381340244353943,0.63074833825656,"","","hmw","hmw"
"benzo_b_fluoranthene","ci3","benzo_b_fluoranthene",0.0306498099446017,0.795456399287816,0.0167537981083047,0.833598560644109,"","","hmw","hmw"
"benzo_e_pyrene","ci1","benzo_e_pyrene",0.085539322766675,0.468673295424075,0.0570264775558696,0.472334908597937,"","","hmw","hmw"
"benzo_e_pyrene","sod","benzo_e_pyrene",0.207611995557201,0.0759914325384848,0.140318400592373,0.0769451209687142,"","","hmw","hmw"
"benzo_e_pyrene","ibr1bio","benzo_e_pyrene",0.0598741206960385,0.611607284687564,0.0336912254720474,0.671075076549831,"","","hmw","hmw"
"benzo_e_pyrene","p450","benzo_e_pyrene",0.0249833395038874,0.832350628374508,0.0159200296186598,0.840956889280745,"","","hmw","hmw"
"benzo_e_pyrene","ibr1overall","benzo_e_pyrene",0.0236208811551277,0.841375692538932,0.00555349870418363,0.944192830082301,"","","hmw","hmw"
"benzo_e_pyrene","ci2","benzo_e_pyrene",-0.00438372394687523,0.970430483116977,-0.00667037529169349,0.933051800774954,"","","hmw","hmw"
"benzo_e_pyrene","ibr1morph","benzo_e_pyrene",-0.116208811551277,0.323391550970418,-0.0766382821177342,0.334036983995371,"","","hmw","hmw"
"benzo_e_pyrene","ci3","benzo_e_pyrene",0.0101919136016849,0.931320353333797,0.00409537287091893,0.95904265874654,"","","hmw","hmw"
"benzo_e_pyrene","shell","benzo_e_pyrene",0.125282326262256,0.287524152314328,0.0812315937056705,0.306717508497832,"","","hmw","hmw"
"benzo_ghi_perylene","shell","benzo_ghi_perylene",0.205111116728453,0.0795874874256519,0.132418625355819,0.0956699322683363,"","","hmw","hmw"
"benzo_ghi_perylene","p450","benzo_ghi_perylene",-0.0276490188818956,0.814756701572581,-0.0129581636430951,0.870254075417245,"","","hmw","hmw"
"benzo_ghi_perylene","ci3","benzo_ghi_perylene",0.0595071467121629,0.614520304964082,0.0271783835979165,0.733246383172288,"","","hmw","hmw"
"benzo_ghi_perylene","ibr1bio","benzo_ghi_perylene",-0.0208663457978526,0.859683642699185,-0.00555349870418363,0.944192830082301,"","","hmw","hmw"
"benzo_ghi_perylene","ibr1overall","benzo_ghi_perylene",0.143783783783784,0.221126257723385,0.0966308774527952,0.223217081282528,"","","hmw","hmw"
"benzo_ghi_perylene","sod","benzo_ghi_perylene",0.144642724916697,0.218357593319583,0.101073676416142,0.202656693687989,"","","hmw","hmw"
"benzo_ghi_perylene","ci1","benzo_ghi_perylene",-0.0103221793574052,0.930444705716327,-0.0118496576739469,0.881287576459876,"","","hmw","hmw"
"benzo_ghi_perylene","ci2","benzo_ghi_perylene",-0.0741530601419063,0.530073233999588,-0.0474337798520426,0.55025720609021,"","","hmw","hmw"
"benzo_ghi_perylene","ibr1morph","benzo_ghi_perylene",0.179207700851536,0.126419458425529,0.122547204738986,0.122421345788227,"","","hmw","hmw"
"benzo_k_fluoranthene","ci3","benzo_k_fluoranthene",-0.00737728629889398,0.950258447153385,-0.0115415053634988,0.884925892581017,"","","hmw","hmw"
"benzo_k_fluoranthene","shell","benzo_k_fluoranthene",0.142418116720399,0.226105905340992,0.0908755272049738,0.252838033564017,"","","hmw","hmw"
"benzo_k_fluoranthene","ibr1overall","benzo_k_fluoranthene",0.0479970381340244,0.6840591185447,0.0159200296186598,0.840956889280745,"","","hmw","hmw"
"benzo_k_fluoranthene","ci1","benzo_k_fluoranthene",0.0280046501647823,0.812773004167419,0.0199962973247854,0.80103604254034,"","","hmw","hmw"
"benzo_k_fluoranthene","ibr1morph","benzo_k_fluoranthene",-0.076904850055535,0.514055012097438,-0.051462421325435,0.516547610292877,"","","hmw","hmw"
"benzo_k_fluoranthene","ibr1bio","benzo_k_fluoranthene",0.0543354313217327,0.644984043855773,0.0410958904109589,0.604452888180368,"","","hmw","hmw"
"benzo_k_fluoranthene","sod","benzo_k_fluoranthene",0.139340984820437,0.23584220593573,0.104776008885598,0.186605973850951,"","","hmw","hmw"
"benzo_k_fluoranthene","p450","benzo_k_fluoranthene",0.0429914846353202,0.71552362602379,0.0292484265087005,0.712372105418855,"","","hmw","hmw"
"benzo_k_fluoranthene","ci2","benzo_k_fluoranthene",-0.0248065459831622,0.83382903235072,-0.0163053618241396,0.837300579391206,"","","hmw","hmw"
