"Group1","Group2","Diff","Lower","Upper","P.adj","Significant","Group1_CLD","Group2_CLD"
"7","6","-0.194746200047302","-1.20434652783946","0.814854127744851","0.999586902854257","No","a","ab"
"8.1","6","0.127065835624997","-1.3340109398845","1.58814261113449","0.999999105056905","No","ab","ab"
"8.2","6","0.571079198749997","-0.588273603573027","1.73043200107302","0.836194472903222","No","ab","ab"
"9","6","0.102380670749997","-0.969756569587212","1.17451791108721","0.999998132727905","No","ab","ab"
"10","6","-0.13842312111364","-1.06548457035765","0.788638328130374","0.999940011363475","No","a","ab"
"11","6","0.266496981984371","-0.676624021195412","1.20961798516415","0.993726742598654","No","ab","ab"
"12","6","-1.48225910155001","-2.8424475559227","-0.122070647177309","0.021167564472557","Yes","c","ab"
"13","6","0.528468103874996","-0.428031170398468","1.48496737814846","0.729943846597724","No","b","ab"
"8.1","7","0.321812035672299","-0.993815040359924","1.63743911170452","0.997689226639067","No","ab","a"
"8.2","7","0.765825398797299","-0.20382824014298","1.73547903773758","0.252135298317514","No","ab","a"
"9","7","0.297126870797299","-0.566358810250027","1.16061255184462","0.977372651597201","No","ab","a"
"10","7","0.0563230789336618","-0.618637801362589","0.731283959229913","0.999999353857894","No","a","a"
"11","7","0.461243182031674","-0.235611527283488","1.15809789134684","0.497274800439774","No","ab","a"
"12","7","-1.2875129015027","-2.4901108769977","-0.0849149260077071","0.0256240497486528","Yes","c","a"
"13","7","0.723214303922298","0.00835759034849259","1.4380710174961","0.0449430786834905","Yes","b","a"
"8.2","8.1","0.444013363125","-0.989751157835579","1.87777788408558","0.988455628278902","No","ab","ab"
"9","8.1","-0.0246851648749998","-1.38889190999429","1.33952158024429","0.999999999996759","No","ab","ab"
"10","8.1","-0.265488956738637","-1.51889420325131","0.987916289774032","0.99917819640157","No","a","ab"
"11","8.1","0.139431146359375","-1.1258984581113","1.40476075083005","0.999994271050034","No","ab","ab"
"12","8.1","-1.609324937175","-3.20985435356193","-0.00879552078808143","0.0475655532209933","Yes","c","ab"
"13","8.1","0.40140226825","-0.873930097447953","1.67673463394795","0.987169919554338","No","b","ab"
"9","8.2","-0.468698528","-1.50330648261372","0.565909426613722","0.891322074934246","No","ab","ab"
"10","8.2","-0.709502319863637","-1.59289254411706","0.173887904389787","0.231601009382962","No","a","ab"
"11","8.2","-0.304582216765625","-1.20481140106868","0.59564696753743","0.979639987566023","No","ab","ab"
"12","8.2","-2.0533383003","-3.38414556998292","-0.72253103061709","7.86294664244513e-05","No","c","ab"
"13","8.2","-0.0426110948750005","-0.956846414318396","0.871624224568395","0.999999993636222","No","b","ab"
"10","9","-0.240803791863637","-1.00615183698439","0.524544253257113","0.987199064703035","No","a","ab"
"11","9","0.164116311234375","-0.620607797057566","0.948840419526316","0.999251010970568","No","ab","ab"
"12","9","-1.5846397723","-2.84019834556711","-0.329081199032898","0.00317374066406706","Yes","c","ab"
"13","9","0.426087433125","-0.374665688118624","1.22684055436862","0.768802488801164","No","b","ab"
"11","10","0.404920103098012","-0.165830801142278","0.975671007338301","0.397563232814805","No","ab","a"
"12","10","-1.34383598043637","-2.47802820376584","-0.209643757106892","0.00771862293461989","Yes","c","a"
"13","10","0.666891224988637","0.0742950473618046","1.25948740261547","0.0146716313617052","Yes","b","a"
"12","11","-1.74875608353438","-2.89611230347023","-0.601399863598528","0.000102828239421315","Yes","c","ab"
"13","11","0.261971121890625","-0.35544650476281","0.87938874854406","0.923034672253513","No","b","ab"
"13","12","2.010727205425","0.852349058845783","3.16910535200422","4.24655549002839e-06","No","b","c"
