"Metric","Compared_With","Spearman_Rho","P_Value"
"ci_wet_shell_weight","a118",-0.0607061402808826,0.607393438379071
"ci_wet_shell_weight","a119",-0.0477918308578698,0.685953264468853
"ci_wet_shell_weight","a120",-0.189878854486752,0.105152815041744
"ci_wet_shell_weight","a121",-0.0170018660752509,0.88567736857099
"ci_wet_shell_weight","a122",-0.067785314482947,0.566072906217397
"ci_wet_shell_weight","a123",-0.0295014958378917,0.802962284875428
"ci_wet_shell_weight","a124",-0.124033648414831,0.2923936877167
"ci_wet_shell_weight","a125",0.313097953568709,0.00660415305190998
"ci_wet_shell_weight","a126",-0.0376617991544973,0.750047715507
"ci_wet_shell_weight","a127",0.0296051657529847,0.802283910582431
"ci_wet_shell_weight","a128",0.000266579781667696,0.998201438721927
"ci_wet_shell_weight","a129",-0.0115369805510631,0.922282907099781
"ci_wet_shell_weight","a130",-0.188531145590543,0.107691277333708
"ci_wet_shell_weight","a131",0.0385506838826772,0.744347979454352
"ci_pollution","a1",-0.0258718992965568,0.826476338047049
"ci_pollution","a2",-0.052884116993706,0.653851163579823
"ci_pollution","a3",-0.0054646427249167,0.963151208530935
"ci_pollution","a4",-0.0539503887449093,0.647331771898447
"ci_pollution","a5",-0.0504850055534987,0.668614583563312
"ci_pollution","a6",-0.0382524990744169,0.745758480690906
"ci_pollution","a7",-0.0258422806368012,0.826671995695038
"ci_pollution","a8",-0.032388004442799,0.783709818539797
"ci_pollution","a9",-0.0236208811551277,0.841375692538931
"ci_pollution","a10",-0.0369788967049241,0.753952473561138
"ci_pollution","a11",-0.020836727138097,0.859880924644879
"ci_pollution","a12",-0.0282710107367642,0.810664309073372
"ci_pollution","a13",-0.0421917808219178,0.720596528414018
"ci_pollution","a14",-0.0282710107367642,0.810664309073372
"ci_pollution","a15",0.0230877452795261,0.84491290034457
"ci_pollution","a16",0.00946316179192891,0.936160237920103
"ci_pollution","a17",-0.0282710107367642,0.810664309073372
"ci_pollution","a18",-0.0282710107367642,0.810664309073372
"ci_pollution","a19",-0.0258422806368012,0.826671995695038
"ci_pollution","a20",-0.0236208811551277,0.841375692538931
"ci_pollution","a21",-0.0290707145501666,0.805410152016771
"ci_pollution","a22",0.0116253239540911,0.92159319750662
"ci_pollution","a23",-0.0308478341355054,0.793765486067532
"ci_pollution","a24",-0.00288781932617549,0.980569366904883
"ci_pollution","a25",0.024687152906331,0.834310791903325
"ci_pollution","a26",-0.0315883006293965,0.788926707166553
"ci_pollution","a27",-0.0814661236579045,0.489351465307719
"ci_pollution","a28",-0.0992373195112921,0.399401845775126
"ci_pollution","a29",-0.0820288781932618,0.486347849590677
"ci_pollution","a30",-0.0949722325064791,0.420046545658955
"ci_pollution","a31",-0.0201258793039615,0.864618246824196
"ci_pollution","a32",-0.016986301369863,0.885596519557978
"ci_pollution","a33",0.00712328767123288,0.951948156500664
"ci_pollution","a34",-0.00845612736023695,0.942952369203387
"ci_pollution","a35",-0.0265827471306923,0.821783762509559
"ci_pollution","a36",-0.0366827101073676,0.755862005900192
"ci_pollution","a37",-0.0119807478711588,0.919200962056847
"ci_pollution","a38",-0.0466049611255091,0.692758310716172
"ci_pollution","a39",-0.0204516845612736,0.862446369070172
"ci_pollution","a40",-0.062095520177712,0.598435790486795
"ci_pollution","a41",-0.0308478341355054,0.793765486067532
"ci_pollution","a42",-0.0381340244353943,0.746519535563874
"ci_pollution","a43",-0.0230581266197705,0.845109502843586
"ci_pollution","a44",-0.0309366901147723,0.793184415903202
"ci_pollution","a45",-0.0283302480562755,0.810274821082497
"ci_pollution","a46",-0.0230581266197705,0.845109502843586
"ci_pollution","a47",-0.0294853757867456,0.802689159422601
"ci_pollution","a48",-0.0381340244353943,0.746519535563874
"ci_pollution","a49",-0.0220807108478341,0.851602642027361
"ci_pollution","a50",0.0460422065901518,0.696286435211493
"ci_pollution","a51",0.100155497963717,0.395037435397367
"ci_pollution","a52",0.0103813402443539,0.929971383072433
"ci_pollution","a53",0.0579489078119215,0.623123660017021
"ci_pollution","a54",0.00250277674935209,0.983173062898868
"ci_pollution","a55",0.0436727138097001,0.711211986082276
"ci_pollution","a56",0.0695298037763791,0.555306370497405
"ci_pollution","a57",0.0611181044057756,0.604215649968922
"ci_pollution","a58",-0.0511958533876342,0.664226748901093
"ci_pollution","a59",-0.0381340244353943,0.746519535563874
"ci_pollution","a60",-0.0115957052943354,0.92179258228198
"ci_pollution","a61",0.0181710477600889,0.877670108077657
"ci_pollution","a62",0.000162902628656053,0.998998323764864
"ci_pollution","a63",-0.0282710107367642,0.810664309073372
"ci_pollution","a64",-0.0348759718622732,0.767541567333075
"ci_pollution","a65",-0.0206886338393188,0.860867463276995
"ci_pollution","a66",-0.0381340244353943,0.746519535563874
"ci_pollution","a67",-0.0206886338393188,0.860867463276995
"ci_pollution","a68",-0.0364457608293225,0.757390689985846
"ci_pollution","a69",-0.0988522769344687,0.401240546725648
"ci_pollution","a70",-0.02326545723806,0.843733485420687
"ci_pollution","a71",-0.0265827471306923,0.821783762509559
"ci_pollution","a72",0.0990299888930026,0.400391294742746
"ci_pollution","a73",-0.0291299518696779,0.805021295930852
"ci_pollution","a74",-0.00706405035172158,0.952348117583659
"ci_pollution","a75",-0.0448870788596816,0.703548603682101
"ci_pollution","a76",0.143487597186227,0.222086686861639
"ci_pollution","a77",-0.0318548685671973,0.787186696427294
"ci_pollution","a78",-0.00878193261754905,0.940754444461938
"ci_pollution","a80",-0.0299888930025916,0.799388262804867
"ci_pollution","a81",-0.204709366901148,0.0802540676218392
"ci_pollution","a82",0.0218733802295446,0.852981263865974
"ci_pollution","a83",0.11768974453906,0.317230985000934
"ci_pollution","a84",-0.0993557941503147,0.398837097047611
"ci_pollution","a85",0.0499222510181414,0.672096214736606
"ci_pollution","a86",0.111351351351351,0.3441327723867
"ci_pollution","a87",0.0500999629766753,0.670995999805004
"ci_pollution","a88",-0.120888559792669,0.304184430773476
"ci_pollution","a89",0.129833395038874,0.269589051036648
"ci_pollution","a90",-0.105871899296557,0.368509488434955
"ci_pollution","a91",0.155364679748241,0.185843388605091
"ci_pollution","a92",-0.00241392077008515,0.983773941871892
"ci_pollution","a93",-0.151010736764161,0.198593840390179
"ci_pollution","a94",0.153439466864124,0.19140587430116
"ci_pollution","a95",0.174883376527212,0.135948341301717
"ci_pollution","a96",0.0621251388374676,0.598261029337848
"ci_pollution","a97",0.156194002221399,0.183483834987657
"ci_pollution","a98",-0.0187930396149574,0.873513518953814
"ci_pollution","a99",0.132558311736394,0.259600231837751
"ci_pollution","a100",0.161673454276194,0.168440653131384
"ci_pollution","a101",0.101192151055165,0.390144139632082
"ci_pollution","a102",0.0794224361347649,0.500341503479466
"ci_pollution","a103",0.127671232876712,0.277697317010997
"ci_pollution","a104",-0.000162902628656053,0.998998323764863
"ci_pollution","a105",0.193454276194002,0.0986184199644669
"ci_pollution","a106",0.137860051832655,0.240895692914221
"ci_pollution","a107",-0.0246279155868197,0.834702946659237
"ci_pollution","a108",0.0807848944835246,0.493000533702064
"ci_pollution","a109",-0.00454646427249167,0.969356118703653
"ci_pollution","a110",0.19863754165124,0.0897883291385135
"ci_pollution","a111",0.102169566827101,0.385563840893427
"ci_pollution","a112",0.123761569788967,0.292769978756599
"ci_pollution","a113",-0.164516845612736,0.161003106081673
"ci_pollution","a114",-0.108389485375787,0.357180859767584
"ci_pollution","a115",-0.205124028137727,0.0796336720130895
"ci_pollution","a116",-0.00747871158830063,0.949548643655162
"ci_pollution","a117",0.149618659755646,0.202800308229139
"ci_pollution","a118",0.0569714920399852,0.629005580944318
"ci_pollution","a119",-0.181814142910033,0.120928384151448
"ci_pollution","a120",-0.190847834135505,0.103309346654368
"ci_pollution","a121",-0.141384672343576,0.228990325859193
"ci_pollution","a122",-0.026523509811181,0.822174573266338
"ci_pollution","a123",0.109337282487967,0.352972510812001
"ci_pollution","a124",-0.0229396519807479,0.84589600768019
"ci_pollution","a125",0.111173639392817,0.344907107119662
"ci_pollution","a126",-0.0617993335801555,0.600184654524993
"ci_pollution","a127",0.162325064790818,0.166714202297383
"ci_pollution","a128",0.156075527582377,0.183819570319411
"ci_pollution","a129",-0.087952610144391,0.455334373103835
"ci_pollution","a130",-0.201332839689004,0.0854508337575405
"ci_pollution","a131",0.0221845404266758,0.851180256103701
"shell_thickness","a1",0.254626510951322,0.0285741639722469
"shell_thickness","a2",0.299873369429468,0.00943920199714456
"shell_thickness","a3",0.320934263948592,0.00530447917831764
"shell_thickness","a4",0.298584833688847,0.00976531711174902
"shell_thickness","a5",0.333671513798414,0.00366971449604867
"shell_thickness","a6",0.304198110076152,0.00841314029725443
"shell_thickness","a7",0.331923844632973,0.00386351382781592
"shell_thickness","a8",0.295444953493309,0.0106014511983646
"shell_thickness","a9",0.310329762910833,0.00712612473578319
"shell_thickness","a10",0.315528338140238,0.00617393304580104
"shell_thickness","a11",0.286573310865352,0.0133093152928334
"shell_thickness","a12",0.33839614484736,0.00318839935594848
"shell_thickness","a13",0.336855826260869,0.00333873592974171
"shell_thickness","a14",0.33839614484736,0.00318839935594848
"shell_thickness","a15",0.248198643003854,0.0329885692750972
"shell_thickness","a16",0.332042330678088,0.00385009292798698
"shell_thickness","a17",0.33839614484736,0.00318839935594848
"shell_thickness","a18",0.33839614484736,0.00318839935594848
"shell_thickness","a19",0.331923844632973,0.00386351382781592
"shell_thickness","a20",0.310329762910833,0.00712612473578319
"shell_thickness","a21",0.185415849848744,0.113740738352373
"shell_thickness","a22",0.156179418216711,0.183912668795895
"shell_thickness","a23",0.307130639692739,0.00777421792168773
"shell_thickness","a24",0.151040086009864,0.198946236381353
"shell_thickness","a25",0.152076838904617,0.195844881571757
"shell_thickness","a26",0.231403246108856,0.0472859141735727
"shell_thickness","a27",0.18175759320583,0.121175236558812
"shell_thickness","a28",0.189696158228509,0.105494180844197
"shell_thickness","a29",0.255855803669386,0.0277893608519625
"shell_thickness","a30",0.164014307949915,0.162606019794375
"shell_thickness","a31",0.297888728173798,0.0099455504642294
"shell_thickness","a32",0.305382970527298,0.0081496565579268
"shell_thickness","a33",0.302998438869366,0.00868748654451748
"shell_thickness","a34",0.300806447034746,0.00920902447262167
"shell_thickness","a35",0.308389553922082,0.00751325848651091
"shell_thickness","a36",0.327480617941175,0.00439780432362757
"shell_thickness","a37",0.0966846128135313,0.41251536951173
"shell_thickness","a38",0.224086732823028,0.0549420335668512
"shell_thickness","a39",0.340454839881226,0.0029969071887108
"shell_thickness","a40",0.149662685735406,0.203120746649734
"shell_thickness","a41",0.307130639692739,0.00777421792168773
"shell_thickness","a42",0.303190978692678,0.00864293525519781
"shell_thickness","a43",0.317201953527482,0.00589222456738022
"shell_thickness","a44",0.326310568245668,0.0045489821344592
"shell_thickness","a45",0.299206885425698,0.00960667510263245
"shell_thickness","a46",0.317201953527482,0.00589222456738022
"shell_thickness","a47",0.350170695580625,0.00222477410503359
"shell_thickness","a48",0.303190978692678,0.00864293525519781
"shell_thickness","a49",0.315291366050008,0.00621476562693737
"shell_thickness","a50",0.0412775759668063,0.726949053544279
"shell_thickness","a51",0.085235898704331,0.470257883013268
"shell_thickness","a52",0.210845917281469,0.0713542043455715
"shell_thickness","a53",0.237253494586391,0.0418161025998859
"shell_thickness","a54",0.184245800153237,0.116079298179416
"shell_thickness","a55",0.197249643604566,0.0920828267121095
"shell_thickness","a56",0.297133379636192,0.0101443978436192
"shell_thickness","a57",0.0218606753236477,0.853328524563245
"shell_thickness","a58",0.320460319768134,0.00537611989239002
"shell_thickness","a59",0.303190978692678,0.00864293525519781
"shell_thickness","a60",0.25533742722201,0.028118054762505
"shell_thickness","a61",0.212252939067205,0.0694423654997345
"shell_thickness","a62",0.217821783187593,0.0622758227982323
"shell_thickness","a63",0.33839614484736,0.00318839935594848
"shell_thickness","a64",0.258121849282203,0.0263903205287943
"shell_thickness","a65",0.31921621629443,0.00556826152588046
"shell_thickness","a66",0.303190978692678,0.00864293525519781
"shell_thickness","a67",0.31921621629443,0.00556826152588046
"shell_thickness","a68",0.317557411662825,0.00583387414099652
"shell_thickness","a69",0.262639129752198,0.0237785446478275
"shell_thickness","a70",0.303339086249071,0.0086088011872367
"shell_thickness","a71",0.308389553922082,0.00751325848651091
"shell_thickness","a72",0.326873376959963,0.00447569794385556
"shell_thickness","a73",0.312803159102601,0.00665809060379229
"shell_thickness","a74",0.30864133676795,0.00746199928008126
"shell_thickness","a75",0.326473486557701,0.00452765964973824
"shell_thickness","a76",0.308745012057425,0.00744098194646081
"shell_thickness","a77",0.0762309592756197,0.518577530948506
"shell_thickness","a78",0.0903159878886204,0.444112912129743
"shell_thickness","a80",0.246243623259463,0.0344395043793128
"shell_thickness","a81",0.13417063533667,0.254414705188897
"shell_thickness","a82",0.148448203772982,0.206852983606543
"shell_thickness","a83",0.189696158228509,0.105494180844197
"shell_thickness","a84",0.188378000976609,0.10798271111881
"shell_thickness","a85",0.1423165509383,0.226440557764264
"shell_thickness","a86",0.125891422934286,0.285168377653926
"shell_thickness","a87",0.143294060810496,0.223234064470949
"shell_thickness","a88",0.204995668803935,0.0797606816096085
"shell_thickness","a89",0.229211254274236,0.0494814455142269
"shell_thickness","a90",0.135873872235192,0.248379385053653
"shell_thickness","a91",0.201159683093349,0.0856878999740628
"shell_thickness","a92",0.259825086180726,0.0253783904294795
"shell_thickness","a93",0.224220029623782,0.0547940109876043
"shell_thickness","a94",0.174796538055346,0.136342272164666
"shell_thickness","a95",0.178869495856161,0.12730303529431
"shell_thickness","a96",0.231655028954725,0.0470389419215476
"shell_thickness","a97",0.180543111243405,0.123723939661078
"shell_thickness","a98",0.139546939633746,0.235699847675137
"shell_thickness","a99",0.0221272689251556,0.851560072348367
"shell_thickness","a100",0.158549139119003,0.177265315074604
"shell_thickness","a101",0.205484423740033,0.0790295026244703
"shell_thickness","a102",0.174752105788428,0.136443487917481
"shell_thickness","a103",0.206772959480654,0.0771274141559791
"shell_thickness","a104",0.151987974370781,0.19610934471488
"shell_thickness","a105",0.139161859987123,0.237007705560817
"shell_thickness","a106",0.159200812367134,0.17546839581618
"shell_thickness","a107",0.0658782410837297,0.577073561249282
"shell_thickness","a108",0.166502514897322,0.156236705895887
"shell_thickness","a109",0.234113614390853,0.0446827059898739
"shell_thickness","a110",0.11300606552807,0.337739996043005
"shell_thickness","a111",0.096580937524056,0.413019064860772
"shell_thickness","a112",0.197279265115845,0.092033007596279
"shell_thickness","a113",0.173848649694429,0.138513875602978
"shell_thickness","a114",0.127698335122284,0.278255231235591
"shell_thickness","a115",0.161896369893491,0.168176915108269
"shell_thickness","a116",0.138021431802895,0.240910398838
"shell_thickness","a117",0.168131698017648,0.152167882400198
"shell_thickness","a118",0.249220585142967,0.0322507420982707
"shell_thickness","a119",0.13239334465995,0.260818111732247
"shell_thickness","a120",0.195990729375224,0.0942198121106217
"shell_thickness","a121",0.216444382913135,0.0639900753142829
"shell_thickness","a122",0.170086717762039,0.147390164711659
"shell_thickness","a123",0.182986885923894,0.118636596053992
"shell_thickness","a124",0.191458638149589,0.102236694670344
"shell_thickness","a125",-0.0420033029931334,0.722341270610611
"shell_thickness","a126",0.196968239247419,0.0925571667160975
"shell_thickness","a127",0.131460267054673,0.264223217057769
"shell_thickness","a128",0.175744426416263,0.134196494141924
"shell_thickness","a129",0.0726615671665417,0.538402130087582
"shell_thickness","a130",0.147737287502294,0.209060186787938
"shell_thickness","a131",0.0261559881360981,0.824929283133627
