"Metric","Compared_With","Spearman_Rho","P_Value"
"p450","a85",0.00419104035542392,0.971758530071085
"p450","a86",0.0151795631247686,0.897705762194318
"p450","a87",0.0123954091077379,0.916410931758628
"p450","a88",-0.13285449833395,0.25852989246701
"p450","a89",0.0485894113291374,0.680369734968069
"p450","a90",0.0695001851166235,0.555475192469024
"p450","a91",0.000429470566456868,0.997195311501963
"p450","a92",0.133180303591262,0.257356000628469
"p450","a93",0.113928174750093,0.333027859274959
"p450","a94",0.0186745649759348,0.874304988881693
"p450","a95",0.059163272861903,0.615848688917475
"p450","a96",0.0215475749722325,0.855148561447247
"p450","a97",-0.00276934468715291,0.981370483700842
"p450","a98",0.0236208811551277,0.841375692538932
"p450","a99",-0.150092558311736,0.201361208105715
"p450","a100",0.0219622362088116,0.852390371553483
"p450","a101",-0.0683154387263976,0.562248223862803
"p450","a102",-0.0499222510181414,0.672096214736606
"p450","a103",-0.0176675305442429,0.881037404672274
"p450","a104",-0.0155053683820807,0.895520311758906
"p450","a105",-0.0480266567937801,0.683874472071124
"p450","a106",0.0076564235468345,0.948349054745374
"p450","a107",-0.0234727878563495,0.842357937322577
"p450","a108",-0.058156238430211,0.621878999867316
"p450","a109",-0.101636430951499,0.388058163766893
"p450","a110",-0.0908552388004443,0.440547471694004
"p450","a111",0.0161273602369493,0.891350268333267
"p450","a112",0.0392002961865976,0.739678886630809
"p450","a113",0.0470196223620881,0.690162826205717
"p450","a114",0.0934024435394298,0.427797557956573
"p450","a115",0.0800148093298778,0.497142783316538
"p450","a116",0.0882487967419474,0.453813022043561
"p450","a117",0.0138171047760089,0.906853011251116
"p450","a118",0.0574157719363199,0.626329077928232
"p450","a119",-0.0640207330618289,0.587124096336306
"p450","a120",0.197334320621992,0.091947217287224
"p450","a121",0.112891521658645,0.337467682000391
"p450","a122",0.0982599037393558,0.404079064384861
"p450","a123",0.00537578674564976,0.963751593634342
"p450","a124",0.0169270640503517,0.885993142760614
"p450","a125",-0.242413920770085,0.0376799676581303
"p450","a126",0.0235912624953721,0.841572122104822
"p450","a127",-0.0374824139207701,0.750709670402612
"p450","a128",0.0091965938541281,0.937957730120757
"p450","a129",0.175357275083302,0.1348782038217
"p450","a130",0.115971862273232,0.324384315599911
"p450","a131",0.186347177696169,0.111905406283241
"sod","a1",-0.0448278415401703,0.703921747772034
"sod","a2",-0.0415994076268049,0.724362068123723
"sod","a3",-0.104361347649019,0.375411096119006
"sod","a4",-0.0765198074787116,0.516169206730393
"sod","a5",-0.0551055164753795,0.640299043023725
"sod","a6",-0.0981710477600889,0.404505859854028
"sod","a7",-0.0854646427249167,0.468224689540237
"sod","a8",-0.08653091447612,0.462676058941738
"sod","a9",-0.0918326545723806,0.435629894583319
"sod","a10",-0.0822362088115513,0.485243732668345
"sod","a11",0.149707515734913,0.202529916869824
"sod","a12",-0.094142910033321,0.424131254586322
"sod","a13",-0.0997704553868937,0.396864206024957
"sod","a14",-0.094142910033321,0.424131254586322
"sod","a15",0.112151055164754,0.340661795930538
"sod","a16",0.0223176601258793,0.850027620863485
"sod","a17",-0.094142910033321,0.424131254586322
"sod","a18",-0.094142910033321,0.424131254586322
"sod","a19",-0.0854646427249167,0.468224689540237
"sod","a20",-0.0918326545723806,0.435629894583319
"sod","a21",0.209626064420585,0.073141943528003
"sod","a22",0.238148833765272,0.0412589198493568
"sod","a23",-0.0866197704553869,0.462215308214425
"sod","a24",0.206042206590152,0.0782735884834658
"sod","a25",0.215046279155868,0.0658988158087913
"sod","a26",0.0624805627545353,0.596165676653244
"sod","a27",0.225620140688634,0.0534436838917418
"sod","a28",0.1635394298408,0.163531712865683
"sod","a29",-0.0221695668271011,0.851011940464194
"sod","a30",0.184924102184376,0.114618943963362
"sod","a31",-0.0790373935579415,0.502426418363604
"sod","a32",-0.0586005183265457,0.619215456001883
"sod","a33",0.00712328767123288,0.951948156500664
"sod","a34",-0.0700037023324695,0.552608579431643
"sod","a35",-0.0926619770455387,0.431481956401966
"sod","a36",0.0032136245834876,0.978366397565328
"sod","a37",0.164842650870048,0.160166729814587
"sod","a38",0.176275453535727,0.132823059474415
"sod","a39",0.0102036282858201,0.931168912196611
"sod","a40",0.14612365790448,0.213641775065424
"sod","a41",-0.0866197704553869,0.462215308214425
"sod","a42",-0.0868863383931877,0.460834569391872
"sod","a43",-0.0851092188078489,0.470082260178602
"sod","a44",-0.0856719733432062,0.467142957121171
"sod","a45",-0.0843983709737134,0.473809392807725
"sod","a46",-0.0851092188078489,0.470082260178602
"sod","a47",-0.0850499814883376,0.470392244387338
"sod","a48",-0.0868863383931877,0.460834569391872
"sod","a49",-0.0961569788967049,0.414250891528772
"sod","a50",0.243450573861533,0.0368504778460993
"sod","a51",0.208263606071825,0.0750599484407086
"sod","a52",0.16857460199926,0.150815804234687
"sod","a53",0.100155497963717,0.395037435397367
"sod","a54",0.0131654942613847,0.911232160252809
"sod","a55",0.233498704183636,0.0454792885158099
"sod","a56",0.22591632728619,0.0531248037906343
"sod","a57",0.340244353942984,0.00316271023860159
"sod","a58",0.0387263976305072,0.742716709085376
"sod","a59",-0.0868863383931877,0.460834569391872
"sod","a60",0.213772676786375,0.0675461896565695
"sod","a61",0.227515734912995,0.0514297642075358
"sod","a62",0.193009996297668,0.0994059575629276
"sod","a63",-0.094142910033321,0.424131254586322
"sod","a64",0.0878933728248797,0.455638982068067
"sod","a65",-0.103620881155128,0.378822748517082
"sod","a66",-0.0868863383931877,0.460834569391872
"sod","a67",-0.103620881155128,0.378822748517082
"sod","a68",-0.105249907441688,0.371341861661944
"sod","a69",-0.13877823028508,0.237753764586912
"sod","a70",-0.0764605701592003,0.516494860908596
"sod","a71",-0.0926619770455387,0.431481956401966
"sod","a72",0.0857608293224732,0.466679775429613
"sod","a73",-0.08836727138097,0.453205272692525
"sod","a74",-0.0251314328026657,0.831370930492152
"sod","a75",-0.0841614216956683,0.475055314256574
"sod","a76",0.237467604590892,0.0418559851705957
"sod","a77",0.211580895964458,0.0704591388215279
"sod","a78",0.00549426138467234,0.962951084716869
"sod","a80",0.171743798593114,0.143201592210825
"sod","a81",-0.112239911144021,0.340277499085946
"sod","a82",0.129892632358386,0.269369180551933
"sod","a83",0.16700481303221,0.154697961364951
"sod","a84",0.100392447241762,0.393915760173772
"sod","a85",0.179207700851536,0.126419458425529
"sod","a86",0.200088855979267,0.0874315795115378
"sod","a87",0.141740096260644,0.227813078203181
"sod","a88",0.153972602739726,0.189853565620437
"sod","a89",0.219222510181414,0.0607241944384755
"sod","a90",0.0151203258052573,0.898103199382903
"sod","a91",0.235690485005553,0.0434474892314763
"sod","a92",0.203731951129211,0.0817317192353207
"sod","a93",0.00475379489078119,0.967954837096621
"sod","a94",0.250025916327286,0.031937869577204
"sod","a95",0.246708626434654,0.0343424733087266
"sod","a96",0.261725286930766,0.0245590170491933
"sod","a97",0.250174009626064,0.0318339188143018
"sod","a98",0.175298037763791,0.135011619573975
"sod","a99",0.239067012217697,0.0404654237752283
"sod","a100",0.271321732691596,0.0196421018992875
"sod","a101",0.285864494631618,0.0138077705854629
"sod","a102",0.298689374305813,0.00997628472556018
"sod","a103",0.283317289892632,0.0147050089224059
"sod","a104",0.281540170307294,0.0153605316280391
"sod","a105",0.250233246945576,0.0317924184800887
"sod","a106",0.309737134394669,0.00745799888744147
"sod","a107",0.113631988152536,0.33429257631178
"sod","a108",0.290840429470566,0.0121913547106569
"sod","a109",0.239392817475009,0.040186937981325
"sod","a110",0.31714179933358,0.00610137647005707
"sod","a111",0.246293965198075,0.0346534810283134
"sod","a112",0.196090336912255,0.0940460551700631
"sod","a113",0.0277674935209182,0.813976810921806
"sod","a114",0.00981858570899667,0.933764081351642
"sod","a115",-0.0546612365790448,0.643000220944199
"sod","a116",0.230092558311736,0.048792709128043
"sod","a117",0.206693817104776,0.0773197028543462
"sod","a118",0.152935949648278,0.192880362299095
"sod","a119",0.0386671603109959,0.743096715455418
"sod","a120",-0.127908182154757,0.27680085083973
"sod","a121",0.00724176231025546,0.951148270175063
"sod","a122",0.12870788596816,0.273789621000555
"sod","a123",0.234920399851907,0.0441525934008231
"sod","a124",0.163865235098112,0.162685591777178
"sod","a125",0.222806368011847,0.0565521757935488
"sod","a126",-0.0592225101814143,0.615494753188642
"sod","a127",0.221828952239911,0.0576660128135683
"sod","a128",0.192773047019622,0.0998279917674932
"sod","a129",0.0762236208811551,0.517798525018029
"sod","a130",-0.0600222139948167,0.610725263748453
"sod","a131",-0.0765055646490033,0.517067805542327
"ci_wet_volume","a1",0.0232664909444417,0.844011362303627
"ci_wet_volume","a2",0.107831521684583,0.36046474224859
"ci_wet_volume","a3",0.128076775103458,0.276821606358203
"ci_wet_volume","a4",0.0646604070422868,0.584149633289255
"ci_wet_volume","a5",0.103788394995956,0.378858578615157
"ci_wet_volume","a6",0.0947691123828661,0.42187905365347
"ci_wet_volume","a7",0.0730724801526897,0.536101083033412
"ci_wet_volume","a8",0.0738425995219519,0.531801633472963
"ci_wet_volume","a9",0.0912147152939635,0.439573686008042
"ci_wet_volume","a10",0.0541305056664128,0.646911655411732
"ci_wet_volume","a11",0.014306448282833,0.903707134919887
"ci_wet_volume","a12",0.077900536198449,0.509433093855913
"ci_wet_volume","a13",0.0842688309827329,0.475327526368757
"ci_wet_volume","a14",0.077900536198449,0.509433093855913
"ci_wet_volume","a15",-0.0392168478808922,0.740085330277847
"ci_wet_volume","a16",0.0648381268967319,0.583114554147682
"ci_wet_volume","a17",0.077900536198449,0.509433093855913
"ci_wet_volume","a18",0.077900536198449,0.509433093855913
"ci_wet_volume","a19",0.0730724801526897,0.536101083033412
"ci_wet_volume","a20",0.0912147152939635,0.439573686008042
"ci_wet_volume","a21",0.111696928518765,0.343402266446192
"ci_wet_volume","a22",0.062275998995148,0.59811717578343
"ci_wet_volume","a23",0.0868161488964465,0.462037068468857
"ci_wet_volume","a24",0.121412280561765,0.30279180120967
"ci_wet_volume","a25",0.137066437740807,0.244212421316633
"ci_wet_volume","a26",0.161962027350996,0.168002133554447
"ci_wet_volume","a27",0.0441781938174855,0.708591981262668
"ci_wet_volume","a28",0.0298865555225229,0.800443345541831
"ci_wet_volume","a29",0.159903439037007,0.173545921257135
"ci_wet_volume","a30",0.0505612985896398,0.668786730382966
"ci_wet_volume","a31",0.0791593851674354,0.502593331538931
"ci_wet_volume","a32",0.0892301769193262,0.449631821071251
"ci_wet_volume","a33",0.162998726501926,0.165260091688667
"ci_wet_volume","a34",0.117620923666936,0.318251557217264
"ci_wet_volume","a35",0.0676224046163723,0.567008764781229
"ci_wet_volume","a36",0.13161636220449,0.263651494595459
"ci_wet_volume","a37",0.170922070012605,0.145383296665272
"ci_wet_volume","a38",0.02770948730557,0.814711030753735
"ci_wet_volume","a39",0.151757945708271,0.196795105494121
"ci_wet_volume","a40",0.0379431889240354,0.748241916555507
"ci_wet_volume","a41",0.0868161488964465,0.462037068468857
"ci_wet_volume","a42",0.0792778650703988,0.501952045783644
"ci_wet_volume","a43",0.0973460502723205,0.409310247534796
"ci_wet_volume","a44",0.0929178638990626,0.431043482933338
"ci_wet_volume","a45",0.0741536092672309,0.530070179380689
"ci_wet_volume","a46",0.0973460502723205,0.409310247534796
"ci_wet_volume","a47",0.0892449869071966,0.449556290415754
"ci_wet_volume","a48",0.0792778650703988,0.501952045783644
"ci_wet_volume","a49",0.0931696336928599,0.42979052093349
"ci_wet_volume","a50",0.244809099498168,0.0355377772300977
"ci_wet_volume","a51",0.305130180094419,0.00820525610809128
"ci_wet_volume","a52",0.236737656108785,0.0422763012123757
"ci_wet_volume","a53",0.142768283070922,0.224954780520387
"ci_wet_volume","a54",0.0885637274651569,0.453037982337614
"ci_wet_volume","a55",0.151091496254102,0.19879162394817
"ci_wet_volume","a56",0.119057492490367,0.312335225672142
"ci_wet_volume","a57",0.14860341829187,0.206373295000425
"ci_wet_volume","a58",0.113474127063216,0.335729874199999
"ci_wet_volume","a59",0.0792778650703988,0.501952045783644
"ci_wet_volume","a60",0.181629691242924,0.121441741018691
"ci_wet_volume","a61",0.107668611818008,0.361195101588999
"ci_wet_volume","a62",0.0961612512426863,0.415061707036551
"ci_wet_volume","a63",0.077900536198449,0.509433093855913
"ci_wet_volume","a64",-0.00567222535437376,0.961744941363019
"ci_wet_volume","a65",0.114199816468867,0.332628293622503
"ci_wet_volume","a66",0.0792778650703988,0.501952045783644
"ci_wet_volume","a67",0.114199816468867,0.332628293622503
"ci_wet_volume","a68",0.100056278052609,0.396329643827012
"ci_wet_volume","a69",0.10494357404985,0.37354639229984
"ci_wet_volume","a70",0.0738722194976928,0.531636612288223
"ci_wet_volume","a71",0.0676224046163723,0.567008764781229
"ci_wet_volume","a72",0.0668819052228509,0.571271790297656
"ci_wet_volume","a73",0.0622463790194071,0.598291615459102
"ci_wet_volume","a74",0.0225408015387908,0.848818346637838
"ci_wet_volume","a75",0.0716359113292582,0.544166717570811
"ci_wet_volume","a76",0.186398507337201,0.111804921853854
"ci_wet_volume","a77",0.0882823376956188,0.454480409828097
"ci_wet_volume","a78",-0.0287906164201112,0.807617885224891
"ci_wet_volume","a80",0.0190456444013699,0.872044467119118
"ci_wet_volume","a81",-0.082195432680873,0.486295094768651
"ci_wet_volume","a82",0.0729243802739854,0.536929859751708
"ci_wet_volume","a83",0.0761825776054795,0.518843754560094
"ci_wet_volume","a84",0.0201119635280406,0.864946134546506
"ci_wet_volume","a85",0.00744942389882507,0.949772683881955
"ci_wet_volume","a86",0.0622611890072775,0.598204392795461
"ci_wet_volume","a87",0.00245845798649098,0.983414423979095
"ci_wet_volume","a88",-0.0358401706464347,0.761769951003329
"ci_wet_volume","a89",0.0901335861794222,0.445037360361322
"ci_wet_volume","a90",0.00952282220068493,0.935819252150064
"ci_wet_volume","a91",0.109490240326071,0.353080096961332
"ci_wet_volume","a92",-0.0900151062764588,0.445638415161169
"ci_wet_volume","a93",0.103862444935309,0.37851669481423
"ci_wet_volume","a94",0.117354343885268,0.31935728695308
"ci_wet_volume","a95",0.103477385250677,0.380296521103403
"ci_wet_volume","a96",0.106128373079484,0.368145143559665
"ci_wet_volume","a97",0.0819436628870758,0.487635929713416
"ci_wet_volume","a98",0.13161636220449,0.263651494595459
"ci_wet_volume","a99",0.235937916763782,0.0429980648828514
"ci_wet_volume","a100",0.100930067336964,0.392197091249049
"ci_wet_volume","a101",0.116169544855634,0.324301375549085
"ci_wet_volume","a102",0.11846509297555,0.314766298457902
"ci_wet_volume","a103",0.11465892609285,0.330675455970792
"ci_wet_volume","a104",0.134933799487466,0.251698240336301
"ci_wet_volume","a105",0.155801072396898,0.18499048497705
"ci_wet_volume","a106",0.0839874412131948,0.476808145318131
"ci_wet_volume","a107",0.0804182341364218,0.495801412170624
"ci_wet_volume","a108",0.107564941902915,0.361660348404434
"ci_wet_volume","a109",0.101448416912429,0.389757714946425
"ci_wet_volume","a110",0.1285062647517,0.2752005730177
"ci_wet_volume","a111",0.0976126300539882,0.408022596243191
"ci_wet_volume","a112",0.099997038101127,0.396610745236318
"ci_wet_volume","a113",-0.00115517905389335,0.992206349335262
"ci_wet_volume","a114",-0.0136992387801455,0.907775835465154
"ci_wet_volume","a115",0.0396759575048755,0.737152113457646
"ci_wet_volume","a116",0.0677705044950766,0.56615795426689
"ci_wet_volume","a117",0.0996415983922367,0.39829982600122
"ci_wet_volume","a118",0.0709546518872185,0.548012193396747
"ci_wet_volume","a119",0.0132105091804214,0.91105236976867
"ci_wet_volume","a120",-0.0369953497003281,0.754329944409588
"ci_wet_volume","a121",0.114022096614422,0.333386184159785
"ci_wet_volume","a122",0.0353958710103219,0.764637283841224
"ci_wet_volume","a123",0.0609134801110686,0.606164673722447
"ci_wet_volume","a124",0.062068659164962,0.599338727888301
"ci_wet_volume","a125",0.24660110803049,0.0341702767027683
"ci_wet_volume","a126",0.00556855543928077,0.96244360952586
"ci_wet_volume","a127",0.133156600943014,0.258054928897243
"ci_wet_volume","a128",0.0962797311456497,0.414484465868969
"ci_wet_volume","a129",0.00878232280716355,0.940800624789099
"ci_wet_volume","a130",-0.0211338526911002,0.85815355445089
"ci_wet_volume","a131",0.141836304089281,0.228027623565836
"ci_wet_shell_weight","a1",-0.0814697432752221,0.490165144117543
"ci_wet_shell_weight","a2",-0.0993453986348282,0.399710628420349
"ci_wet_shell_weight","a3",-0.111578448615801,0.343917627572373
"ci_wet_shell_weight","a4",-0.113429697099605,0.335920357123964
"ci_wet_shell_weight","a5",-0.0636533278670977,0.590030832933419
"ci_wet_shell_weight","a6",-0.128269304945773,0.276094150120508
"ci_wet_shell_weight","a7",-0.121338230622413,0.30308898632351
"ci_wet_shell_weight","a8",-0.113163117317937,0.33706468436863
"ci_wet_shell_weight","a9",-0.103536625202159,0.380022374479519
"ci_wet_shell_weight","a10",-0.108572021078105,0.357156376238429
"ci_wet_shell_weight","a11",-0.112052368227655,0.341859082669685
"ci_wet_shell_weight","a12",-0.116288024758597,0.323804782621213
"ci_wet_shell_weight","a13",-0.13093510276245,0.266152852859417
"ci_wet_shell_weight","a14",-0.116288024758597,0.323804782621213
"ci_wet_shell_weight","a15",-0.180415272237549,0.123994586556199
"ci_wet_shell_weight","a16",-0.148114688692146,0.207886387015543
"ci_wet_shell_weight","a17",-0.116288024758597,0.323804782621213
"ci_wet_shell_weight","a18",-0.116288024758597,0.323804782621213
"ci_wet_shell_weight","a19",-0.121338230622413,0.30308898632351
"ci_wet_shell_weight","a20",-0.103536625202159,0.380022374479519
"ci_wet_shell_weight","a21",0.0199638636493364,0.865931389540557
"ci_wet_shell_weight","a22",0.0338556322717974,0.774601621593905
"ci_wet_shell_weight","a23",-0.11430348638396,0.332186694244879
"ci_wet_shell_weight","a24",0.0833209917590255,0.480324714755903
"ci_wet_shell_weight","a25",0.0543970854480805,0.645289467007509
"ci_wet_shell_weight","a26",0.0581736323550395,0.62248880678615
"ci_wet_shell_weight","a27",-0.00986345192170477,0.933528634814776
"ci_wet_shell_weight","a28",-0.0458517224468438,0.698074878037539
"ci_wet_shell_weight","a29",-0.078833565434286,0.504359051538796
"ci_wet_shell_weight","a30",-0.0270282278635303,0.819188372502881
"ci_wet_shell_weight","a31",-0.113385267135994,0.336110908134024
"ci_wet_shell_weight","a32",-0.10184828658493,0.387882097222939
"ci_wet_shell_weight","a33",-0.0401350671288587,0.734222640263288
"ci_wet_shell_weight","a34",-0.0997156483315889,0.397947584792464
"ci_wet_shell_weight","a35",-0.119338882259905,0.311184720390414
"ci_wet_shell_weight","a36",-0.130194603368929,0.268889802241952
"ci_wet_shell_weight","a37",0.168745001795652,0.150656816369169
"ci_wet_shell_weight","a38",-0.0629720684250581,0.594024369397069
"ci_wet_shell_weight","a39",-0.129809543684298,0.270320465758077
"ci_wet_shell_weight","a40",-0.0332336127812395,0.77863610823647
"ci_wet_shell_weight","a41",-0.11430348638396,0.332186694244879
"ci_wet_shell_weight","a42",-0.10944581036246,0.353276670531856
"ci_wet_shell_weight","a43",-0.110112259816629,0.350335181703794
"ci_wet_shell_weight","a44",-0.11359260696618,0.335222252624377
"ci_wet_shell_weight","a45",-0.114170196493126,0.33275453301042
"ci_wet_shell_weight","a46",-0.110112259816629,0.350335181703794
"ci_wet_shell_weight","a47",-0.130031693502354,0.269494460634401
"ci_wet_shell_weight","a48",-0.10944581036246,0.353276670531856
"ci_wet_shell_weight","a49",-0.126966026013176,0.281043426646472
"ci_wet_shell_weight","a50",0.248926276126147,0.0324617957225668
"ci_wet_shell_weight","a51",0.248867036174665,0.0325044173511507
"ci_wet_shell_weight","a52",0.179186043244303,0.126620107421145
"ci_wet_shell_weight","a53",-0.0106928112424487,0.927953769098095
"ci_wet_shell_weight","a54",-0.0470957614279597,0.69029333998256
"ci_wet_shell_weight","a55",0.0109890109998573,0.925963570330244
"ci_wet_shell_weight","a56",-0.0597286810814344,0.613200782368923
"ci_wet_shell_weight","a57",0.21856580099177,0.0613654361753867
"ci_wet_shell_weight","a58",-0.0909777554880366,0.440767967304219
"ci_wet_shell_weight","a59",-0.10944581036246,0.353276670531856
"ci_wet_shell_weight","a60",0.0318562839092897,0.787590281909227
"ci_wet_shell_weight","a61",-0.0300494653890976,0.799378250170474
"ci_wet_shell_weight","a62",-0.0291904860926128,0.804998278079349
"ci_wet_shell_weight","a63",-0.116288024758597,0.323804782621213
"ci_wet_shell_weight","a64",-0.048561950227132,0.681163273539371
"ci_wet_shell_weight","a65",-0.109312520471626,0.353866797627963
"ci_wet_shell_weight","a66",-0.10944581036246,0.353276670531856
"ci_wet_shell_weight","a67",-0.109312520471626,0.353866797627963
"ci_wet_shell_weight","a68",-0.12884689447272,0.273919445122154
"ci_wet_shell_weight","a69",-0.0707473120570325,0.549185159593738
"ci_wet_shell_weight","a70",-0.11188945836108,0.342565835264357
"ci_wet_shell_weight","a71",-0.119338882259905,0.311184720390414
"ci_wet_shell_weight","a72",-0.112333757997193,0.340640481070243
"ci_wet_shell_weight","a73",-0.117783833533511,0.317577043629798
"ci_wet_shell_weight","a74",-0.173454577938448,0.139424328224169
"ci_wet_shell_weight","a75",-0.111800598433858,0.342951721849209
"ci_wet_shell_weight","a76",-0.00900447262521997,0.939305966163517
"ci_wet_shell_weight","a77",0.113400077123864,0.336047383565737
"ci_wet_shell_weight","a78",0.0308640147219711,0.794058289162001
"ci_wet_shell_weight","a80",-0.183703089544784,0.117176484343122
"ci_wet_shell_weight","a81",-0.208361719349046,0.0748326189970631
"ci_wet_shell_weight","a82",-0.0595657712148597,0.614171001422292
"ci_wet_shell_weight","a83",-0.0494653594872281,0.675560257708342
"ci_wet_shell_weight","a84",-0.0726429905044473,0.538506270904837
"ci_wet_shell_weight","a85",-0.0401943070803404,0.733844918407717
"ci_wet_shell_weight","a86",-0.0321524836666983,0.785662288131718
"ci_wet_shell_weight","a87",-0.0614022097107927,0.603272617151328
"ci_wet_shell_weight","a88",-0.122330499809732,0.299122470957629
"ci_wet_shell_weight","a89",-0.0411717662797887,0.727621672827409
"ci_wet_shell_weight","a90",-0.120656971180373,0.305831993579066
"ci_wet_shell_weight","a91",-0.0293533959591875,0.80393164306977
"ci_wet_shell_weight","a92",-0.249207665895685,0.0322599824793878
"ci_wet_shell_weight","a93",-0.0244364799862055,0.836273362697285
"ci_wet_shell_weight","a94",0.0333520926842029,0.777867180571203
"ci_wet_shell_weight","a95",-0.06511951666627,0.581477393505108
"ci_wet_shell_weight","a96",-0.0770711768777051,0.513965220151256
"ci_wet_shell_weight","a97",-0.049702319293155,0.674093507427775
"ci_wet_shell_weight","a98",0.0280056870629785,0.812766197909659
"ci_wet_shell_weight","a99",0.224726755945868,0.0542342731399145
"ci_wet_shell_weight","a100",0.0138177186831089,0.90698175330765
"ci_wet_shell_weight","a101",-0.0801368443668836,0.497315431804839
"ci_wet_shell_weight","a102",-0.0568851634103123,0.630229500140012
"ci_wet_shell_weight","a103",-0.0771304168291868,0.513640817257541
"ci_wet_shell_weight","a104",0.0490951097904674,0.677854469375567
"ci_wet_shell_weight","a105",0.102470306075488,0.384975195906232
"ci_wet_shell_weight","a106",-0.00882675277077484,0.940501676567261
"ci_wet_shell_weight","a107",-0.0234590207867573,0.842736986463335
"ci_wet_shell_weight","a108",-0.0662450757444226,0.574949890657021
"ci_wet_shell_weight","a109",-0.0298421255589116,0.800733889243464
"ci_wet_shell_weight","a110",0.115769675183132,0.325980958842987
"ci_wet_shell_weight","a111",0.00121441900537506,0.991806688360287
"ci_wet_shell_weight","a112",-0.031693374042715,0.788651222733634
"ci_wet_shell_weight","a113",-0.187301916597298,0.110047764066159
"ci_wet_shell_weight","a114",-0.144234471870094,0.220179409534631
"ci_wet_shell_weight","a115",-0.19464767058103,0.0965423411613656
"ci_wet_shell_weight","a116",0.0185272948259049,0.875498728467041
"ci_wet_shell_weight","a117",0.00285832765899252,0.980717248305548
