"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"2","9",-2.98443800502504,0.0028,0.0511,"No","a","a"
"2","5",-3.16811837267033,0.0015,0.0552,"No","a","a"
"2","3",-2.82158874504551,0.0048,0.0573,"No","a","a"
"1","2",2.42060780768406,0.0155,0.1116,"No","a","a"
"2","7",-2.44992025744873,0.0143,0.1286,"No","a","a"
"2","4",-2.1142867620397,0.0345,0.2069,"No","a","a"
"6","9",-1.86068686075465,0.0628,0.2825,"No","a","a"
"5","6",1.86193699138302,0.0626,0.322,"No","a","a"
"3","6",1.57673979732512,0.1149,0.4135,"No","a","a"
"6","7",-1.61402090200212,0.1065,0.4261,"No","a","a"
"4","6",1.45807464732769,0.1448,0.474,"No","a","a"
"5","8",1.1327040445444,0.2573,0.579,"No","a","a"
"1","5",-1.23958156660592,0.2151,0.5957,"No","a","a"
"1","7",-0.963077853118969,0.3355,0.6039,"No","a","a"
"8","9",-1.18781511616997,0.2349,0.604,"No","a","a"
"7","8",1.06193034263843,0.2883,0.6104,"No","a","a"
"1","6",1.13770676254598,0.2552,0.6126,"No","a","a"
"2","8",-0.985869108986033,0.3242,0.6143,"No","a","a"
"4","8",0.995012398634437,0.3197,0.6395,"No","a","a"
"1","9",-1.24099049348913,0.2146,0.6438,"No","a","a"
"3","8",0.88463627114991,0.3764,0.6452,"No","a","a"
"1","4",-0.845225244997405,0.398,0.6512,"No","a","a"
"1","3",-0.794826395007902,0.4267,0.6679,"No","a","a"
"2","6",-0.621067786533487,0.5346,0.8018,"No","a","a"
"6","8",-0.399898952311389,0.6892,0.8271,"No","a","a"
"3","5",-0.40187480011436,0.6878,0.8538,"No","a","a"
"3","9",-0.525440672564492,0.5993,0.863,"No","a","a"
"3","4",-0.408960523469805,0.6826,0.8776,"No","a","a"
"1","8",0.470344560480746,0.6381,0.8835,"No","a","a"
"3","7",-0.421826971456944,0.6732,0.8975,"No","a","a"
"5","7",-0.13840017715234,0.8899,0.9708,"No","a","a"
"5","9",-0.172458115719365,0.8631,0.971,"No","a","a"
"4","7",0.050872865769071,0.9594,0.9868,"No","a","a"
"7","9",-0.000596803841183681,0.9995,0.9995,"No","a","a"
"4","5",0.17393067563708,0.8619,1,"No","a","a"
"4","9",0.0556561580588908,0.9556,1,"No","a","a"
