"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"11","13",4.56549281807753,0,2e-04,"Yes","b","a"
"11","7",4.02381753533261,1e-04,0.001,"Yes","b","a"
"10","11",-3.65143083292886,3e-04,0.0031,"Yes","a","b"
"11","9",3.5122758930195,4e-04,0.004,"Yes","b","a"
"11","8.2",3.01492032958892,0.0026,0.0185,"Yes","b","a"
"11","6",2.68254502355508,0.0073,0.0438,"Yes","b","a"
"11","12",2.25378862259557,0.0242,0.1089,"No","b","ab"
"11","8.1",2.25378862259557,0.0242,0.1245,"No","b","ab"
"10","13",1.23615777357932,0.2164,0.8656,"No","a","a"
"10","12",0.585695930949104,0.5581,1,"No","a","ab"
"12","13",0,1,1,"No","ab","a"
"10","6",0.700835582170754,0.4834,1,"No","a","a"
"12","6",0,1,1,"No","ab","a"
"13","6",0,1,1,"No","a","a"
"10","7",1.07599213143726,0.2819,1,"No","a","a"
"12","7",0,1,1,"No","ab","a"
"13","7",0,1,1,"No","a","a"
"6","7",0,1,1,"No","a","a"
"10","8.1",0.585695930949104,0.5581,1,"No","a","ab"
"12","8.1",0,1,1,"No","ab","ab"
"13","8.1",0,1,1,"No","a","ab"
"6","8.1",0,1,1,"No","a","ab"
"7","8.1",0,1,1,"No","a","ab"
"10","8.2",0.791467222762619,0.4287,1,"No","a","a"
"12","8.2",0,1,1,"No","ab","a"
"13","8.2",0,1,1,"No","a","a"
"6","8.2",0,1,1,"No","a","a"
"7","8.2",0,1,1,"No","a","a"
"8.1","8.2",0,1,1,"No","ab","a"
"10","9",0.929763466316272,0.3525,1,"No","a","a"
"12","9",0,1,1,"No","ab","a"
"13","9",0,1,1,"No","a","a"
"6","9",0,1,1,"No","a","a"
"7","9",0,1,1,"No","a","a"
"8.1","9",0,1,1,"No","ab","a"
"8.2","9",0,1,1,"No","a","a"
