"Metric","Analyte","Spearman_r","Spearman_p","Kendall_tau","Kendall_p","Spearman_sig","Kendall_sig"
"p450","ai_z_dieldrin",0.0110960568510486,0.925244428393407,0.00833526430263559,0.927145531590171,"",""
"p450","ai_z_mirex",-0.0849315068493151,0.471850430945232,-0.0698132685817271,0.468050225881719,"",""
"p450","ai_z_PCB101",0.0748877841738121,0.525994032163209,0.0533197570814723,0.504345482031774,"",""
"p450","ai_z_PCB105",-0.217264444100742,0.0629649282369827,-0.15271425474966,0.0644556509726534,"",""
"p450","ai_z_PCB110",0.00311556434869455,0.97898226378579,0.00468035174726784,0.958456148593037,"",""
"p450","ai_z_PCB118",-0.171240393545517,0.144623964040504,-0.133269163960323,0.1509100065212,"",""
"p450","ai_z_PCB128",-0.289465028591154,0.0123674566228728,-0.234810961360031,0.0107178797474875,"*","*"
"p450","ai_z_PCB138",-0.171191165813911,0.144741197565097,-0.133862949138908,0.148857946091634,"",""
"p450","ai_z_PCB149",-0.099548540366302,0.398742745616802,-0.0664984969217705,0.40804739314013,"",""
"p450","ai_z_PCB151",-0.199217357482938,0.0888192249564737,-0.162534025889033,0.084012034408017,"",""
"p450","ai_z_PCB153",0.0139276156553347,0.906245277459448,0.00882777713874869,0.921625389883988,"",""
"p450","ai_z_PCB156",-0.0849315068493151,0.471850430945232,-0.0698132685817271,0.468050225881719,"",""
"p450","ai_z_PCB158",-0.136324327513571,0.246799755956824,-0.110256143427487,0.25020964880848,"",""
"p450","ai_z_PCB017",0.0967671966188114,0.412114400070267,0.0824259866816408,0.384210397989727,"",""
"p450","ai_z_PCB170",-0.0849315068493151,0.471850430945232,-0.0698132685817271,0.468050225881719,"",""
"p450","ai_z_PCB177",-0.160084507749072,0.17305300112538,-0.133783810527711,0.157377015072753,"",""
"p450","ai_z_PCB018",0.110596219625516,0.348208702987321,0.0866249959868265,0.296393222127869,"",""
"p450","ai_z_PCB180",-0.227988953572144,0.0507416362236684,-0.182213256894496,0.0449824677470642,"","*"
"p450","ai_z_PCB183",-0.160084507749072,0.17305300112538,-0.133783810527711,0.157377015072753,"",""
"p450","ai_z_PCB187",-0.101541366480059,0.389321247265884,-0.0782239314480828,0.369782894762425,"",""
"p450","ai_z_PCB028",0.0735282449554771,0.533554555196509,0.0516391525655583,0.524373826987237,"",""
"p450","ai_z_PCB031",0.0894876408568798,0.448319763465419,0.057322727372113,0.484944435880373,"",""
"p450","ai_z_PCB033",-0.163929822867516,0.16282560120099,-0.113146483120187,0.177099041838442,"",""
"p450","ai_z_PCB044",-0.0330883486717789,0.779579153348027,-0.0222771204820013,0.804908994872081,"",""
"p450","ai_z_PCB049",-0.168059049583073,0.152347620098194,-0.138089988976585,0.136908928894866,"",""
"p450","ai_z_PCB052",-0.299469537845122,0.00954036909521726,-0.206051275995823,0.0115163007467783,"**","*"
"p450","ai_z_PCB066",-0.129144606307879,0.272803006509933,-0.095670188441294,0.272804609026165,"",""
"p450","ai_z_PCB070",-0.269064371200251,0.0204438658717885,-0.193146077279402,0.0236097688168909,"*","*"
"p450","ai_z_PCB074",-0.241483088866409,0.0381970854912576,-0.196352893537553,0.0388746350290047,"*","*"
"p450","ai_z_PCB087",0.047292165311663,0.689067721017953,0.0434175622762394,0.627879999970248,"",""
"p450","ai_z_PCB095",-0.282996363747965,0.0145597129811983,-0.197227449653579,0.0172248078150843,"*","*"
"p450","ai_z_PCB099",-0.237372002393593,0.0417109658547366,-0.169503475344894,0.0441485052901201,"*","*"
"p450","ai_z_BDE100",-0.0212002599747491,0.857712489888769,-0.0182043289267021,0.848432908406605,"",""
"p450","ai_z_BDE047",0.00252476556973043,0.982967156605706,0.000833439545765458,0.992153367871398,"",""
"p450","ai_z_BDE099",0.00587013488127394,0.960411239479244,0.0053400128308835,0.951901418147857,"",""
"p450","ai_z_acenaphthene",-0.0269942328121386,0.819411945732517,-0.0214156866469181,0.810728953198633,"",""
"p450","ai_z_acenaphthylene",0.0910937501714815,0.440183124842145,0.0751020107404624,0.433495255072787,"",""
"p450","ai_z_C1.dibenzothiophenes",-0.079806981438916,0.499093326192227,-0.0633183251078558,0.496168605989163,"",""
"p450","ai_z_C1.fluorenes",0.00721435933070442,0.951355638098085,0.0044215687788129,0.961124068947924,"",""
"p450","ai_z_C1.naphthalenes",-0.0380759262536892,0.747390552553093,-0.034411187162413,0.702296029508157,"",""
"p450","ai_z_C1.phenanthrenes_anthracenes",-0.0386954387426871,0.743421064961393,-0.031669785782773,0.691472916408242,"",""
"p450","ai_z_C2.dibenzothiophenes",-0.119049400942191,0.312368349739789,-0.0908255239790249,0.310102312573592,"",""
"p450","ai_z_C2.fluorenes",-0.0625777707472244,0.596341254123994,-0.0459038131338396,0.588546938259161,"",""
"p450","ai_z_C2.naphthalenes",-0.210689617926746,0.0715691624896505,-0.157465711732909,0.0577461136204046,"",""
"p450","ai_z_C2.phenanthrenes_anthracenes",0.0395449871011462,0.737988493549443,0.0252391933736714,0.753901928600745,"",""
"p450","ai_z_C3.dibenzothiophenes",-0.170533364281139,0.146314568154045,-0.127838806061759,0.14773510298571,"",""
"p450","ai_z_C3.fluorenes",-0.116465615286133,0.32306134410917,-0.0852176384678749,0.306269459924435,"",""
"p450","ai_z_C3.naphthalenes",0.11417779812093,0.332722132227658,0.0873459194027874,0.329491357005818,"",""
"p450","ai_z_C3.phenanthrenes_anthracenes",-0.0603169915644116,0.609702595591321,-0.0457423669737526,0.565843538536659,"",""
"p450","ai_z_C4.dibenzothiophenes",-0.173099509945732,0.140248523397435,-0.131558497924494,0.137267084836102,"",""
"p450","ai_z_C4.naphthalenes",-0.130893118641207,0.266307525932434,-0.0872450652302338,0.278080588596006,"",""
"p450","ai_z_C4.phenanthrenes_anthracenes",-0.0301481502159226,0.79873323195044,-0.0249726082248727,0.754413024402299,"",""
"p450","ai_z_dibenzothiophene",0.0107147689151964,0.927806217783624,0.00816019077469517,0.93081123144,"",""
"p450","ai_z_fluorene",-0.0626594590221637,0.595860924727979,-0.0459723606904111,0.598407390024903,"",""
"p450","ai_z_naphthalene",0.210010995749357,0.0725085011472233,0.166885375155133,0.0738368111204313,"",""
"p450","ai_z_phenanthrene",-0.086895975977029,0.461623884782813,-0.0606208465765031,0.449196050443417,"",""
"p450","ai_z_benz_a_anthracene",0.0145783119468061,0.90188626627168,0.00487478684698838,0.951544493734175,"",""
"p450","ai_z_benzo_a_pyrene",-0.147256223037595,0.21056320610061,-0.114307764521372,0.204036840447504,"",""
"p450","ai_z_benzo_b_fluoranthene",-0.0188601224584269,0.873280507110334,-0.0207028765535842,0.796982840612142,"",""
"p450","ai_z_benzo_e_pyrene",-0.0461433910477718,0.69624764695484,-0.0356474935513175,0.663741750765524,"",""
"p450","ai_z_benzo_ghi_perylene",-0.173447058354181,0.139441745007824,-0.134601142917591,0.136358982275864,"",""
"p450","ai_z_benzo_k_fluoranthene",-0.00218007309886113,0.9852922795464,-0.00864104762260295,0.914380124899966,"",""
"p450","ai_z_C1.benzanthracenes_chrysenes",0.00207854570442225,0.985977156734882,-0.00113184976894712,0.988798056900096,"",""
"p450","ai_z_C2.benzanthracenes_chrysenes",-0.031193375104375,0.791909825456606,-0.0233439393931744,0.778124542920546,"",""
"p450","ai_z_C2.fluoranthenes_pyrenes",-0.0724706491413429,0.539472888320557,-0.0506961265671868,0.53410787015982,"",""
"p450","ai_z_C3.benzanthracenes_chrysenes",-0.0985976571715515,0.403285192332763,-0.070339622418016,0.425480116146386,"",""
"p450","ai_z_C3.fluoranthenes_pyrenes",-0.0878074800002115,0.456920305767837,-0.0591192063074692,0.480189311232396,"",""
