"Metric","Analyte","Spearman_r","Spearman_p","Kendall_tau","Kendall_p","Spearman_sig","Kendall_sig"
"ibr_bio","pbde",-0.104647084338216,0.37490550010178,-0.0848914643131488,0.315844737318442,"",""
"ibr_bio","pcb",-0.24789337282488,0.0334667804614221,-0.164753794890781,0.0378294794950719,"*","*"
"ibr_bio","pesticide",-0.206965582134776,0.0768462363319045,-0.1639268646185,0.0721363174208324,"",""
"ibr_bio","mixture_index_sum",-0.133446871529063,0.256398255046748,-0.0892262125138837,0.260723213338807,"",""
"ibr_bio","heavy_metal_ng",-0.0972528693076638,0.408931599551016,-0.0736764161421695,0.353054692626099,"",""
"ibr_bio","nutrient_metal_ng",-0.107175120325805,0.362618045537668,-0.070714550166605,0.372743253604308,"",""
"ibr_bio","mixture_index_pca",-0.165079600148093,0.159560489387684,-0.109959274342836,0.165740602191097,"",""
"ibr_morph","chlordane",-0.13577753772038,0.248718101750373,-0.107575302160903,0.244422526809767,"",""
"ibr_morph","ddt",0.00278495837885299,0.981212118869953,0.003720977178747,0.962764159926029,"",""
"ibr_morph","hch",0.028086456230669,0.812236067159206,0.024001993644508,0.794721477701476,"",""
"ibr_morph","pah_lmw",0.109218807848945,0.35349685968531,0.0684931506849315,0.387947156657615,"",""
"ibr_morph","pah_hmw",0.181488337652721,0.121604550590402,0.113661606812292,0.151947020945764,"",""
"ibr_morph","pah_add",-0.0823275032572383,0.485592515795378,-0.0651972688166558,0.41143078686565,"",""
"ibr_morph","total_pah",0.0935209181784524,0.427209731968183,0.066271751203258,0.403523053552062,"",""
"ibr_morph","pbde",0.11572736385638,0.326159003544963,0.0798978487653166,0.345153575637931,"",""
"ibr_morph","pcb",0.0914772306553128,0.437414488549749,0.0618289522399111,0.435776550337215,"",""
"ibr_morph","pesticide",-0.0102662647734919,0.930820554031318,-0.00722389572895084,0.93683758028598,"",""
"ibr_morph","mixture_index_sum",0.0604072565716401,0.608434612862429,0.0470196223620881,0.553398346824112,"",""
"ibr_morph","heavy_metal_ng",0.0837171417993336,0.47739617968877,0.06108848574602,0.441293091975251,"",""
"ibr_morph","nutrient_metal_ng",-0.019326175490559,0.869953457008942,0.00481303221029248,0.951623959522401,"",""
"ibr_morph","mixture_index_pca",0.0971047760088856,0.409648075490483,0.066271751203258,0.403523053552062,"",""
"ibr_combined","chlordane",-0.145066052058758,0.217502819936702,-0.115398960499877,0.211790014486547,"",""
"ibr_combined","ddt",-0.0456999819083057,0.699026173469373,-0.0305120128657254,0.701854497189673,"",""
"ibr_combined","hch",-0.00286065757904962,0.980701533278878,-0.00126326282339516,0.989074174263093,"",""
"ibr_combined","pah_lmw",0.0483524620510922,0.681844590900832,0.0262865605331359,0.740388989598406,"",""
"ibr_combined","pah_hmw",0.117926693817105,0.316252370232694,0.0818215475749722,0.302377333526091,"",""
"ibr_combined","pah_add",-0.057535950738329,0.62631474924454,-0.0437118052293488,0.581841501713484,"",""
"ibr_combined","total_pah",0.0332469455757127,0.778117139779657,0.0166604961125509,0.833665232668874,"",""
"ibr_combined","pbde",0.0551988045757202,0.640420827558518,0.0416134628986024,0.622943423659714,"",""
"ibr_combined","pcb",-0.0129877823028508,0.912426939978059,-0.00703443169196594,0.92934577509173,"",""
"ibr_combined","pesticide",-0.0939594796656621,0.425873227080048,-0.0739060101500355,0.417515272925203,"",""
"ibr_combined","mixture_index_sum",-0.00857460199925953,0.942153073497896,0.00481303221029248,0.951623959522401,"",""
"ibr_combined","heavy_metal_ng",0.060999629766753,0.604917912175405,0.0410958904109589,0.604452888180368,"",""
"ibr_combined","nutrient_metal_ng",-0.101044057756387,0.390840952963179,-0.0566456867826731,0.475220605785822,"",""
"ibr_combined","mixture_index_pca",0.0268196964087375,0.820220955690413,0.0211032950758978,0.790236158817919,"",""
