"Group1","Group2","Diff","Lower","Upper","P.adj","Significant","Group1_CLD","Group2_CLD"
"7","6","0.647073581890197","-2.13058605912631","3.4247332229067","0.998366418924541","No","ab","ab"
"8.1","6","-0.595083276812494","-4.61486603642621","3.42469948280122","0.999943818560629","No","ab","ab"
"8.2","6","2.21733872107639","-0.972326931820479","5.40700437397325","0.426755911692636","No","abc","ab"
"9","6","1.11777717461058","-1.83193694506289","4.06749129428405","0.959407536750932","No","abc","ab"
"10","6","0.919134967421264","-1.63143985057493","3.46970978541746","0.969945121684835","No","ab","ab"
"11","6","3.03769254060938","0.442933926716777","5.63245115450198","0.00902220460083014","Yes","c","ab"
"12","6","-0.935526267712507","-4.67774035964916","2.80668782422415","0.997306113913259","No","a","ab"
"13","6","2.45941394100893","-0.172151598020834","5.09097948003869","0.0880300822094511","No","bc","ab"
"8.1","7","-1.24215685870269","-4.86177160240509","2.37745788499971","0.9777500281048","No","ab","ab"
"8.2","7","1.57026513918619","-1.09749130314699","4.23802158151937","0.6560604953123","No","abc","ab"
"9","7","0.470703592720382","-1.9049585983626","2.84636578380337","0.999496352391149","No","abc","ab"
"10","7","0.272061385531067","-1.58492255638564","2.12904532744777","0.999948115620187","No","ab","ab"
"11","7","2.39061895871918","0.473399690427203","4.30783822701116","0.00379700603050304","Yes","c","ab"
"12","7","-1.5825998496027","-4.89124364551508","1.72604394630967","0.857569687342786","No","a","ab"
"13","7","1.81234035911873","-0.154406865246712","3.77908758348417","0.0979434345980632","No","bc","ab"
"8.2","8.1","2.81242199788888","-1.13221800961065","6.75706200538841","0.390494675961999","No","abc","ab"
"9","8.1","1.71286045142307","-2.0404089499518","5.46612985279795","0.887172315501307","No","abc","ab"
"10","8.1","1.51421824423376","-1.93420889196793","4.96264538043545","0.907563449594542","No","ab","ab"
"11","8.1","3.63277581742187","0.151541829901681","7.11400980494206","0.0333406855245306","Yes","c","ab"
"12","8.1","-0.340442990900014","-4.74389437832161","4.06300839652158","0.999999646364871","No","a","ab"
"13","8.1","3.05449721782142","-0.45425683421826","6.5632512698611","0.145236618249483","No","bc","ab"
"9","8.2","-1.09956154646581","-3.94602334000516","1.74690024707354","0.954582963718151","No","abc","abc"
"10","8.2","-1.29820375365512","-3.72862825494591","1.13222074763566","0.7650310552236","No","ab","abc"
"11","8.2","0.82035381953299","-1.65639881620763","3.29710645527361","0.98219649437154","No","c","abc"
"12","8.2","-3.1528649887889","-6.81424419124356","0.508514213665765","0.155617880799223","No","a","abc"
"13","8.2","0.242075219932538","-2.27321174987572","2.7573621897408","0.999998014531204","No","bc","abc"
"10","9","-0.198642207189315","-2.30430354439566","1.90701913001703","0.999998302915958","No","ab","abc"
"11","9","1.9199153659988","-0.239054302426195","4.07888503442379","0.126153378626159","No","c","abc"
"12","9","-2.05330344232309","-5.50765491180308","1.4010480271569","0.643738924194022","No","a","abc"
"13","9","1.34163676639835","-0.861432672139228","3.54470620493592","0.612421639007208","No","bc","abc"
"11","10","2.11855757318811","0.548280991316496","3.68883415505973","0.0010875857577386","Yes","c","ab"
"12","10","-1.85466123513377","-4.97510392633863","1.26578145607109","0.64385045605448","No","a","ab"
"13","10","1.54027897358766","-0.0900993461325039","3.17065729330783","0.0809137964422545","No","bc","ab"
"12","11","-3.97321880832189","-7.12987890267278","-0.816558713970993","0.0033052800739074","Yes","a","c"
"13","11","-0.578278599600452","-2.27694685078639","1.12038965158548","0.978837870878831","No","bc","c"
"13","12","3.39494020872143","0.20795607429175","6.58192434315112","0.0270121122981249","Yes","bc","a"
