"Group1","Group2","Diff","Lower","Upper","P.adj","Significant","Group1_CLD","Group2_CLD"
"2","1","-0.385539617429169","-2.20271572514644","1.4316364902881","0.999168246222484","No","a","a"
"3","1","1.95996372538814","0.319308033927883","3.6006194168484","0.00692014884422998","Yes","b","a"
"4","1","-1.96813946703185","-5.07308211157249","1.13680317750879","0.558237539638051","No","a","a"
"5","1","1.8390095895973","0.176440596265819","3.50157858292878","0.0179156675335644","Yes","b","a"
"6","1","1.18472552175702","-1.21947059691071","3.58892164042475","0.83589923738531","No","ab","a"
"7","1","0.462014565493131","-2.06451737392559","2.98854650491185","0.999722301421078","No","ab","a"
"8","1","-1.62308342738187","-4.48542121886644","1.2392543641027","0.700851151856079","No","a","a"
"9","1","-0.067563420298534","-2.02968065751499","1.89455381691792","0.999999999430662","No","ab","a"
"3","2","2.34550334281731","0.324405430166709","4.36660125546791","0.0100837602542589","Yes","b","a"
"4","2","-1.58259984960268","-4.9043094245786","1.73910972537324","0.8602649795878","No","a","a"
"5","2","2.22454920702647","0.185622692365646","4.26347572168729","0.0208927351323762","Yes","b","a"
"6","2","1.57026513918619","-1.1080262287603","4.24855650713267","0.660949684509486","No","ab","a"
"7","2","0.8475541829223","-1.94107438960266","3.63618275544726","0.989792095840987","No","ab","a"
"8","2","-1.2375438099527","-4.33368064594048","1.85859302603508","0.944743488130418","No","a","a"
"9","2","0.317976197130635","-1.971781372391","2.60773376665227","0.99996559472567","No","ab","a"
"4","3","-3.92810319241999","-7.15662864406957","-0.699577740770407","0.00539005312893104","Yes","a","b"
"5","3","-0.120954135790842","-2.0042606492531","1.76235237767141","0.999999918588039","No","b","b"
"6","3","-0.775238203631119","-3.33704747504051","1.78657106777827","0.990080619831118","No","ab","b"
"7","3","-1.49794915989501","-4.1749010472036","1.17900272741359","0.715931849245337","No","ab","b"
"8","3","-3.58304715277001","-6.57899197846738","-0.587102327072634","0.00681662176529374","Yes","a","b"
"9","3","-2.02752714568667","-4.1798774467864","0.124823155413048","0.0827797153474523","No","ab","b"
"5","4","3.80714905662915","0.567432841956101","7.0468652713022","0.00859204668590208","Yes","b","a"
"6","4","3.15286498878887","-0.522972938955657","6.8287029165334","0.15948125442923","No","ab","a"
"7","4","2.43015403252498","-1.32683800032938","6.18714606537934","0.529951306516434","No","ab","a"
"8","4","0.345056039649982","-3.64550822202893","4.3356203013289","0.999999144741638","No","a","a"
"9","4","1.90057604673332","-1.50258859027885","5.30374068374548","0.718127541339014","No","ab","a"
"6","5","-0.654284067840277","-3.23018222241576","1.92161408673521","0.996988284931818","No","ab","b"
"7","5","-1.37699502410417","-4.06743290047882","1.31344285227049","0.804834221022354","No","ab","b"
"8","5","-3.46209301697917","-6.47009400738612","-0.454092026572218","0.0111799945422061","Yes","a","b"
"9","5","-1.90657300989583","-4.07567337140758","0.262527351615912","0.13639417727954","No","ab","b"
"7","6","-0.722710956263889","-3.92497254552562","2.47955063299784","0.998698657016583","No","ab","ab"
"8","6","-2.80780894913889","-6.28114931220712","0.665531413929337","0.223872365185157","No","a","ab"
"9","6","-1.25228894205555","-4.03096123251014","1.52638334839903","0.894170517524273","No","ab","ab"
"8","7","-2.085097992875","-5.64421276225304","1.47401677650303","0.66189011512031","No","a","ab"
"9","7","-0.529577985791665","-3.41475118018157","2.35559520859824","0.99971442499993","No","ab","ab"
"9","8","1.55552000708334","-1.62784901853777","4.73888903270444","0.842272257498498","No","ab","a"
