"term","contrast","null.value","estimate","conf.low","conf.high","adj.p.value"
"PAHgroup8","3-1",0,0.133727621483377,0.0390040872342665,0.228451155732487,0.000582533285495179
"PAHgroup8","7-1",0,0.0997614379084968,0.00459164926108599,0.194931226555908,0.0324091522780351
"PAHgroup8","6-3",0,-0.112127799736496,-0.207673013070934,-0.0165825864020582,0.00936097114666834
