"Comparison","Z","P.unadj","P.adj"
"1 - 2",-0.0944302422049963,0.92476739332784,0.92476739332784
"1 - 3",-0.488807661749825,0.624977873200502,0.937466809800752
"2 - 3",-0.353387465859334,0.72379798123173,0.835151516805842
"1 - 4",-0.64057445485193,0.521799200861093,1
"2 - 4",-0.473672161888421,0.635733707740295,0.794667134675369
"3 - 4",-0.0969077648083747,0.922799642408059,0.988713902580063
"1 - 5",0.486417997047551,0.626670833062164,0.85455113599386
"2 - 5",0.525896294796096,0.598960263451059,0.998267105751765
"3 - 5",0.918613436357151,0.358297801515496,1
"4 - 5",1.09978448020554,0.271426035936616,1
"1 - 6",-1.24847033993794,0.21185886369531,1
"2 - 6",-1.02521516528439,0.305261674108128,1
"3 - 6",-0.67571464585373,0.499221835402771,1
"4 - 6",-0.631775864858141,0.527533346640697,0.989125024951306
"5 - 6",-1.66895483739786,0.0951263305427883,1
