"Comparison","Z","P.unadj","P.adj"
"1 - 2",-0.699071412351621,0.484507403169109,0.605634253961387
"1 - 3",0.352671008549767,0.72433509636428,0.72433509636428
"2 - 3",1.03139317650041,0.302356479395767,0.431937827708239
"1 - 4",2.477478078583,0.0132314536534819,0.0441048455116064
"2 - 4",3.21897669244621,0.00128648941649705,0.00643244708248525
"3 - 4",2.04047052784242,0.0413034835631529,0.103258708907882
"1 - 5",-1.31926263576004,0.187081324622681,0.311802207704469
"2 - 5",-0.641892415726684,0.520943038977355,0.578825598863727
"3 - 5",-1.6244619304028,0.104277258968421,0.208554517936842
"4 - 5",-3.80654315141037,0.000140922713995717,0.00140922713995717
